state,district,year,onion_whole_year_yield_tonne_per_hectare
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gautam buddha nagar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.58
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ghaziabad,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.63
,,2005 - 2006,12.93
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ghazipur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.2
,,2005 - 2006,12.84
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gonda,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.5
,,2005 - 2006,12.86
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gorakhpur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.65
,,2005 - 2006,12.87
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hamirpur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.78
,,2005 - 2006,12.85
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hapur,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hardoi,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.37
,,2005 - 2006,12.89
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hathras,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.42
,,2005 - 2006,12.83
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jalaun,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.83
,,2005 - 2006,12.78
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jaunpur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.89
,,2005 - 2006,12.91
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jhansi,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.29
,,2005 - 2006,12.87
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kannauj,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.5
,,2005 - 2006,12.88
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kanpur dehat,2003 - 2004,
,,2004 - 2005,11.18
,,2005 - 2006,12.82
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kanpur nagar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.31
,,2005 - 2006,12.81
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kasganj,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kaushambi,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.91
,,2005 - 2006,12.8
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kheri,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.29
,,2005 - 2006,12.89
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kushi nagar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.62
,,2005 - 2006,12.84
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lalitpur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.4
,,2005 - 2006,12.76
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lucknow,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.76
,,2005 - 2006,12.81
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Maharajganj,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,12.19
,,2005 - 2006,12.9
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mahoba,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.9
,,2005 - 2006,12.83
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mainpuri,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.59
,,2005 - 2006,12.87
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mathura,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.42
,,2005 - 2006,12.75
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mau,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.38
,,2005 - 2006,12.89
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Meerut,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,12.14
,,2005 - 2006,12.91
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mirzapur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.65
,,2005 - 2006,12.82
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Moradabad,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.76
,,2005 - 2006,12.89
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Muzaffarnagar,2002 - 2003,10.32
,,2003 - 2004,
,,2004 - 2005,11.37
,,2005 - 2006,12.92
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pilibhit,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,12.26
,,2005 - 2006,12.87
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pratapgarh,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.57
,,2005 - 2006,12.9
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rae bareli,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.51
,,2005 - 2006,12.86
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rampur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.91
,,2005 - 2006,12.87
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Saharanpur,2002 - 2003,10.33
,,2003 - 2004,
,,2004 - 2005,11.39
,,2005 - 2006,12.85
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sambhal,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sant kabeer nagar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,12.09
,,2005 - 2006,12.91
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sant ravidas nagar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.57
,,2005 - 2006,12.88
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Shahjahanpur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.1
,,2005 - 2006,12.87
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Shamli,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Shravasti,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.57
,,2005 - 2006,12.9
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Siddharth nagar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,12.03
,,2005 - 2006,12.85
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sitapur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.89
,,2005 - 2006,12.83
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sonbhadra,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.27
,,2005 - 2006,12.77
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sultanpur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.81
,,2005 - 2006,12.89
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Unnao,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.46
,,2005 - 2006,12.83
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Varanasi,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.2
,,2005 - 2006,12.86
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Uttarakhand,Almora,2000 - 2001,2.9
,,2001 - 2002,2.76
,,2002 - 2003,2.76
,,2003 - 2004,12.0
,,2004 - 2005,8.0
,,2005 - 2006,10.5
,,2006 - 2007,5.5
,,2007 - 2008,5.0
,,2008 - 2009,4.0
,,2009 - 2010,4.0
,,2010 - 2011,4.51
,,2011 - 2012,4.6
,,2012 - 2013,4.6
,,2013 - 2014,4.75
,,2014 - 2015,4.75
,,2015 - 2016,4.65
,,2016 - 2017,4.88
,,2017 - 2018,13.97
,,2018 - 2019,13.82
,,2019 - 2020,13.82
,,2020 - 2021,11.75
,,2021 - 2022,11.65
,,2022 - 2023,13.0
,Bageshwar,2000 - 2001,3.06
,,2001 - 2002,3.06
,,2002 - 2003,3.06
,,2003 - 2004,11.0
,,2004 - 2005,9.0
,,2005 - 2006,9.8
,,2006 - 2007,5.0
,,2007 - 2008,6.0
,,2008 - 2009,5.0
,,2009 - 2010,4.0
,,2010 - 2011,4.51
,,2011 - 2012,4.6
,,2012 - 2013,4.6
,,2013 - 2014,4.63
,,2014 - 2015,4.63
,,2015 - 2016,4.61
,,2016 - 2017,4.63
,,2017 - 2018,13.97
,,2018 - 2019,13.82
,,2019 - 2020,13.82
,,2020 - 2021,11.75
,,2021 - 2022,11.6
,,2022 - 2023,12.99
,Chamoli,2000 - 2001,8.09
,,2001 - 2002,7.16
,,2002 - 2003,7.17
,,2003 - 2004,14.0
,,2004 - 2005,10.51
,,2005 - 2006,22.0
,,2006 - 2007,7.0
,,2007 - 2008,6.0
,,2008 - 2009,5.0
,,2009 - 2010,5.0
,,2010 - 2011,5.79
,,2011 - 2012,5.8
,,2012 - 2013,5.74
,,2013 - 2014,5.55
,,2014 - 2015,5.55
,,2015 - 2016,5.69
,,2016 - 2017,5.7
,,2017 - 2018,16.29
,,2018 - 2019,16.02
,,2019 - 2020,16.02
,,2020 - 2021,13.62
,,2021 - 2022,13.53
,,2022 - 2023,15.1
,Champawat,2000 - 2001,4.7
,,2001 - 2002,9.98
,,2002 - 2003,9.98
,,2003 - 2004,12.3
,,2004 - 2005,7.0
,,2005 - 2006,11.5
,,2006 - 2007,6.0
,,2007 - 2008,5.5
,,2008 - 2009,4.5
,,2009 - 2010,8.0
,,2010 - 2011,7.51
,,2011 - 2012,7.51
,,2012 - 2013,7.51
,,2013 - 2014,7.32
,,2014 - 2015,7.32
,,2015 - 2016,4.59
,,2016 - 2017,4.6
,,2017 - 2018,27.58
,,2018 - 2019,26.02
,,2019 - 2020,26.02
,,2020 - 2021,22.14
,,2021 - 2022,21.27
,,2022 - 2023,24.61
,Dehradun,2000 - 2001,8.04
,,2001 - 2002,8.03
,,2002 - 2003,8.03
,,2003 - 2004,11.1
,,2004 - 2005,10.31
,,2005 - 2006,11.0
,,2006 - 2007,9.19
,,2007 - 2008,7.34
,,2008 - 2009,6.41
,,2009 - 2010,6.0
,,2010 - 2011,6.1
,,2011 - 2012,6.1
,,2012 - 2013,6.0
,,2013 - 2014,6.24
,,2014 - 2015,6.25
,,2015 - 2016,6.11
,,2016 - 2017,6.14
,,2017 - 2018,16.29
,,2018 - 2019,16.03
,,2019 - 2020,16.03
,,2020 - 2021,14.28
,,2021 - 2022,13.77
,,2022 - 2023,15.25
,Haridwar,2000 - 2001,9.55
,,2001 - 2002,10.0
,,2002 - 2003,10.0
,,2003 - 2004,10.6
,,2004 - 2005,12.0
,,2005 - 2006,12.0
,,2006 - 2007,12.6
,,2007 - 2008,9.0
,,2008 - 2009,9.0
,,2011 - 2012,6.5
,,2012 - 2013,7.0
,,2013 - 2014,6.25
,,2014 - 2015,6.22
,,2015 - 2016,6.09
,,2016 - 2017,6.0
,,2017 - 2018,16.5
,,2018 - 2019,16.0
,,2019 - 2020,16.0
,,2020 - 2021,16.0
,,2021 - 2022,14.09
,,2022 - 2023,15.71
,Nainital,2000 - 2001,8.44
,,2001 - 2002,9.57
,,2002 - 2003,9.57
,,2003 - 2004,12.22
,,2004 - 2005,10.42
,,2005 - 2006,12.0
,,2006 - 2007,6.73
,,2007 - 2008,6.54
,,2008 - 2009,4.34
,,2009 - 2010,6.0
,,2010 - 2011,6.5
,,2011 - 2012,6.52
,,2012 - 2013,6.52
,,2013 - 2014,6.42
,,2014 - 2015,6.43
,,2015 - 2016,6.49
,,2016 - 2017,6.49
,,2017 - 2018,13.97
,,2018 - 2019,13.82
,,2019 - 2020,13.82
,,2020 - 2021,12.59
,,2021 - 2022,12.15
,,2022 - 2023,13.17
,Pauri garhwal,2000 - 2001,8.69
,,2001 - 2002,2.75
,,2002 - 2003,2.75
,,2003 - 2004,9.0
,,2004 - 2005,9.5
,,2005 - 2006,20.0
,,2006 - 2007,4.5
,,2007 - 2008,4.0
,,2008 - 2009,4.0
,,2009 - 2010,3.5
,,2010 - 2011,5.05
,,2011 - 2012,4.5
,,2012 - 2013,4.5
,,2013 - 2014,4.55
,,2014 - 2015,4.47
,,2015 - 2016,4.52
,,2016 - 2017,16.03
,,2017 - 2018,16.29
,,2018 - 2019,16.29
,,2019 - 2020,16.29
,,2020 - 2021,13.96
,,2021 - 2022,15.77
,,2022 - 2023,15.72
,Pithoragarh,2000 - 2001,5.29
,,2001 - 2002,3.05
,,2002 - 2003,3.05
,,2003 - 2004,11.5
,,2004 - 2005,6.0
,,2005 - 2006,10.0
,,2006 - 2007,6.0
,,2007 - 2008,5.0
,,2008 - 2009,4.0
,,2009 - 2010,4.0
,,2010 - 2011,4.51
,,2011 - 2012,4.58
,,2012 - 2013,4.58
,,2013 - 2014,4.61
,,2014 - 2015,4.61
,,2015 - 2016,4.59
,,2016 - 2017,4.6
,,2017 - 2018,16.03
,,2018 - 2019,16.0
