state,district,year,ginger_whole_year_area_hectare,ginger_whole_year_production_tonne,ginger_whole_year_yield_tonne_per_hectare,ginger_rabi_area_hectare,ginger_rabi_production_tonne,ginger_rabi_yield_tonne_per_hectare,ginger_kharif_area_hectare,ginger_kharif_production_tonne,ginger_kharif_yield_tonne_per_hectare,ginger_summer_area_hectare,ginger_summer_production_tonne,ginger_summer_yield_tonne_per_hectare
,,2003 - 2004,,,,,,,131.0,147.0,1.12,,,
,,2004 - 2005,,,,,,,128.0,123.0,0.96,,,
,,2006 - 2007,,,,,,,150.0,128.0,0.85,,,
,,2009 - 2010,179.0,165.0,0.92,,,,,,,,,
,,2010 - 2011,200.0,166.0,0.83,,,,,,,,,
,,2011 - 2012,174.0,114.0,0.66,,,,,,,,,
,,2012 - 2013,279.0,370.0,1.33,,,,,,,,,
,,2013 - 2014,328.0,731.0,2.23,,,,,,,,,
,,2015 - 2016,978.0,,12.83,,,,,,,,,
,,2016 - 2017,978.0,,13.64,,,,,,,,,
,,2017 - 2018,978.75,,15.8,,,,,,,,,
,,2018 - 2019,978.95,,15.8,,,,,,,,,
,,2019 - 2020,981.55,,15.8,,,,,,,,,
,Khandwa,2000 - 2001,,,,,,,216.0,207.0,0.96,,,
,,2001 - 2002,,,,,,,185.0,210.0,1.14,,,
,,2002 - 2003,,,,,,,206.0,195.0,0.95,,,
,,2003 - 2004,,,,,,,212.0,245.0,1.16,,,
,,2004 - 2005,,,,,,,330.0,311.0,0.94,,,
,,2006 - 2007,,,,,,,416.0,521.0,1.25,,,
,,2009 - 2010,604.0,757.0,1.25,,,,,,,,,
,,2010 - 2011,658.0,888.0,1.35,,,,,,,,,
,,2011 - 2012,606.0,534.0,0.88,,,,,,,,,
,,2012 - 2013,487.0,540.0,1.11,,,,,,,,,
,,2013 - 2014,406.0,431.0,1.06,,,,,,,,,
,,2015 - 2016,502.0,,25.0,,,,,,,,,
,,2016 - 2017,,,12.43,,,,,,,,,
,,2017 - 2018,976.0,,12.43,,,,,,,,,
,,2018 - 2019,960.0,,12.4,,,,,,,,,
,,2019 - 2020,,,12.4,,,,,,,,,
,Khargone,2000 - 2001,,,,,,,46.0,23.0,0.5,,,
,,2001 - 2002,,,,,,,58.0,45.0,0.78,,,
,,2002 - 2003,,,,,,,38.0,28.0,0.74,,,
,,2003 - 2004,,,,,,,76.0,76.0,1.0,,,
,,2004 - 2005,,,,,,,88.0,87.0,0.99,,,
,,2006 - 2007,,,,,,,130.0,120.0,0.92,,,
,,2009 - 2010,111.0,120.0,1.08,,,,,,,,,
,,2010 - 2011,126.0,132.0,1.05,,,,,,,,,
,,2011 - 2012,368.0,293.0,0.8,,,,,,,,,
,,2012 - 2013,61.0,50.0,0.82,,,,,,,,,
,,2013 - 2014,68.0,56.0,0.82,,,,,,,,,
,,2015 - 2016,288.0,,24.2,,,,,,,,,
,,2016 - 2017,225.0,,24.3,,,,,,,,,
,,2017 - 2018,125.0,,24.29,,,,,,,,,
,,2018 - 2019,142.0,,24.3,,,,,,,,,
,,2019 - 2020,145.0,,19.52,,,,,,,,,
,Mandla,2000 - 2001,,,,,,,5.0,4.0,0.8,,,
,,2001 - 2002,,,,,,,37.0,50.0,1.35,,,
,,2002 - 2003,,,,,,,35.0,51.0,1.46,,,
,,2003 - 2004,,,,,,,32.0,40.0,1.25,,,
,,2004 - 2005,,,,,,,30.0,35.0,1.17,,,
,,2006 - 2007,,,,,,,25.0,35.0,1.4,,,
,,2009 - 2010,26.0,35.0,1.35,,,,,,,,,
,,2010 - 2011,27.0,34.0,1.26,,,,,,,,,
,,2011 - 2012,26.0,22.0,0.85,,,,,,,,,
,,2012 - 2013,27.0,33.0,1.22,,,,,,,,,
,,2013 - 2014,18.0,39.0,2.17,,,,,,,,,
,,2015 - 2016,80.23,,15.29,,,,,,,,,
,,2016 - 2017,79.21,,12.73,,,,,,,,,
,,2017 - 2018,86.85,,12.77,,,,,,,,,
,,2018 - 2019,91.25,,12.79,,,,,,,,,
,,2019 - 2020,94.25,,12.8,,,,,,,,,
,Mandsaur,2006 - 2007,,,,,,,2.0,1.0,0.5,,,
,,2012 - 2013,2.0,1.0,0.5,,,,,,,,,
,,2015 - 2016,4.0,64.0,16.0,,,,,,,,,
,,2016 - 2017,6.0,96.0,16.0,,,,,,,,,
,,2017 - 2018,7.5,120.0,16.0,,,,,,,,,
,,2018 - 2019,12.0,192.0,16.0,,,,,,,,,
,,2019 - 2020,12.0,192.0,16.0,,,,,,,,,
,Morena,2010 - 2011,2.0,2.0,1.0,,,,,,,,,
,,2012 - 2013,2.0,,0.0,,,,,,,,,
,,2013 - 2014,12.0,10.0,0.83,,,,,,,,,
,Narsinghpur,2000 - 2001,,,,,,,149.0,250.0,1.68,,,
,,2001 - 2002,,,,,,,220.0,381.0,1.73,,,
,,2002 - 2003,,,,,,,182.0,319.0,1.75,,,
,,2003 - 2004,,,,,,,165.0,293.0,1.78,,,
,,2004 - 2005,,,,,,,153.0,272.0,1.78,,,
,,2006 - 2007,,,,,,,172.0,306.0,1.78,,,
,,2009 - 2010,132.0,229.0,1.73,,,,,,,,,
,,2010 - 2011,150.0,260.0,1.73,,,,,,,,,
,,2011 - 2012,220.0,327.0,1.49,,,,,,,,,
,,2012 - 2013,171.0,317.0,1.85,,,,,,,,,
,,2013 - 2014,162.0,322.0,1.99,,,,,,,,,
,,2015 - 2016,400.3,,16.67,,,,,,,,,
,,2016 - 2017,522.0,,16.67,,,,,,,,,
,,2017 - 2018,522.0,,16.67,,,,,,,,,
,,2018 - 2019,540.0,,16.63,,,,,,,,,
,,2019 - 2020,540.0,,16.63,,,,,,,,,
,Neemuch,2001 - 2002,,,,,,,1.0,1.0,1.0,,,
,,2015 - 2016,3.0,33.0,11.0,,,,,,,,,
,,2016 - 2017,5.0,50.0,10.0,,,,,,,,,
,,2017 - 2018,6.0,90.0,15.0,,,,,,,,,
,,2018 - 2019,6.0,60.0,10.0,,,,,,,,,
,,2019 - 2020,6.0,60.0,10.0,,,,,,,,,
,Panna,2000 - 2001,,,,,,,37.0,25.0,0.68,,,
,,2001 - 2002,,,,,,,33.0,26.0,0.79,,,
,,2002 - 2003,,,,,,,63.0,47.0,0.75,,,
,,2003 - 2004,,,,,,,54.0,40.0,0.74,,,
,,2004 - 2005,,,,,,,55.0,42.0,0.76,,,
,,2006 - 2007,,,,,,,85.0,71.0,0.84,,,
,,2009 - 2010,96.0,76.0,0.79,,,,,,,,,
,,2010 - 2011,178.0,135.0,0.76,,,,,,,,,
,,2011 - 2012,404.0,259.0,0.64,,,,,,,,,
,,2012 - 2013,302.0,380.0,1.26,,,,,,,,,
,,2013 - 2014,356.0,460.0,1.29,,,,,,,,,
,,2015 - 2016,81.2,534.8,6.59,,,,,,,,,
,,2016 - 2017,92.0,604.0,6.57,,,,,,,,,
,,2017 - 2018,95.0,623.0,6.56,,,,,,,,,
,,2018 - 2019,95.0,665.0,7.0,,,,,,,,,
,,2019 - 2020,115.0,,10.33,,,,,,,,,
,Raisen,2000 - 2001,,,,,,,19.0,13.0,0.68,,,
,,2001 - 2002,,,,,,,17.0,12.0,0.71,,,
,,2002 - 2003,,,,,,,21.0,15.0,0.71,,,
,,2003 - 2004,,,,,,,41.0,31.0,0.76,,,
,,2004 - 2005,,,,,,,69.0,52.0,0.75,,,
,,2006 - 2007,,,,,,,109.0,81.0,0.74,,,
,,2009 - 2010,48.0,36.0,0.75,,,,,,,,,
,,2010 - 2011,49.0,37.0,0.76,,,,,,,,,
,,2011 - 2012,73.0,40.0,0.55,,,,,,,,,
,,2012 - 2013,43.0,28.0,0.65,,,,,,,,,
,,2013 - 2014,39.0,32.0,0.82,,,,,,,,,
,,2015 - 2016,97.0,,12.73,,,,,,,,,
,,2016 - 2017,120.0,,12.4,,,,,,,,,
,,2017 - 2018,120.0,,12.4,,,,,,,,,
,,2018 - 2019,120.0,,12.4,,,,,,,,,
,,2019 - 2020,120.0,,12.4,,,,,,,,,
,Rajgarh,2000 - 2001,,,,,,,3.0,2.0,0.67,,,
,,2001 - 2002,,,,,,,2.0,2.0,1.0,,,
,,2002 - 2003,,,,,,,2.0,2.0,1.0,,,
,,2004 - 2005,,,,,,,1.0,1.0,1.0,,,
,,2009 - 2010,1.0,1.0,1.0,,,,,,,,,
,,2011 - 2012,2.0,2.0,1.0,,,,,,,,,
,,2012 - 2013,1.0,1.0,1.0,,,,,,,,,
,,2015 - 2016,140.0,,11.0,,,,,,,,,
,,2016 - 2017,157.0,,11.0,,,,,,,,,
,,2017 - 2018,160.0,,11.0,,,,,,,,,
,,2018 - 2019,160.0,,11.0,,,,,,,,,
,,2019 - 2020,205.0,,10.98,,,,,,,,,
,Ratlam,2000 - 2001,,,,,,,43.0,47.0,1.09,,,
,,2001 - 2002,,,,,,,7.0,8.0,1.14,,,
,,2002 - 2003,,,,,,,55.0,61.0,1.11,,,
,,2003 - 2004,,,,,,,29.0,32.0,1.1,,,
,,2004 - 2005,,,,,,,62.0,91.0,1.47,,,
,,2006 - 2007,,,,,,,103.0,132.0,1.28,,,
,,2009 - 2010,146.0,200.0,1.37,,,,,,,,,
,,2010 - 2011,132.0,156.0,1.18,,,,,,,,,
,,2011 - 2012,107.0,126.0,1.18,,,,,,,,,
,,2012 - 2013,97.0,119.0,1.23,,,,,,,,,
,,2013 - 2014,107.0,121.0,1.13,,,,,,,,,
,,2015 - 2016,40.0,726.0,18.15,,,,,,,,,
,,2016 - 2017,80.0,,18.16,,,,,,,,,
,,2017 - 2018,71.0,,20.46,,,,,,,,,
,,2018 - 2019,71.0,,18.17,,,,,,,,,
,,2019 - 2020,69.0,,18.26,,,,,,,,,
,Rewa,2000 - 2001,,,,,,,31.0,32.0,1.03,,,
,,2001 - 2002,,,,,,,30.0,37.0,1.23,,,
,,2002 - 2003,,,,,,,30.0,30.0,1.0,,,
,,2003 - 2004,,,,,,,24.0,24.0,1.0,,,
,,2004 - 2005,,,,,,,15.0,18.0,1.2,,,
,,2006 - 2007,,,,,,,59.0,67.0,1.14,,,
,,2009 - 2010,33.0,39.0,1.18,,,,,,,,,
,,2010 - 2011,41.0,46.0,1.12,,,,,,,,,
,,2011 - 2012,35.0,25.0,0.71,,,,,,,,,
,,2012 - 2013,60.0,51.0,0.85,,,,,,,,,
,,2013 - 2014,26.0,59.0,2.27,,,,,,,,,
,,2015 - 2016,455.0,,10.25,,,,,,,,,
,,2016 - 2017,867.0,,11.0,,,,,,,,,
,,2017 - 2018,728.28,,11.0,,,,,,,,,
,,2018 - 2019,,,11.01,,,,,,,,,
,,2019 - 2020,,,11.01,,,,,,,,,
,Sagar,2000 - 2001,,,,,,,274.0,327.0,1.19,,,
,,2001 - 2002,,,,,,,338.0,403.0,1.19,,,
,,2002 - 2003,,,,,,,326.0,261.0,0.8,,,
,,2003 - 2004,,,,,,,309.0,368.0,1.19,,,
,,2004 - 2005,,,,,,,324.0,387.0,1.19,,,
,,2006 - 2007,,,,,,,382.0,398.0,1.04,,,
,,2009 - 2010,320.0,444.0,1.39,,,,,,,,,
,,2010 - 2011,318.0,303.0,0.95,,,,,,,,,
,,2011 - 2012,348.0,370.0,1.06,,,,,,,,,
,,2012 - 2013,301.0,452.0,1.5,,,,,,,,,
,,2013 - 2014,258.0,430.0,1.67,,,,,,,,,
,,2015 - 2016,,,25.01,,,,,,,,,
,,2016 - 2017,,,25.01,,,,,,,,,
,,2017 - 2018,,,25.56,,,,,,,,,
,,2018 - 2019,,,25.34,,,,,,,,,
,,2019 - 2020,,,19.87,,,,,,,,,
,Satna,2000 - 2001,,,,,,,134.0,92.0,0.69,,,
,,2001 - 2002,,,,,,,174.0,151.0,0.87,,,
,,2002 - 2003,,,,,,,153.0,102.0,0.67,,,
,,2003 - 2004,,,,,,,190.0,146.0,0.77,,,
,,2004 - 2005,,,,,,,169.0,119.0,0.7,,,
,,2006 - 2007,,,,,,,205.0,178.0,0.87,,,
,,2009 - 2010,284.0,226.0,0.8,,,,,,,,,
,,2010 - 2011,331.0,239.0,0.72,,,,,,,,,
,,2011 - 2012,327.0,205.0,0.63,,,,,,,,,
,,2012 - 2013,324.0,194.0,0.6,,,,,,,,,
,,2013 - 2014,354.0,320.0,0.9,,,,,,,,,
,,2015 - 2016,234.5,,13.92,,,,,,,,,
,,2016 - 2017,282.06,,13.22,,,,,,,,,
,,2017 - 2018,277.0,,13.3,,,,,,,,,
,,2018 - 2019,328.0,,12.65,,,,,,,,,
,,2019 - 2020,400.0,,13.54,,,,,,,,,
,Sehore,2000 - 2001,,,,,,,66.0,47.0,0.71,,,
,,2001 - 2002,,,,,,,68.0,59.0,0.87,,,
,,2002 - 2003,,,,,,,40.0,32.0,0.8,,,
,,2003 - 2004,,,,,,,25.0,22.0,0.88,,,
,,2006 - 2007,,,,,,,17.0,15.0,0.88,,,
,,2009 - 2010,7.0,8.0,1.14,,,,,,,,,
,,2010 - 2011,2.0,2.0,1.0,,,,,,,,,
,,2011 - 2012,4.0,4.0,1.0,,,,,,,,,
,,2012 - 2013,3.0,4.0,1.33,,,,,,,,,
,,2013 - 2014,2.0,3.0,1.5,,,,,,,,,
,,2015 - 2016,25.0,362.5,14.5,,,,,,,,,
,,2016 - 2017,50.0,707.5,14.15,,,,,,,,,
,,2017 - 2018,60.0,849.0,14.15,,,,,,,,,
,,2018 - 2019,65.0,919.75,14.15,,,,,,,,,
,,2019 - 2020,93.0,,14.15,,,,,,,,,
,Seoni,2000 - 2001,,,,,,,267.0,232.0,0.87,,,
,,2001 - 2002,,,,,,,302.0,407.0,1.35,,,
,,2002 - 2003,,,,,,,313.0,362.0,1.16,,,
,,2003 - 2004,,,,,,,293.0,367.0,1.25,,,
,,2004 - 2005,,,,,,,258.0,299.0,1.16,,,
,,2006 - 2007,,,,,,,297.0,372.0,1.25,,,
,,2009 - 2010,339.0,425.0,1.25,,,,,,,,,
,,2010 - 2011,378.0,474.0,1.25,,,,,,,,,
,,2011 - 2012,441.0,456.0,1.03,,,,,,,,,
,,2012 - 2013,429.0,827.0,1.93,,,,,,,,,
,,2013 - 2014,454.0,,2.77,,,,,,,,,
,,2015 - 2016,476.0,,14.0,,,,,,,,,
,,2016 - 2017,493.0,,14.6,,,,,,,,,
,,2017 - 2018,484.0,,14.1,,,,,,,,,
,,2018 - 2019,492.0,,14.21,,,,,,,,,
,,2019 - 2020,505.0,,14.21,,,,,,,,,
,Shahdol,2000 - 2001,,,,,,,112.0,148.0,1.32,,,
,,2001 - 2002,,,,,,,163.0,215.0,1.32,,,
,,2002 - 2003,,,,,,,154.0,139.0,0.9,,,
,,2003 - 2004,,,,,,,17.0,21.0,1.24,,,
,,2004 - 2005,,,,,,,29.0,29.0,1.0,,,
,,2006 - 2007,,,,,,,36.0,45.0,1.25,,,
,,2009 - 2010,57.0,66.0,1.16,,,,,,,,,
,,2010 - 2011,70.0,98.0,1.4,,,,,,,,,
,,2011 - 2012,65.0,53.0,0.82,,,,,,,,,
,,2012 - 2013,81.0,130.0,1.6,,,,,,,,,
,,2013 - 2014,91.0,195.0,2.14,,,,,,,,,
,,2015 - 2016,222.0,,14.5,,,,,,,,,
,,2016 - 2017,243.0,,16.01,,,,,,,,,
,,2017 - 2018,262.0,,14.75,,,,,,,,,
,,2018 - 2019,265.0,,14.96,,,,,,,,,
,,2019 - 2020,480.0,,14.97,,,,,,,,,
,Shajapur,2000 - 2001,,,,,,,1.0,1.0,1.0,,,
,,2001 - 2002,,,,,,,1.0,1.0,1.0,,,
,,2003 - 2004,,,,,,,3.0,3.0,1.0,,,
,,2004 - 2005,,,,,,,3.0,3.0,1.0,,,
,,2009 - 2010,2.0,2.0,1.0,,,,,,,,,
,,2010 - 2011,1.0,1.0,1.0,,,,,,,,,
,,2011 - 2012,1.0,1.0,1.0,,,,,,,,,
,,2012 - 2013,1.0,1.0,1.0,,,,,,,,,
,,2013 - 2014,1.0,1.0,1.0,,,,,,,,,
,,2015 - 2016,122.0,,14.9,,,,,,,,,
,,2016 - 2017,125.0,,14.94,,,,,,,,,
,,2017 - 2018,90.0,,14.95,,,,,,,,,
,,2018 - 2019,92.0,,14.94,,,,,,,,,
,,2019 - 2020,90.0,,14.94,,,,,,,,,
,Sheopur,2004 - 2005,,,,,,,31.0,27.0,0.87,,,
,Shivpuri,2000 - 2001,,,,,,,58.0,57.0,0.98,,,
,,2001 - 2002,,,,,,,75.0,75.0,1.0,,,
,,2002 - 2003,,,,,,,17.0,6.0,0.35,,,
,,2003 - 2004,,,,,,,27.0,31.0,1.15,,,
,,2004 - 2005,,,,,,,24.0,21.0,0.88,,,
,,2006 - 2007,,,,,,,12.0,11.0,0.92,,,
,,2009 - 2010,14.0,12.0,0.86,,,,,,,,,
,,2010 - 2011,17.0,17.0,1.0,,,,,,,,,
,,2011 - 2012,23.0,16.0,0.7,,,,,,,,,
,,2012 - 2013,7.0,5.0,0.71,,,,,,,,,
,,2013 - 2014,31.0,28.0,0.9,,,,,,,,,
,,2015 - 2016,219.0,,20.0,,,,,,,,,
,,2016 - 2017,200.0,,20.0,,,,,,,,,
,,2017 - 2018,212.0,,20.0,,,,,,,,,
,,2018 - 2019,230.0,,20.0,,,,,,,,,
,,2019 - 2020,335.0,,13.73,,,,,,,,,
,Sidhi,2000 - 2001,,,,,,,24.0,13.0,0.54,,,
,,2001 - 2002,,,,,,,31.0,22.0,0.71,,,
,,2002 - 2003,,,,,,,27.0,14.0,0.52,,,
,,2003 - 2004,,,,,,,23.0,13.0,0.57,,,
,,2004 - 2005,,,,,,,33.0,23.0,0.7,,,
,,2006 - 2007,,,,,,,104.0,91.0,0.88,,,
,,2009 - 2010,28.0,27.0,0.96,,,,,,,,,
,,2010 - 2011,26.0,23.0,0.88,,,,,,,,,
,,2011 - 2012,43.0,25.0,0.58,,,,,,,,,
,,2012 - 2013,36.0,40.0,1.11,,,,,,,,,
,,2013 - 2014,55.0,75.0,1.36,,,,,,,,,
,,2015 - 2016,85.0,,20.0,,,,,,,,,
,,2016 - 2017,105.0,,20.78,,,,,,,,,
,,2017 - 2018,115.0,,20.0,,,,,,,,,
,,2018 - 2019,125.0,,20.0,,,,,,,,,
,,2019 - 2020,267.0,,18.98,,,,,,,,,
,Singrauli,2009 - 2010,52.0,61.0,1.17,,,,,,,,,
,,2010 - 2011,59.0,53.0,0.9,,,,,,,,,
,,2011 - 2012,64.0,42.0,0.66,,,,,,,,,
,,2012 - 2013,78.0,100.0,1.28,,,,,,,,,
,,2013 - 2014,85.0,76.0,0.89,,,,,,,,,
,,2015 - 2016,200.0,,13.8,,,,,,,,,
,,2016 - 2017,222.0,,13.9,,,,,,,,,
,,2017 - 2018,250.0,,15.0,,,,,,,,,
,,2018 - 2019,280.0,,16.0,,,,,,,,,
,,2019 - 2020,478.0,,18.0,,,,,,,,,
,Tikamgarh,2000 - 2001,,,,,,,890.0,,2.01,,,
,,2001 - 2002,,,,,,,,,2.0,,,
,,2002 - 2003,,,,,,,,,0.94,,,
,,2003 - 2004,,,,,,,991.0,,1.57,,,
,,2004 - 2005,,,,,,,942.0,,1.25,,,
,,2006 - 2007,,,,,,,861.0,,1.57,,,
,,2009 - 2010,,,1.25,,,,,,,,,
,,2010 - 2011,,,1.25,,,,,,,,,
,,2011 - 2012,,,0.95,,,,,,,,,
,,2012 - 2013,,,1.01,,,,,,,,,
,,2013 - 2014,,,1.14,,,,,,,,,
,,2015 - 2016,,,12.0,,,,,,,,,
,,2016 - 2017,,,12.3,,,,,,,,,
,,2017 - 2018,,,12.3,,,,,,,,,
,,2018 - 2019,,,15.0,,,,,,,,,
,,2019 - 2020,,,15.0,,,,,,,,,
,Ujjain,2000 - 2001,,,,,,,1.0,1.0,1.0,,,
,,2001 - 2002,,,,,,,4.0,3.0,0.75,,,
,,2002 - 2003,,,,,,,3.0,1.0,0.33,,,
,,2003 - 2004,,,,,,,2.0,2.0,1.0,,,
,,2004 - 2005,,,,,,,5.0,4.0,0.8,,,
,,2006 - 2007,,,,,,,6.0,5.0,0.83,,,
,,2009 - 2010,3.0,3.0,1.0,,,,,,,,,
,,2010 - 2011,4.0,4.0,1.0,,,,,,,,,
,,2011 - 2012,3.0,2.0,0.67,,,,,,,,,
,,2013 - 2014,1.0,1.0,1.0,,,,,,,,,
,,2015 - 2016,74.2,,14.6,,,,,,,,,
,,2016 - 2017,40.0,584.0,14.6,,,,,,,,,
,,2017 - 2018,84.0,,14.9,,,,,,,,,
,,2018 - 2019,87.36,,15.0,,,,,,,,,
,,2019 - 2020,86.14,,15.1,,,,,,,,,
,Umaria,2000 - 2001,,,,,,,12.0,15.0,1.25,,,
,,2001 - 2002,,,,,,,18.0,24.0,1.33,,,
,,2002 - 2003,,,,,,,22.0,20.0,0.91,,,
,,2003 - 2004,,,,,,,15.0,18.0,1.2,,,
,,2004 - 2005,,,,,,,18.0,25.0,1.39,,,
,,2006 - 2007,,,,,,,37.0,51.0,1.38,,,
,,2009 - 2010,40.0,44.0,1.1,,,,,,,,,
,,2010 - 2011,61.0,79.0,1.3,,,,,,,,,
,,2011 - 2012,58.0,51.0,0.88,,,,,,,,,
,,2012 - 2013,75.0,124.0,1.65,,,,,,,,,
,,2013 - 2014,88.0,202.0,2.3,,,,,,,,,
,,2015 - 2016,35.0,195.0,5.57,,,,,,,,,
,,2016 - 2017,115.0,,29.57,,,,,,,,,
,,2017 - 2018,380.0,,6.4,,,,,,,,,
,,2018 - 2019,400.0,,6.4,,,,,,,,,
,,2019 - 2020,500.0,,11.37,,,,,,,,,
,Vidisha,2000 - 2001,,,,,,,71.0,55.0,0.77,,,
,,2001 - 2002,,,,,,,71.0,56.0,0.79,,,
,,2002 - 2003,,,,,,,55.0,48.0,0.87,,,
,,2003 - 2004,,,,,,,55.0,46.0,0.84,,,
,,2004 - 2005,,,,,,,93.0,75.0,0.81,,,
,,2006 - 2007,,,,,,,117.0,100.0,0.85,,,
,,2009 - 2010,71.0,60.0,0.85,,,,,,,,,
,,2010 - 2011,179.0,152.0,0.85,,,,,,,,,
,,2011 - 2012,79.0,63.0,0.8,,,,,,,,,
,,2012 - 2013,6.0,7.0,1.17,,,,,,,,,
,,2013 - 2014,180.0,210.0,1.17,,,,,,,,,
,,2015 - 2016,839.18,,16.2,,,,,,,,,
,,2016 - 2017,773.0,,19.98,,,,,,,,,
,,2017 - 2018,649.0,,20.11,,,,,,,,,
,,2018 - 2019,654.0,,20.42,,,,,,,,,
,,2019 - 2020,649.0,,18.53,,,,,,,,,
Manipur,Bishnupur,2004 - 2005,,,,,,,10.0,20.0,2.0,,,
,,2005 - 2006,,,,,,,10.0,20.0,2.0,,,
,,2006 - 2007,,,,,,,20.0,30.0,1.5,,,
,,2007 - 2008,,,,,,,10.0,20.0,2.0,,,
,,2008 - 2009,,,,,,,175.0,,11.65,,,
,,2009 - 2010,,,,,,,175.0,,11.78,,,
,,2010 - 2011,,,,,,,184.0,,11.71,,,
,,2011 - 2012,,,,,,,199.0,,11.6,,,
,,2012 - 2013,,,,,,,208.0,,11.8,,,
,,2013 - 2014,,,,,,,239.0,,12.0,,,
,,2014 - 2015,,,,,,,273.0,,12.7,,,
,,2015 - 2016,,,,,,,390.0,,9.97,,,
,,2016 - 2017,,,,,,,412.0,,10.0,,,
,,2017 - 2018,,,,,,,422.0,,10.15,,,
,,2018 - 2019,,,,,,,433.0,,9.99,,,
,Chandel,2000 - 2001,,,,,,,50.0,80.0,1.6,,,
,,2001 - 2002,,,,,,,330.0,540.0,1.64,,,
,,2002 - 2003,,,,,,,130.0,210.0,1.62,,,
,,2003 - 2004,,,,,,,250.0,410.0,1.64,,,
,,2004 - 2005,,,,,,,190.0,310.0,1.63,,,
,,2005 - 2006,,,,,,,90.0,150.0,1.67,,,
,,2006 - 2007,,,,,,,380.0,630.0,1.66,10.0,20.0,2.0
,,2007 - 2008,,,,,,,170.0,280.0,1.65,,,
,,2008 - 2009,,,,,,,175.0,,11.89,,,
,,2009 - 2010,,,,,,,175.0,,11.97,,,
,,2010 - 2011,,,,,,,185.0,,11.64,,,
,,2011 - 2012,,,,,,,205.0,,11.6,,,
,,2012 - 2013,,,,,,,214.0,,11.8,,,
,,2013 - 2014,,,,,,,244.0,,12.0,,,
,,2014 - 2015,,,,,,,276.0,,12.0,,,
,,2015 - 2016,,,,,,,,,12.0,,,
,,2016 - 2017,,,,,,,,,8.02,,,
,,2017 - 2018,,,,,,,,,16.17,,,
,,2018 - 2019,,,,,,,,,16.17,,,
,Churachandpur,2000 - 2001,,,,,,,610.0,,1.67,,,
,,2001 - 2002,,,,,,,,,1.65,,,
,,2002 - 2003,,,,,,,620.0,,1.65,,,
,,2003 - 2004,,,,,,,370.0,610.0,1.65,,,
,,2004 - 2005,,,,,,,,,1.65,,,
,,2005 - 2006,,,,,,,,,1.65,,,
,,2006 - 2007,,,,,,,,,1.65,510.0,840.0,1.65
,,2007 - 2008,,,,,,,,,1.65,,,
,,2008 - 2009,,,,,,,900.0,,11.89,,,
,,2009 - 2010,,,,,,,900.0,,11.9,,,
,,2010 - 2011,,,,,,,914.0,,11.87,,,
,,2011 - 2012,,,,,,,950.0,,11.6,,,
,,2012 - 2013,,,,,,,997.0,,11.8,,,
,,2013 - 2014,,,,,,,,,12.0,,,
,,2014 - 2015,,,,,,,,,11.9,,,
,,2015 - 2016,,,,,,,344.0,,11.88,,,
,,2016 - 2017,,,,,,,312.0,,12.0,,,
,,2017 - 2018,,,,,,,317.0,,11.97,,,
,,2018 - 2019,,,,,,,318.0,,11.94,,,
,Imphal east,2000 - 2001,,,,,,,20.0,30.0,1.5,,,
,,2003 - 2004,,,,,,,20.0,30.0,1.5,,,
,,2004 - 2005,,,,,,,10.0,20.0,2.0,,,
,,2006 - 2007,,,,,,,10.0,20.0,2.0,,,
,,2008 - 2009,,,,,,,195.0,,11.5,,,
,,2009 - 2010,,,,,,,195.0,,11.5,,,
,,2010 - 2011,,,,,,,206.0,,11.42,,,
,,2011 - 2012,,,,,,,228.0,,11.6,,,
,,2012 - 2013,,,,,,,232.0,,11.8,,,
,,2013 - 2014,,,,,,,260.0,,12.0,,,
,,2014 - 2015,,,,,,,119.0,,13.43,,,
,,2015 - 2016,,,,,,,84.0,,13.0,,,
,,2016 - 2017,,,,,,,86.0,,13.02,,,
,Imphal west,2008 - 2009,,,,,,,155.0,,11.77,,,
,,2009 - 2010,,,,,,,155.0,,11.8,,,
,,2010 - 2011,,,,,,,167.0,,11.47,,,
,,2011 - 2012,,,,,,,178.0,,11.6,,,
,,2012 - 2013,,,,,,,186.0,,11.8,,,
,,2013 - 2014,,,,,,,214.0,,12.0,,,
,,2014 - 2015,,,,,,,276.0,,12.2,,,
,,2015 - 2016,,,,,,,295.0,,11.14,,,
,,2016 - 2017,,,,,,,294.0,,11.14,,,
,,2017 - 2018,,,,,,,297.0,,11.16,,,
,,2018 - 2019,,,,,,,298.0,,11.12,,,
,Senapati,2000 - 2001,,,,,,,160.0,260.0,1.63,,,
,,2001 - 2002,,,,,,,70.0,120.0,1.71,,,
,,2002 - 2003,,,,,,,100.0,170.0,1.7,,,
,,2003 - 2004,,,,,,,290.0,480.0,1.66,,,
,,2004 - 2005,,,,,,,730.0,,1.64,,,
,,2005 - 2006,,,,,,,60.0,100.0,1.67,,,
,,2006 - 2007,,,,,,,480.0,790.0,1.65,10.0,20.0,2.0
,,2007 - 2008,,,,,,,530.0,870.0,1.64,,,
,,2008 - 2009,,,,,,,130.0,,11.89,,,
,,2009 - 2010,,,,,,,130.0,,12.0,,,
,,2010 - 2011,,,,,,,144.0,,11.11,,,
,,2011 - 2012,,,,,,,165.0,,11.6,,,
,,2012 - 2013,,,,,,,173.0,,11.8,,,
,,2013 - 2014,,,,,,,199.0,,12.0,,,
,,2014 - 2015,,,,,,,229.0,,12.0,,,
