state,district,year,sannhamp_whole_year_area_hectare,sannhamp_whole_year_production_tonne,sannhamp_whole_year_yield_tonne_per_hectare,sannhamp_kharif_area_hectare,sannhamp_kharif_production_tonne,sannhamp_kharif_yield_tonne_per_hectare,sannhamp_rabi_area_hectare,sannhamp_rabi_production_tonne,sannhamp_rabi_yield_tonne_per_hectare,sannhamp_winter_area_hectare,sannhamp_winter_production_tonne,sannhamp_winter_yield_tonne_per_hectare
,,2005 - 2006,,,,133.0,46.0,0.35,,,,,,
,,2006 - 2007,,,,82.0,23.0,0.28,,,,,,
,,2007 - 2008,,,,105.0,20.0,0.19,,,,,,
,,2008 - 2009,,,,116.0,37.0,0.32,,,,,,
,,2009 - 2010,,,,66.0,12.0,0.18,,,,,,
,,2010 - 2011,,,,55.0,18.0,0.33,,,,,,
,,2011 - 2012,,,,76.0,21.0,0.28,,,,,,
,,2012 - 2013,,,,91.0,34.0,0.37,,,,,,
,,2013 - 2014,,,,66.0,19.0,0.29,,,,,,
,,2014 - 2015,,,,84.0,32.0,0.38,,,,,,
,,2015 - 2016,,,,83.0,24.0,0.29,,,,,,
,,2016 - 2017,,,,76.0,18.0,0.24,,,,,,
,,2017 - 2018,,,,19.0,4.0,0.21,,,,,,
,,2018 - 2019,,,,95.0,18.0,0.19,,,,,,
,,2019 - 2020,,,,79.0,23.0,0.29,,,,,,
,,2020 - 2021,,,,59.0,16.0,0.27,,,,,,
,,2022 - 2023,,,,79.0,46.0,0.58,,,,,,
,Moradabad,2003 - 2004,3.0,1.0,0.33,,,,,,,,,
,,2004 - 2005,,,,14.0,4.0,0.29,,,,,,
,,2006 - 2007,,,,67.0,19.0,0.28,,,,,,
,,2007 - 2008,,,,1.0,,0.0,,,,,,
,Muzaffarnagar,2003 - 2004,1.0,,0.0,,,,,,,,,
,,2004 - 2005,,,,1.0,,0.0,,,,,,
,,2008 - 2009,,,,2.0,1.0,0.5,,,,,,
,,2010 - 2011,,,,1.0,,0.0,,,,,,
,,2014 - 2015,,,,1.0,1.0,1.0,,,,,,
,,2016 - 2017,,,,3.0,1.0,0.33,,,,,,
,,2017 - 2018,,,,8.0,2.0,0.25,,,,,,
,,2018 - 2019,,,,6.0,1.0,0.17,,,,,,
,,2019 - 2020,,,,6.0,2.0,0.33,,,,,,
,,2020 - 2021,,,,6.0,2.0,0.33,,,,,,
,,2021 - 2022,,,,6.0,4.0,0.67,,,,,,
,,2022 - 2023,,,,6.0,4.0,0.67,,,,,,
,Pilibhit,2004 - 2005,,,,116.0,32.0,0.28,,,,,,
,,2006 - 2007,,,,116.0,32.0,0.28,,,,,,
,,2007 - 2008,,,,1.0,,0.0,,,,,,
,Pratapgarh,2002 - 2003,94.0,30.0,0.32,,,,,,,,,
,,2003 - 2004,60.0,18.0,0.3,,,,,,,,,
,,2004 - 2005,,,,69.0,19.0,0.28,,,,,,
,,2005 - 2006,,,,50.0,17.0,0.34,,,,,,
,,2006 - 2007,,,,43.0,12.0,0.28,,,,,,
,,2008 - 2009,,,,59.0,19.0,0.32,,,,,,
,,2009 - 2010,,,,37.0,7.0,0.19,,,,,,
,,2010 - 2011,,,,24.0,8.0,0.33,,,,,,
,,2011 - 2012,,,,26.0,7.0,0.27,,,,,,
,,2012 - 2013,,,,3.0,1.0,0.33,,,,,,
,,2013 - 2014,,,,14.0,4.0,0.29,,,,,,
,,2014 - 2015,,,,17.0,6.0,0.35,,,,,,
,,2015 - 2016,,,,4.0,1.0,0.25,,,,,,
,,2016 - 2017,,,,14.0,3.0,0.21,,,,,,
,,2017 - 2018,,,,16.0,3.0,0.19,,,,,,
,,2018 - 2019,,,,11.0,2.0,0.18,,,,,,
,,2019 - 2020,,,,11.0,3.0,0.27,,,,,,
,,2020 - 2021,,,,46.0,13.0,0.28,,,,,,
,,2021 - 2022,,,,14.0,8.0,0.57,,,,,,
,,2022 - 2023,,,,14.0,8.0,0.57,,,,,,
,Rae bareli,2002 - 2003,12.0,4.0,0.33,,,,,,,,,
,,2003 - 2004,15.0,5.0,0.33,,,,,,,,,
,,2004 - 2005,,,,32.0,9.0,0.28,,,,,,
,,2005 - 2006,,,,13.0,5.0,0.38,,,,,,
,,2006 - 2007,,,,34.0,9.0,0.26,,,,,,
,,2007 - 2008,,,,30.0,5.0,0.17,,,,,,
,,2008 - 2009,,,,17.0,6.0,0.35,,,,,,
,,2009 - 2010,,,,6.0,1.0,0.17,,,,,,
,,2010 - 2011,,,,33.0,11.0,0.33,,,,,,
,,2011 - 2012,,,,37.0,10.0,0.27,,,,,,
,,2012 - 2013,,,,22.0,8.0,0.36,,,,,,
,,2013 - 2014,,,,28.0,8.0,0.29,,,,,,
,,2014 - 2015,,,,31.0,11.0,0.35,,,,,,
,,2015 - 2016,,,,4.0,1.0,0.25,,,,,,
,,2016 - 2017,,,,31.0,7.0,0.23,,,,,,
,,2017 - 2018,,,,74.0,14.0,0.19,,,,,,
,,2018 - 2019,,,,28.0,6.0,0.21,,,,,,
,,2019 - 2020,,,,15.0,4.0,0.27,,,,,,
,,2020 - 2021,,,,27.0,7.0,0.26,,,,,,
,,2021 - 2022,,,,17.0,10.0,0.59,,,,,,
,,2022 - 2023,,,,28.0,16.0,0.57,,,,,,
,Rampur,2004 - 2005,,,,1.0,,0.0,,,,,,
,,2006 - 2007,,,,1.0,,0.0,,,,,,
,Saharanpur,2002 - 2003,6.0,2.0,0.33,,,,,,,,,
,,2004 - 2005,,,,7.0,2.0,0.29,,,,,,
,,2006 - 2007,,,,7.0,2.0,0.29,,,,,,
,,2015 - 2016,,,,4.0,1.0,0.25,,,,,,
,Sant kabeer nagar,2004 - 2005,,,,3.0,1.0,0.33,,,,,,
,,2006 - 2007,,,,3.0,1.0,0.33,,,,,,
,,2007 - 2008,,,,2.0,1.0,0.5,,,,,,
,,2008 - 2009,,,,1.0,1.0,1.0,,,,,,
,,2009 - 2010,,,,13.0,2.0,0.15,,,,,,
,Sant ravidas nagar,2002 - 2003,81.0,25.0,0.31,,,,,,,,,
,,2003 - 2004,55.0,17.0,0.31,,,,,,,,,
,,2004 - 2005,,,,41.0,11.0,0.27,,,,,,
,,2005 - 2006,,,,60.0,21.0,0.35,,,,,,
,,2006 - 2007,,,,35.0,10.0,0.29,,,,,,
,,2007 - 2008,,,,41.0,8.0,0.2,,,,,,
,,2008 - 2009,,,,29.0,9.0,0.31,,,,,,
,,2009 - 2010,,,,33.0,6.0,0.18,,,,,,
,,2010 - 2011,,,,28.0,9.0,0.32,,,,,,
,,2011 - 2012,,,,19.0,5.0,0.26,,,,,,
,,2012 - 2013,,,,30.0,11.0,0.37,,,,,,
,,2013 - 2014,,,,23.0,6.0,0.26,,,,,,
,,2014 - 2015,,,,58.0,22.0,0.38,,,,,,
,,2015 - 2016,,,,26.0,7.0,0.27,,,,,,
,,2016 - 2017,,,,42.0,10.0,0.24,,,,,,
,,2017 - 2018,,,,32.0,6.0,0.19,,,,,,
,,2018 - 2019,,,,31.0,6.0,0.19,,,,,,
,,2019 - 2020,,,,31.0,9.0,0.29,,,,,,
,,2020 - 2021,,,,211.0,58.0,0.27,,,,,,
,,2021 - 2022,,,,33.0,19.0,0.58,,,,,,
,,2022 - 2023,,,,32.0,19.0,0.59,,,,,,
,Shahjahanpur,2003 - 2004,5.0,2.0,0.4,,,,,,,,,
,,2004 - 2005,,,,2.0,1.0,0.5,,,,,,
,,2005 - 2006,,,,4.0,1.0,0.25,,,,,,
,,2006 - 2007,,,,2.0,1.0,0.5,,,,,,
,,2007 - 2008,,,,3.0,1.0,0.33,,,,,,
,,2008 - 2009,,,,20.0,6.0,0.3,,,,,,
,Shamli,2016 - 2017,,,,1.0,,0.0,,,,,,
,,2018 - 2019,,,,1.0,,0.0,,,,,,
,,2019 - 2020,,,,1.0,,0.0,,,,,,
,,2020 - 2021,,,,1.0,0.0,0.0,,,,,,
,,2022 - 2023,,,,1.0,1.0,1.0,,,,,,
,Sitapur,2002 - 2003,2.0,1.0,0.5,,,,,,,,,
,,2003 - 2004,2.0,1.0,0.5,,,,,,,,,
,,2004 - 2005,,,,19.0,5.0,0.26,,,,,,
,,2005 - 2006,,,,1.0,,0.0,,,,,,
,,2006 - 2007,,,,6.0,2.0,0.33,,,,,,
,,2010 - 2011,,,,12.0,4.0,0.33,,,,,,
,,2012 - 2013,,,,5.0,2.0,0.4,,,,,,
,,2013 - 2014,,,,1.0,,0.0,,,,,,
,,2015 - 2016,,,,109.0,31.0,0.28,,,,,,
,,2016 - 2017,,,,1.0,,0.0,,,,,,
,,2017 - 2018,,,,1.0,0.0,0.0,,,,,,
,,2018 - 2019,,,,1.0,,0.0,,,,,,
,,2019 - 2020,,,,1.0,1.0,1.0,,,,,,
,,2020 - 2021,,,,1.0,0.0,0.0,,,,,,
,,2021 - 2022,,,,1.0,1.0,1.0,,,,,,
,,2022 - 2023,,,,1.0,1.0,1.0,,,,,,
,Sonbhadra,2002 - 2003,485.0,153.0,0.32,,,,,,,,,
,,2003 - 2004,325.0,98.0,0.3,,,,,,,,,
,,2004 - 2005,,,,153.0,42.0,0.27,,,,,,
,,2005 - 2006,,,,618.0,213.0,0.34,,,,,,
,,2006 - 2007,,,,218.0,60.0,0.28,,,,,,
,,2007 - 2008,,,,139.0,27.0,0.19,,,,,,
,,2009 - 2010,,,,78.0,15.0,0.19,,,,,,
,,2010 - 2011,,,,134.0,44.0,0.33,,,,,,
,,2011 - 2012,,,,164.0,45.0,0.27,,,,,,
,,2012 - 2013,,,,136.0,50.0,0.37,,,,,,
,,2013 - 2014,,,,141.0,40.0,0.28,,,,,,
,,2014 - 2015,,,,157.0,61.0,0.39,,,,,,
,,2015 - 2016,,,,140.0,40.0,0.29,,,,,,
,,2016 - 2017,,,,146.0,34.0,0.23,,,,,,
,,2017 - 2018,,,,131.0,25.0,0.19,,,,,,
,,2018 - 2019,,,,154.0,30.0,0.19,,,,,,
,,2019 - 2020,,,,155.0,44.0,0.28,,,,,,
,,2020 - 2021,,,,148.0,40.0,0.27,,,,,,
,,2021 - 2022,,,,162.0,95.0,0.59,,,,,,
,,2022 - 2023,,,,152.0,89.0,0.59,,,,,,
,Sultanpur,2002 - 2003,2.0,1.0,0.5,,,,,,,,,
,,2003 - 2004,12.0,4.0,0.33,,,,,,,,,
,,2004 - 2005,,,,4.0,1.0,0.25,,,,,,
,,2005 - 2006,,,,7.0,2.0,0.29,,,,,,
,,2006 - 2007,,,,8.0,2.0,0.25,,,,,,
,,2007 - 2008,,,,5.0,1.0,0.2,,,,,,
,,2008 - 2009,,,,2.0,1.0,0.5,,,,,,
,,2010 - 2011,,,,2.0,1.0,0.5,,,,,,
,,2011 - 2012,,,,239.0,65.0,0.27,,,,,,
,,2012 - 2013,,,,2.0,1.0,0.5,,,,,,
,,2013 - 2014,,,,2.0,1.0,0.5,,,,,,
,,2015 - 2016,,,,2.0,1.0,0.5,,,,,,
,,2016 - 2017,,,,3.0,1.0,0.33,,,,,,
,,2017 - 2018,,,,2.0,,0.0,,,,,,
,,2018 - 2019,,,,2.0,,0.0,,,,,,
,,2019 - 2020,,,,2.0,1.0,0.5,,,,,,
,,2022 - 2023,,,,2.0,1.0,0.5,,,,,,
,Unnao,2002 - 2003,4.0,1.0,0.25,,,,,,,,,
,,2003 - 2004,7.0,2.0,0.29,,,,,,,,,
,,2004 - 2005,,,,13.0,4.0,0.31,,,,,,
,,2005 - 2006,,,,8.0,3.0,0.38,,,,,,
,,2006 - 2007,,,,9.0,2.0,0.22,,,,,,
,,2007 - 2008,,,,3.0,1.0,0.33,,,,,,
,,2008 - 2009,,,,479.0,153.0,0.32,,,,,,
,,2010 - 2011,,,,4.0,1.0,0.25,,,,,,
,,2011 - 2012,,,,1.0,,0.0,,,,,,
,,2012 - 2013,,,,2.0,1.0,0.5,,,,,,
,,2015 - 2016,,,,1.0,,0.0,,,,,,
,Varanasi,2002 - 2003,500.0,158.0,0.32,,,,,,,,,
,,2003 - 2004,543.0,163.0,0.3,,,,,,,,,
,,2004 - 2005,,,,437.0,121.0,0.28,,,,,,
,,2005 - 2006,,,,653.0,225.0,0.34,,,,,,
,,2006 - 2007,,,,444.0,123.0,0.28,,,,,,
,,2007 - 2008,,,,432.0,84.0,0.19,,,,,,
,,2008 - 2009,,,,349.0,112.0,0.32,,,,,,
,,2009 - 2010,,,,329.0,60.0,0.18,,,,,,
,,2010 - 2011,,,,361.0,118.0,0.33,,,,,,
,,2011 - 2012,,,,276.0,76.0,0.28,,,,,,
,,2012 - 2013,,,,366.0,135.0,0.37,,,,,,
,,2013 - 2014,,,,349.0,99.0,0.28,,,,,,
,,2014 - 2015,,,,357.0,137.0,0.38,,,,,,
,,2015 - 2016,,,,322.0,92.0,0.29,,,,,,
,,2016 - 2017,,,,383.0,90.0,0.23,,,,,,
,,2017 - 2018,,,,368.0,71.0,0.19,,,,,,
,,2018 - 2019,,,,442.0,85.0,0.19,,,,,,
,,2019 - 2020,,,,236.0,67.0,0.28,,,,,,
,,2020 - 2021,,,,361.0,98.0,0.27,,,,,,
,,2021 - 2022,,,,429.0,251.0,0.59,,,,,,
,,2022 - 2023,,,,377.0,221.0,0.59,,,,,,
Uttarakhand,Udam singh nagar,2002 - 2003,,,0.31,,,,,,,,,
West Bengal,Bankura,2000 - 2001,282.0,,5.64,,,,,,,,,
,,2001 - 2002,434.0,,5.08,,,,,,,,,
,,2002 - 2003,337.0,,4.8,,,,,,,,,
,,2003 - 2004,230.0,,5.19,,,,,,,,,
,,2004 - 2005,230.0,,4.9,,,,,,,,,
,,2005 - 2006,189.0,,5.31,,,,,,,,,
,,2006 - 2007,207.0,,4.84,,,,,,,,,
,,2007 - 2008,,,,197.0,999.0,5.07,,,,,,
,,2008 - 2009,,,,216.0,,5.36,,,,,,
,,2009 - 2010,,,,143.0,738.0,5.16,,,,,,
,,2010 - 2011,,,,138.0,403.0,2.92,,,,,,
,,2011 - 2012,,,,109.0,327.0,3.0,,,,,,
,,2012 - 2013,,,,135.0,589.0,4.36,,,,,,
,,2013 - 2014,,,,122.0,458.0,3.75,,,,,,
,,2014 - 2015,,,,109.0,456.0,4.18,,,,,,
,,2015 - 2016,,,,122.0,501.0,4.11,,,,,,
,,2016 - 2017,,,,128.0,549.0,4.29,,,,,,
,,2017 - 2018,,,,72.0,311.0,4.32,,,,,,
,,2018 - 2019,,,,75.0,315.0,4.2,,,,,,
,,2019 - 2020,,,,38.0,190.0,5.0,,,,,,
,,2020 - 2021,,,,42.0,197.0,4.69,,,,,,
,,2021 - 2022,,,,45.0,216.0,4.8,,,,,,
,,2022 - 2023,,,,38.0,179.0,4.71,,,,,,
,Birbhum,2000 - 2001,258.0,,4.7,,,,,,,,,
,,2001 - 2002,255.0,,4.7,,,,,,,,,
,,2002 - 2003,249.0,,5.0,,,,,,,,,
,,2003 - 2004,189.0,945.0,5.0,,,,,,,,,
,,2004 - 2005,186.0,558.0,3.0,,,,,,,,,
,,2005 - 2006,156.0,780.0,5.0,,,,,,,,,
,,2006 - 2007,147.0,735.0,5.0,,,,,,,,,
,,2007 - 2008,,,,105.0,494.0,4.7,,,,,,
,,2008 - 2009,,,,105.0,504.0,4.8,,,,,,
,,2009 - 2010,,,,125.0,688.0,5.5,,,,,,
,,2010 - 2011,,,,112.0,392.0,3.5,,,,,,
,,2011 - 2012,,,,114.0,388.0,3.4,,,,,,
,,2012 - 2013,,,,117.0,550.0,4.7,,,,,,
,,2013 - 2014,,,,116.0,469.0,4.04,,,,,,
,,2014 - 2015,,,,115.0,506.0,4.4,,,,,,
,,2015 - 2016,,,,116.0,508.0,4.38,,,,,,
,,2016 - 2017,,,,117.0,527.0,4.5,,,,,,
,,2017 - 2018,,,,85.0,595.0,7.0,,,,,,
,,2018 - 2019,,,,60.0,120.0,2.0,,,,,,
,,2019 - 2020,,,,64.0,192.0,3.0,,,,,,
,,2020 - 2021,,,,62.0,186.0,3.0,,,,,,
,,2021 - 2022,,,,33.0,106.0,3.21,,,,,,
,,2022 - 2023,,,,30.0,105.0,3.5,,,,,,
,Coochbehar,2004 - 2005,150.0,975.0,6.5,,,,,,,,,
,,2005 - 2006,150.0,900.0,6.0,,,,,,,,,
,,2006 - 2007,170.0,,6.5,,,,,,,,,
,,2007 - 2008,,,,180.0,,6.5,,,,,,
,,2008 - 2009,,,,190.0,,6.6,,,,,,
,,2009 - 2010,,,,200.0,,6.8,,,,,,
,,2010 - 2011,,,,205.0,,4.88,,,,,,
,,2011 - 2012,,,,55.0,165.0,3.0,,,,,,
,,2012 - 2013,,,,153.0,459.0,3.0,,,,,,
,,2013 - 2014,,,,138.0,359.0,2.6,,,,,,
,,2014 - 2015,,,,115.0,328.0,2.85,,,,,,
,,2015 - 2016,,,,135.0,382.0,2.83,,,,,,
,,2016 - 2017,,,,137.0,397.0,2.9,,,,,,
,,2017 - 2018,,,,53.0,485.0,9.15,,,,,,
,,2018 - 2019,,,,50.0,425.0,8.5,,,,,,
,,2019 - 2020,,,,45.0,360.0,8.0,,,,,,
,,2020 - 2021,,,,42.0,336.0,8.0,,,,,,
,,2021 - 2022,,,,25.0,200.0,8.0,,,,,,
,,2022 - 2023,,,,12.0,96.0,8.0,,,,,,
,Hooghly,2000 - 2001,5.0,19.0,3.8,,,,,,,,,
,,2001 - 2002,4.0,15.0,3.75,,,,,,,,,
,,2002 - 2003,4.0,16.0,4.0,,,,,,,,,
,,2003 - 2004,23.0,92.0,4.0,,,,,,,,,
,,2004 - 2005,22.0,88.0,4.0,,,,,,,,,
,,2005 - 2006,22.0,88.0,4.0,,,,,,,,,
,,2006 - 2007,22.0,88.0,4.0,,,,,,,,,
,,2007 - 2008,,,,10.0,38.0,3.8,,,,,,
,,2008 - 2009,,,,7.0,27.0,3.86,,,,,,
,,2009 - 2010,,,,7.0,26.0,3.71,,,,,,
,,2010 - 2011,,,,3.0,19.0,6.33,,,,,,
,,2011 - 2012,,,,6.0,27.0,4.5,,,,,,
,,2012 - 2013,,,,1.0,5.0,5.0,,,,,,
,,2014 - 2015,,,,4.0,16.0,4.0,,,,,,
,,2015 - 2016,,,,5.0,22.0,4.4,,,,,,
,,2016 - 2017,,,,6.0,25.0,4.17,,,,,,
,Jhargram,2018 - 2019,,,,145.0,421.0,2.9,,,,,,
,,2019 - 2020,,,,115.0,311.0,2.7,,,,,,
,,2020 - 2021,,,,90.0,180.0,2.0,,,,,,
,,2021 - 2022,,,,72.0,162.0,2.25,,,,,,
,,2022 - 2023,,,,35.0,67.0,1.91,,,,,,
,Medinipur east,2000 - 2001,257.0,,5.65,,,,,,,,,
,,2001 - 2002,248.0,,5.6,,,,,,,,,
,,2002 - 2003,168.0,,6.0,,,,,,,,,
,,2003 - 2004,200.0,,5.5,,,,,,,,,
,,2004 - 2005,206.0,,5.5,,,,,,,,,
,,2005 - 2006,204.0,,6.0,,,,,,,,,
,,2006 - 2007,200.0,,6.0,,,,,,,,,
,,2007 - 2008,,,,200.0,,6.0,,,,,,
,,2008 - 2009,,,,74.0,296.0,4.0,,,,,,
,,2009 - 2010,,,,98.0,392.0,4.0,,,,,,
,,2010 - 2011,,,,35.0,98.0,2.8,,,,,,
,,2011 - 2012,,,,60.0,240.0,4.0,,,,,,
,,2012 - 2013,,,,80.0,320.0,4.0,,,,,,
,,2013 - 2014,,,,54.0,216.0,4.0,,,,,,
,,2014 - 2015,,,,65.0,259.0,3.98,,,,,,
,,2015 - 2016,,,,45.0,203.0,4.51,,,,,,
,,2016 - 2017,,,,49.0,211.0,4.31,,,,,,
,Medinipur west,2000 - 2001,500.0,,3.8,,,,,,,,,
,,2001 - 2002,435.0,,3.9,,,,,,,,,
,,2002 - 2003,438.0,,4.33,,,,,,,,,
,,2003 - 2004,418.0,,5.19,,,,,,,,,
,,2004 - 2005,418.0,,5.19,,,,,,,,,
,,2005 - 2006,277.0,,5.4,,,,,,,,,
,,2006 - 2007,341.0,,5.5,,,,,,,,,
,,2007 - 2008,,,,260.0,,5.7,,,,,,
,,2008 - 2009,,,,226.0,,5.65,,,,,,
,,2009 - 2010,,,,155.0,884.0,5.7,,,,,,
,,2010 - 2011,,,,180.0,727.0,4.04,,,,,,
,,2011 - 2012,,,,230.0,920.0,4.0,,,,,,
,,2012 - 2013,,,,188.0,949.0,5.05,,,,,,
,,2013 - 2014,,,,199.0,971.0,4.88,,,,,,
,,2014 - 2015,,,,206.0,948.0,4.6,,,,,,
,,2015 - 2016,,,,212.0,954.0,4.5,,,,,,
,,2016 - 2017,,,,221.0,970.0,4.39,,,,,,
,,2017 - 2018,,,,125.0,574.0,4.59,,,,,,
,Purba bardhaman,2000 - 2001,112.0,638.0,5.7,,,,,,,,,
,,2001 - 2002,95.0,732.0,7.71,,,,,,,,,
,,2002 - 2003,104.0,749.0,7.2,,,,,,,,,
,,2003 - 2004,100.0,676.0,6.76,,,,,,,,,
,,2004 - 2005,103.0,734.0,7.13,,,,,,,,,
,,2005 - 2006,48.0,359.0,7.48,,,,,,,,,
,,2006 - 2007,47.0,334.0,7.11,,,,,,,,,
,,2007 - 2008,,,,37.0,275.0,7.43,,,,,,
,,2008 - 2009,,,,40.0,297.0,7.43,,,,,,
,,2009 - 2010,,,,39.0,309.0,7.92,,,,,,
,,2010 - 2011,,,,31.0,169.0,5.45,,,,,,
,,2011 - 2012,,,,38.0,194.0,5.11,,,,,,
,,2012 - 2013,,,,33.0,168.0,5.09,,,,,,
,,2013 - 2014,,,,36.0,181.0,5.03,,,,,,
,,2014 - 2015,,,,24.0,121.0,5.04,,,,,,
,,2015 - 2016,,,,31.0,157.0,5.06,,,,,,
,,2016 - 2017,,,,32.0,163.0,5.09,,,,,,
,Purulia,2000 - 2001,105.0,252.0,2.4,,,,,,,,,
,,2001 - 2002,44.0,130.0,2.95,,,,,,,,,
,,2002 - 2003,74.0,385.0,5.2,,,,,,,,,
,,2003 - 2004,113.0,493.0,4.36,,,,,,,,,
,,2004 - 2005,211.0,874.0,4.14,,,,,,,,,
,,2005 - 2006,211.0,874.0,4.14,,,,,,,,,
,,2006 - 2007,160.0,912.0,5.7,,,,,,,,,
,,2007 - 2008,,,,145.0,624.0,4.3,,,,,,
,,2008 - 2009,,,,110.0,594.0,5.4,,,,,,
,,2009 - 2010,,,,68.0,291.0,4.28,,,,,,
,,2010 - 2011,,,,10.0,40.0,4.0,,,,,,
,,2011 - 2012,,,,91.0,364.0,4.0,,,,,,
,,2012 - 2013,,,,56.0,238.0,4.25,,,,,,
,,2013 - 2014,,,,117.0,706.0,6.03,,,,,,
,,2014 - 2015,,,,171.0,727.0,4.25,,,,,,
,,2015 - 2016,,,,144.0,716.0,4.97,,,,,,
,,2016 - 2017,,,,157.0,721.0,4.59,,,,,,
,,2017 - 2018,,,,410.0,,4.08,,,,,,
,,2018 - 2019,,,,104.0,424.0,4.08,,,,,,
,,2019 - 2020,,,,108.0,486.0,4.5,,,,,,
,,2020 - 2021,,,,112.0,515.0,4.6,,,,,,
,,2021 - 2022,,,,122.0,567.0,4.65,,,,,,
,,2022 - 2023,,,,125.0,590.0,4.72,,,,,,
