state,district,year,coriander_whole_year_area_hectare,coriander_whole_year_production_tonne,coriander_whole_year_yield_tonne_per_hectare,coriander_kharif_area_hectare,coriander_kharif_production_tonne,coriander_kharif_yield_tonne_per_hectare,coriander_rabi_area_hectare,coriander_rabi_production_tonne,coriander_rabi_yield_tonne_per_hectare
,,2011 - 2012,14.0,17.0,1.21,,,,,,
,,2012 - 2013,2.0,2.0,1.0,,,,,,
,,2013 - 2014,1.0,1.0,1.0,,,,,,
,,2015 - 2016,23.0,25.0,1.09,,,,,,
,,2016 - 2017,24.0,27.0,1.13,,,,,,
,,2017 - 2018,13.0,17.0,1.31,,,,,,
,,2020 - 2021,21.0,31.0,1.48,,,,,,
,,2021 - 2022,3.0,4.0,1.33,,,,,,
,Hanumangarh,2004 - 2005,1.0,1.0,1.0,,,,,,
,,2005 - 2006,3.0,3.0,1.0,,,,,,
,,2008 - 2009,2.0,2.0,1.0,,,,,,
,,2015 - 2016,4.0,4.0,1.0,,,,,,
,,2020 - 2021,1.0,2.0,2.0,,,,,,
,Jaipur,2000 - 2001,110.0,33.0,0.3,,,,,,
,,2001 - 2002,99.0,73.0,0.74,,,,,,
,,2002 - 2003,55.0,34.0,0.62,,,,,,
,,2003 - 2004,102.0,127.0,1.25,,,,,,
,,2004 - 2005,94.0,108.0,1.15,,,,,,
,,2005 - 2006,64.0,67.0,1.05,,,,,,
,,2006 - 2007,54.0,64.0,1.19,,,,,,
,,2007 - 2008,51.0,40.0,0.78,,,,,,
,,2008 - 2009,48.0,54.0,1.13,,,,,,
,,2009 - 2010,65.0,104.0,1.6,,,,,,
,,2010 - 2011,49.0,54.0,1.1,,,,,,
,,2011 - 2012,39.0,48.0,1.23,,,,,,
,,2012 - 2013,48.0,57.0,1.19,,,,,,
,,2013 - 2014,55.0,35.0,0.64,,,,,,
,,2014 - 2015,55.0,44.0,0.8,,,,,,
,,2015 - 2016,2.0,2.0,1.0,,,,,,
,,2016 - 2017,5.0,6.0,1.2,,,,,,
,,2017 - 2018,57.0,76.0,1.33,,,,,,
,,2018 - 2019,50.0,65.0,1.3,,,,,,
,,2019 - 2020,49.0,73.0,1.49,,,,,,
,,2020 - 2021,13.0,19.0,1.46,,,,,,
,,2021 - 2022,19.0,28.0,1.47,,,,,,
,,2022 - 2023,18.0,25.0,1.39,,,,,,
,Jaisalmer,2000 - 2001,1.0,,0.0,,,,,,
,,2001 - 2002,4.0,,0.0,,,,,,
,,2002 - 2003,8.0,1.0,0.13,,,,,,
,,2003 - 2004,9.0,11.0,1.22,,,,,,
,,2004 - 2005,783.0,897.0,1.15,,,,,,
,,2005 - 2006,3.0,3.0,1.0,,,,,,
,,2006 - 2007,2.0,2.0,1.0,,,,,,
,,2007 - 2008,25.0,20.0,0.8,,,,,,
,,2008 - 2009,1.0,1.0,1.0,,,,,,
,,2009 - 2010,1.0,2.0,2.0,,,,,,
,,2010 - 2011,9.0,10.0,1.11,,,,,,
,,2011 - 2012,15.0,19.0,1.27,,,,,,
,,2012 - 2013,1.0,1.0,1.0,,,,,,
,,2013 - 2014,1.0,1.0,1.0,,,,,,
,,2014 - 2015,2.0,1.0,0.5,,,,,,
,,2015 - 2016,21.0,22.0,1.05,,,,,,
,,2016 - 2017,6.0,7.0,1.17,,,,,,
,,2017 - 2018,9.0,12.0,1.33,,,,,,
,,2018 - 2019,5.0,7.0,1.4,,,,,,
,,2019 - 2020,1.0,2.0,2.0,,,,,,
,,2021 - 2022,16.0,24.0,1.5,,,,,,
,Jalore,2000 - 2001,1.0,1.0,1.0,,,,,,
,,2001 - 2002,13.0,8.0,0.62,,,,,,
,,2003 - 2004,11.0,14.0,1.27,,,,,,
,,2004 - 2005,1.0,1.0,1.0,,,,,,
,,2005 - 2006,1.0,1.0,1.0,,,,,,
,,2006 - 2007,7.0,8.0,1.14,,,,,,
,,2007 - 2008,7.0,5.0,0.71,,,,,,
,,2009 - 2010,2.0,2.0,1.0,,,,,,
,,2010 - 2011,7.0,8.0,1.14,,,,,,
,,2011 - 2012,1.0,1.0,1.0,,,,,,
,,2012 - 2013,1.0,1.0,1.0,,,,,,
,,2013 - 2014,4.0,3.0,0.75,,,,,,
,,2014 - 2015,1.0,1.0,1.0,,,,,,
,,2015 - 2016,7.0,7.0,1.0,,,,,,
,,2016 - 2017,7.0,8.0,1.14,,,,,,
,,2017 - 2018,63.0,84.0,1.33,,,,,,
,,2018 - 2019,1.0,1.0,1.0,,,,,,
,,2019 - 2020,6.0,9.0,1.5,,,,,,
,,2020 - 2021,17.0,25.0,1.47,,,,,,
,,2021 - 2022,4.0,6.0,1.5,,,,,,
,,2022 - 2023,5.0,7.0,1.4,,,,,,
,Jhalawar,2000 - 2001,,,0.84,,,,,,
,,2001 - 2002,,,0.74,,,,,,
,,2002 - 2003,,,0.99,,,,,,
,,2003 - 2004,,,1.08,,,,,,
,,2004 - 2005,,,0.99,,,,,,
,,2005 - 2006,,,0.84,,,,,,
,,2006 - 2007,,,1.1,,,,,,
,,2007 - 2008,,,0.45,,,,,,
,,2008 - 2009,,,0.95,,,,,,
,,2009 - 2010,,,1.1,,,,,,
,,2010 - 2011,,,0.81,,,,,,
,,2011 - 2012,,,1.05,,,,,,
,,2012 - 2013,,,0.93,,,,,,
,,2013 - 2014,,,0.66,,,,,,
,,2014 - 2015,,,0.86,,,,,,
,,2015 - 2016,,,0.91,,,,,,
,,2016 - 2017,,,0.87,,,,,,
,,2017 - 2018,,,1.23,,,,,,
,,2018 - 2019,,,1.06,,,,,,
,,2019 - 2020,,,1.31,,,,,,
,,2020 - 2021,,,1.33,,,,,,
,,2021 - 2022,,,1.33,,,,,,
,,2022 - 2023,,,1.22,,,,,,
,Jhunjhunu,2000 - 2001,6.0,3.0,0.5,,,,,,
,,2001 - 2002,2.0,1.0,0.5,,,,,,
,,2002 - 2003,2.0,1.0,0.5,,,,,,
,,2004 - 2005,2.0,2.0,1.0,,,,,,
,,2005 - 2006,6.0,6.0,1.0,,,,,,
,,2006 - 2007,7.0,8.0,1.14,,,,,,
,,2007 - 2008,6.0,5.0,0.83,,,,,,
,,2008 - 2009,9.0,10.0,1.11,,,,,,
,,2009 - 2010,4.0,5.0,1.25,,,,,,
,,2010 - 2011,4.0,4.0,1.0,,,,,,
,,2011 - 2012,3.0,4.0,1.33,,,,,,
,,2012 - 2013,2.0,2.0,1.0,,,,,,
,,2013 - 2014,46.0,29.0,0.63,,,,,,
,,2014 - 2015,3.0,2.0,0.67,,,,,,
,,2016 - 2017,1.0,1.0,1.0,,,,,,
,,2017 - 2018,2.0,3.0,1.5,,,,,,
,,2018 - 2019,1.0,1.0,1.0,,,,,,
,,2019 - 2020,1.0,2.0,2.0,,,,,,
,,2020 - 2021,7.0,10.0,1.43,,,,,,
,,2021 - 2022,13.0,19.0,1.46,,,,,,
,,2022 - 2023,18.0,25.0,1.39,,,,,,
,Jodhpur,2000 - 2001,49.0,29.0,0.59,,,,,,
,,2001 - 2002,117.0,70.0,0.6,,,,,,
,,2002 - 2003,920.0,552.0,0.6,,,,,,
,,2003 - 2004,263.0,327.0,1.24,,,,,,
,,2004 - 2005,143.0,164.0,1.15,,,,,,
,,2005 - 2006,145.0,152.0,1.05,,,,,,
,,2006 - 2007,182.0,216.0,1.19,,,,,,
,,2007 - 2008,274.0,214.0,0.78,,,,,,
,,2008 - 2009,260.0,290.0,1.12,,,,,,
,,2009 - 2010,343.0,331.0,0.97,,,,,,
,,2010 - 2011,214.0,237.0,1.11,,,,,,
,,2011 - 2012,174.0,214.0,1.23,,,,,,
,,2012 - 2013,229.0,269.0,1.17,,,,,,
,,2013 - 2014,204.0,131.0,0.64,,,,,,
,,2014 - 2015,431.0,344.0,0.8,,,,,,
,,2015 - 2016,949.0,,1.07,,,,,,
,,2016 - 2017,834.0,950.0,1.14,,,,,,
,,2017 - 2018,746.0,993.0,1.33,,,,,,
,,2018 - 2019,410.0,532.0,1.3,,,,,,
,,2019 - 2020,849.0,,1.49,,,,,,
,,2020 - 2021,,,1.49,,,,,,
,,2021 - 2022,448.0,662.0,1.48,,,,,,
,,2022 - 2023,842.0,,1.37,,,,,,
,Karauli,2000 - 2001,35.0,8.0,0.23,,,,,,
,,2001 - 2002,45.0,1.0,0.02,,,,,,
,,2002 - 2003,19.0,10.0,0.53,,,,,,
,,2003 - 2004,61.0,76.0,1.25,,,,,,
,,2004 - 2005,6.0,7.0,1.17,,,,,,
,,2005 - 2006,2.0,2.0,1.0,,,,,,
,,2006 - 2007,5.0,6.0,1.2,,,,,,
,,2007 - 2008,1.0,1.0,1.0,,,,,,
,,2008 - 2009,30.0,34.0,1.13,,,,,,
,,2009 - 2010,16.0,19.0,1.19,,,,,,
,,2010 - 2011,50.0,55.0,1.1,,,,,,
,,2011 - 2012,23.0,28.0,1.22,,,,,,
,,2012 - 2013,3.0,4.0,1.33,,,,,,
,,2013 - 2014,4.0,3.0,0.75,,,,,,
,,2014 - 2015,4.0,3.0,0.75,,,,,,
,,2015 - 2016,5.0,5.0,1.0,,,,,,
,,2016 - 2017,10.0,11.0,1.1,,,,,,
,,2017 - 2018,1.0,1.0,1.0,,,,,,
,,2018 - 2019,3.0,4.0,1.33,,,,,,
,,2020 - 2021,3.0,4.0,1.33,,,,,,
,,2021 - 2022,1.0,2.0,2.0,,,,,,
,,2022 - 2023,1.0,1.0,1.0,,,,,,
,Kota,2000 - 2001,,,1.14,,,,,,
,,2001 - 2002,,,1.16,,,,,,
,,2002 - 2003,,,1.18,,,,,,
,,2003 - 2004,,,1.07,,,,,,
,,2004 - 2005,,,1.31,,,,,,
,,2005 - 2006,,,1.1,,,,,,
,,2006 - 2007,,,1.26,,,,,,
,,2007 - 2008,,,1.07,,,,,,
,,2008 - 2009,,,1.28,,,,,,
,,2009 - 2010,,,1.33,,,,,,
,,2010 - 2011,,,1.26,,,,,,
,,2011 - 2012,,,1.44,,,,,,
,,2012 - 2013,,,1.37,,,,,,
,,2013 - 2014,,,0.67,,,,,,
,,2014 - 2015,,,0.62,,,,,,
,,2015 - 2016,,,1.06,,,,,,
,,2016 - 2017,,,1.32,,,,,,
,,2017 - 2018,,,1.22,,,,,,
,,2018 - 2019,,,1.86,,,,,,
,,2019 - 2020,,,1.84,,,,,,
,,2020 - 2021,,,1.65,,,,,,
,,2021 - 2022,,,1.85,,,,,,
,,2022 - 2023,,,1.66,,,,,,
,Nagaur,2000 - 2001,718.0,73.0,0.1,,,,,,
,,2001 - 2002,26.0,8.0,0.31,,,,,,
,,2002 - 2003,12.0,11.0,0.92,,,,,,
,,2003 - 2004,395.0,491.0,1.24,,,,,,
,,2004 - 2005,10.0,11.0,1.1,,,,,,
,,2005 - 2006,1.0,1.0,1.0,,,,,,
,,2006 - 2007,7.0,8.0,1.14,,,,,,
,,2007 - 2008,24.0,19.0,0.79,,,,,,
,,2008 - 2009,20.0,22.0,1.1,,,,,,
,,2009 - 2010,13.0,16.0,1.23,,,,,,
,,2010 - 2011,6.0,7.0,1.17,,,,,,
,,2011 - 2012,32.0,39.0,1.22,,,,,,
,,2012 - 2013,6.0,7.0,1.17,,,,,,
,,2013 - 2014,32.0,20.0,0.63,,,,,,
,,2014 - 2015,36.0,29.0,0.81,,,,,,
,,2015 - 2016,92.0,98.0,1.07,,,,,,
,,2016 - 2017,124.0,141.0,1.14,,,,,,
,,2017 - 2018,125.0,166.0,1.33,,,,,,
,,2018 - 2019,21.0,27.0,1.29,,,,,,
,,2019 - 2020,48.0,71.0,1.48,,,,,,
,,2020 - 2021,100.0,149.0,1.49,,,,,,
,,2021 - 2022,53.0,78.0,1.47,,,,,,
,,2022 - 2023,29.0,40.0,1.38,,,,,,
,Pali,2000 - 2001,24.0,12.0,0.5,,,,,,
,,2001 - 2002,21.0,19.0,0.9,,,,,,
,,2002 - 2003,1.0,1.0,1.0,,,,,,
,,2003 - 2004,16.0,20.0,1.25,,,,,,
,,2004 - 2005,3.0,3.0,1.0,,,,,,
,,2005 - 2006,4.0,4.0,1.0,,,,,,
,,2006 - 2007,1.0,1.0,1.0,,,,,,
,,2007 - 2008,6.0,5.0,0.83,,,,,,
,,2008 - 2009,23.0,26.0,1.13,,,,,,
,,2009 - 2010,10.0,12.0,1.2,,,,,,
,,2010 - 2011,54.0,60.0,1.11,,,,,,
,,2011 - 2012,171.0,210.0,1.23,,,,,,
,,2012 - 2013,7.0,8.0,1.14,,,,,,
,,2013 - 2014,4.0,3.0,0.75,,,,,,
,,2014 - 2015,16.0,13.0,0.81,,,,,,
,,2015 - 2016,52.0,56.0,1.08,,,,,,
,,2016 - 2017,62.0,71.0,1.15,,,,,,
,,2017 - 2018,47.0,63.0,1.34,,,,,,
,,2018 - 2019,6.0,8.0,1.33,,,,,,
,,2019 - 2020,7.0,10.0,1.43,,,,,,
,,2020 - 2021,30.0,45.0,1.5,,,,,,
,,2021 - 2022,3.0,4.0,1.33,,,,,,
,,2022 - 2023,37.0,51.0,1.38,,,,,,
,Pratapgarh,2008 - 2009,80.0,89.0,1.11,,,,,,
,,2009 - 2010,43.0,52.0,1.21,,,,,,
,,2010 - 2011,59.0,65.0,1.1,,,,,,
,,2011 - 2012,54.0,66.0,1.22,,,,,,
,,2012 - 2013,42.0,50.0,1.19,,,,,,
,,2013 - 2014,74.0,47.0,0.64,,,,,,
,,2014 - 2015,290.0,231.0,0.8,,,,,,
,,2015 - 2016,807.0,862.0,1.07,,,,,,
,,2016 - 2017,803.0,915.0,1.14,,,,,,
,,2017 - 2018,817.0,,1.33,,,,,,
,,2018 - 2019,882.0,,1.3,,,,,,
,,2019 - 2020,424.0,631.0,1.49,,,,,,
,,2020 - 2021,621.0,740.0,1.19,,,,,,
,,2021 - 2022,630.0,873.0,1.39,,,,,,
,,2022 - 2023,,,1.23,,,,,,
,Rajsamand,2000 - 2001,31.0,7.0,0.23,,,,,,
,,2001 - 2002,46.0,16.0,0.35,,,,,,
,,2002 - 2003,43.0,1.0,0.02,,,,,,
,,2003 - 2004,11.0,14.0,1.27,,,,,,
,,2004 - 2005,34.0,39.0,1.15,,,,,,
,,2005 - 2006,46.0,48.0,1.04,,,,,,
,,2006 - 2007,59.0,70.0,1.19,,,,,,
,,2007 - 2008,24.0,19.0,0.79,,,,,,
,,2008 - 2009,25.0,28.0,1.12,,,,,,
,,2009 - 2010,19.0,10.0,0.53,,,,,,
,,2010 - 2011,31.0,34.0,1.1,,,,,,
,,2011 - 2012,35.0,43.0,1.23,,,,,,
,,2012 - 2013,39.0,46.0,1.18,,,,,,
,,2013 - 2014,49.0,31.0,0.63,,,,,,
,,2014 - 2015,50.0,40.0,0.8,,,,,,
,,2015 - 2016,17.0,18.0,1.06,,,,,,
,,2016 - 2017,20.0,23.0,1.15,,,,,,
,,2017 - 2018,11.0,15.0,1.36,,,,,,
,,2018 - 2019,25.0,,0.0,,,,,,
,,2019 - 2020,15.0,2.0,0.13,,,,,,
,,2020 - 2021,32.0,48.0,1.5,,,,,,
,,2021 - 2022,4.0,3.0,0.75,,,,,,
,,2022 - 2023,15.0,20.0,1.33,,,,,,
,Sawai madhopur,2000 - 2001,44.0,14.0,0.32,,,,,,
,,2001 - 2002,203.0,82.0,0.4,,,,,,
,,2002 - 2003,32.0,16.0,0.5,,,,,,
,,2003 - 2004,281.0,349.0,1.24,,,,,,
,,2004 - 2005,58.0,67.0,1.16,,,,,,
,,2005 - 2006,65.0,68.0,1.05,,,,,,
,,2006 - 2007,24.0,28.0,1.17,,,,,,
,,2007 - 2008,121.0,94.0,0.78,,,,,,
,,2008 - 2009,115.0,128.0,1.11,,,,,,
,,2009 - 2010,109.0,130.0,1.19,,,,,,
,,2010 - 2011,268.0,297.0,1.11,,,,,,
,,2011 - 2012,362.0,445.0,1.23,,,,,,
,,2012 - 2013,234.0,275.0,1.18,,,,,,
,,2013 - 2014,288.0,185.0,0.64,,,,,,
,,2014 - 2015,,803.0,0.8,,,,,,
,,2015 - 2016,,,1.07,,,,,,
,,2016 - 2017,,,1.34,,,,,,
,,2017 - 2018,251.0,277.0,1.1,,,,,,
,,2018 - 2019,161.0,267.0,1.66,,,,,,
,,2019 - 2020,157.0,234.0,1.49,,,,,,
,,2020 - 2021,786.0,,1.49,,,,,,
,,2021 - 2022,5.0,7.0,1.4,,,,,,
,,2022 - 2023,31.0,42.0,1.35,,,,,,
,Sikar,2000 - 2001,40.0,20.0,0.5,,,,,,
,,2001 - 2002,100.0,50.0,0.5,,,,,,
,,2002 - 2003,111.0,55.0,0.5,,,,,,
,,2003 - 2004,174.0,216.0,1.24,,,,,,
,,2004 - 2005,82.0,94.0,1.15,,,,,,
,,2005 - 2006,25.0,26.0,1.04,,,,,,
,,2006 - 2007,13.0,15.0,1.15,,,,,,
,,2007 - 2008,24.0,19.0,0.79,,,,,,
,,2008 - 2009,37.0,41.0,1.11,,,,,,
,,2009 - 2010,31.0,37.0,1.19,,,,,,
,,2010 - 2011,18.0,20.0,1.11,,,,,,
,,2011 - 2012,22.0,27.0,1.23,,,,,,
,,2012 - 2013,10.0,12.0,1.2,,,,,,
,,2013 - 2014,14.0,9.0,0.64,,,,,,
,,2014 - 2015,2.0,1.0,0.5,,,,,,
,,2015 - 2016,114.0,122.0,1.07,,,,,,
,,2017 - 2018,30.0,40.0,1.33,,,,,,
,,2019 - 2020,17.0,25.0,1.47,,,,,,
,,2020 - 2021,42.0,63.0,1.5,,,,,,
,,2021 - 2022,25.0,37.0,1.48,,,,,,
,,2022 - 2023,2.0,3.0,1.5,,,,,,
,Sirohi,2000 - 2001,2.0,1.0,0.5,,,,,,
,,2001 - 2002,9.0,4.0,0.44,,,,,,
,,2002 - 2003,3.0,2.0,0.67,,,,,,
,,2003 - 2004,12.0,15.0,1.25,,,,,,
,,2004 - 2005,2.0,2.0,1.0,,,,,,
,,2005 - 2006,4.0,4.0,1.0,,,,,,
,,2006 - 2007,7.0,8.0,1.14,,,,,,
,,2007 - 2008,1.0,1.0,1.0,,,,,,
,,2008 - 2009,4.0,5.0,1.25,,,,,,
,,2009 - 2010,1.0,1.0,1.0,,,,,,
,,2010 - 2011,3.0,3.0,1.0,,,,,,
,,2011 - 2012,3.0,4.0,1.33,,,,,,
,,2012 - 2013,4.0,5.0,1.25,,,,,,
,,2013 - 2014,3.0,2.0,0.67,,,,,,
,,2014 - 2015,4.0,3.0,0.75,,,,,,
,,2015 - 2016,2.0,2.0,1.0,,,,,,
,,2016 - 2017,13.0,15.0,1.15,,,,,,
,,2017 - 2018,2.0,3.0,1.5,,,,,,
,,2018 - 2019,4.0,5.0,1.25,,,,,,
,,2019 - 2020,15.0,22.0,1.47,,,,,,
,,2020 - 2021,4.0,6.0,1.5,,,,,,
,,2021 - 2022,11.0,16.0,1.45,,,,,,
,,2022 - 2023,4.0,5.0,1.25,,,,,,
,Tonk,2000 - 2001,183.0,60.0,0.33,,,,,,
,,2001 - 2002,314.0,115.0,0.37,,,,,,
,,2002 - 2003,41.0,16.0,0.39,,,,,,
,,2003 - 2004,248.0,308.0,1.24,,,,,,
,,2004 - 2005,69.0,79.0,1.14,,,,,,
,,2005 - 2006,28.0,29.0,1.04,,,,,,
,,2006 - 2007,8.0,9.0,1.13,,,,,,
,,2007 - 2008,34.0,26.0,0.76,,,,,,
,,2008 - 2009,32.0,36.0,1.13,,,,,,
,,2009 - 2010,13.0,16.0,1.23,,,,,,
,,2010 - 2011,335.0,371.0,1.11,,,,,,
,,2011 - 2012,288.0,354.0,1.23,,,,,,
,,2012 - 2013,31.0,37.0,1.19,,,,,,
,,2013 - 2014,10.0,6.0,0.6,,,,,,
,,2014 - 2015,13.0,10.0,0.77,,,,,,
,,2015 - 2016,58.0,62.0,1.07,,,,,,
,,2016 - 2017,125.0,142.0,1.14,,,,,,
,,2017 - 2018,203.0,270.0,1.33,,,,,,
,,2018 - 2019,13.0,17.0,1.31,,,,,,
,,2019 - 2020,51.0,76.0,1.49,,,,,,
,,2020 - 2021,35.0,52.0,1.49,,,,,,
,,2021 - 2022,4.0,6.0,1.5,,,,,,
,,2022 - 2023,3.0,4.0,1.33,,,,,,
,Udaipur,2000 - 2001,63.0,22.0,0.35,,,,,,
,,2001 - 2002,42.0,20.0,0.48,,,,,,
,,2002 - 2003,18.0,7.0,0.39,,,,,,
,,2003 - 2004,47.0,59.0,1.26,,,,,,
,,2004 - 2005,92.0,105.0,1.14,,,,,,
,,2005 - 2006,42.0,44.0,1.05,,,,,,
,,2006 - 2007,35.0,41.0,1.17,,,,,,
,,2007 - 2008,73.0,57.0,0.78,,,,,,
,,2008 - 2009,65.0,73.0,1.12,,,,,,
,,2009 - 2010,3.0,4.0,1.33,,,,,,
,,2010 - 2011,43.0,48.0,1.12,,,,,,
,,2011 - 2012,33.0,41.0,1.24,,,,,,
,,2012 - 2013,29.0,34.0,1.17,,,,,,
,,2013 - 2014,18.0,11.0,0.61,,,,,,
,,2014 - 2015,26.0,21.0,0.81,,,,,,
,,2015 - 2016,11.0,12.0,1.09,,,,,,
,,2016 - 2017,12.0,14.0,1.17,,,,,,
,,2017 - 2018,7.0,9.0,1.29,,,,,,
,,2018 - 2019,7.0,9.0,1.29,,,,,,
,,2019 - 2020,9.0,9.0,1.0,,,,,,
,,2020 - 2021,5.0,7.0,1.4,,,,,,
,,2021 - 2022,16.0,22.0,1.38,,,,,,
,,2022 - 2023,27.0,37.0,1.37,,,,,,
Tamil Nadu,Ariyalur,2008 - 2009,460.0,,0.0,,,,,,
,,2009 - 2010,338.0,134.0,0.4,,,,,,
,,2011 - 2012,75.0,35.0,0.47,,,,,,
,,2013 - 2014,14.0,5.0,0.36,,,,,,
,,2014 - 2015,31.0,27.0,0.87,,,,,,
,,2015 - 2016,28.0,17.0,0.61,,,,,,
,,2016 - 2017,35.0,6.0,0.17,,,,,,
,,2017 - 2018,12.0,6.0,0.5,,,,,,
,,2018 - 2019,13.0,5.0,0.38,,,,,,
,,2019 - 2020,3.0,2.0,0.67,,,,,,
,,2020 - 2021,14.0,2.0,0.14,,,,,,
,,2021 - 2022,24.0,8.0,0.33,,,,,,
,,2022 - 2023,9.0,4.0,0.44,,,,,,
,Chengalpattu,2022 - 2023,3.0,1.0,0.33,,,,,,
,Coimbatore,2000 - 2001,294.0,53.0,0.18,,,,,,
,,2002 - 2003,680.0,323.0,0.48,,,,,,
,,2003 - 2004,,911.0,0.52,,,,,,
,,2004 - 2005,,,0.73,,,,,,
,,2005 - 2006,,649.0,0.31,,,,,,
,,2006 - 2007,,453.0,0.45,,,,,,
,,2007 - 2008,,567.0,0.55,,,,,,
,,2008 - 2009,194.0,250.0,1.29,,,,,,
,,2009 - 2010,357.0,129.0,0.36,,,,,,
,,2011 - 2012,173.0,81.0,0.47,,,,,,
,,2013 - 2014,138.0,48.0,0.35,,,,,,
,,2014 - 2015,266.0,234.0,0.88,,,,,,
,,2015 - 2016,330.0,138.0,0.42,,,,,,
,,2016 - 2017,409.0,188.0,0.46,,,,,,
,,2017 - 2018,339.0,119.0,0.35,,,,,,
,,2018 - 2019,277.0,107.0,0.39,,,,,,
,,2019 - 2020,228.0,98.0,0.43,,,,,,
,,2020 - 2021,143.0,37.0,0.26,,,,,,
,,2021 - 2022,67.0,12.0,0.18,,,,,,
,,2022 - 2023,74.0,29.0,0.39,,,,,,
,Cuddalore,2000 - 2001,,321.0,0.1,,,,,,
,,2002 - 2003,,769.0,0.18,,,,,,
,,2003 - 2004,,,0.4,,,,,,
,,2004 - 2005,,,0.34,,,,,,
,,2005 - 2006,,419.0,0.23,,,,,,
,,2006 - 2007,782.0,317.0,0.41,,,,,,
,,2007 - 2008,571.0,231.0,0.4,,,,,,
,,2008 - 2009,597.0,206.0,0.35,,,,,,
,,2009 - 2010,985.0,389.0,0.39,,,,,,
,,2011 - 2012,96.0,34.0,0.35,,,,,,
,,2013 - 2014,34.0,12.0,0.35,,,,,,
,,2014 - 2015,22.0,19.0,0.86,,,,,,
,,2015 - 2016,30.0,18.0,0.6,,,,,,
,,2016 - 2017,3.0,,0.0,,,,,,
,,2018 - 2019,1.0,1.0,1.0,,,,,,
,,2022 - 2023,6.0,2.0,0.33,,,,,,
,Dharmapuri,2000 - 2001,,493.0,0.34,,,,,,
,,2002 - 2003,808.0,150.0,0.19,,,,,,
,,2003 - 2004,365.0,106.0,0.29,,,,,,
,,2004 - 2005,539.0,234.0,0.43,,,,,,
,,2005 - 2006,338.0,103.0,0.3,,,,,,
,,2006 - 2007,329.0,107.0,0.33,,,,,,
,,2007 - 2008,257.0,99.0,0.39,,,,,,
,,2008 - 2009,344.0,117.0,0.34,,,,,,
,,2009 - 2010,48.0,19.0,0.4,,,,,,
,,2011 - 2012,205.0,96.0,0.47,,,,,,
,,2013 - 2014,10.0,3.0,0.3,,,,,,
,,2014 - 2015,96.0,85.0,0.89,,,,,,
,,2015 - 2016,87.0,52.0,0.6,,,,,,
,,2016 - 2017,162.0,26.0,0.16,,,,,,
,,2017 - 2018,47.0,24.0,0.51,,,,,,
,,2018 - 2019,169.0,66.0,0.39,,,,,,
,,2019 - 2020,228.0,113.0,0.5,,,,,,
,,2020 - 2021,414.0,238.0,0.57,,,,,,
,,2021 - 2022,184.0,100.0,0.54,,,,,,
,,2022 - 2023,186.0,92.0,0.49,,,,,,
,Dindigul,2000 - 2001,319.0,74.0,0.23,,,,,,
,,2002 - 2003,175.0,33.0,0.19,,,,,,
,,2003 - 2004,197.0,57.0,0.29,,,,,,
,,2004 - 2005,134.0,58.0,0.43,,,,,,
,,2005 - 2006,105.0,32.0,0.3,,,,,,
,,2006 - 2007,48.0,16.0,0.33,,,,,,
,,2007 - 2008,34.0,13.0,0.38,,,,,,
,,2008 - 2009,59.0,20.0,0.34,,,,,,
,,2009 - 2010,155.0,61.0,0.39,,,,,,
,,2011 - 2012,65.0,30.0,0.46,,,,,,
,,2013 - 2014,9.0,3.0,0.33,,,,,,
,,2014 - 2015,52.0,46.0,0.88,,,,,,
,,2015 - 2016,20.0,12.0,0.6,,,,,,
,,2016 - 2017,19.0,3.0,0.16,,,,,,
,,2017 - 2018,8.0,4.0,0.5,,,,,,
,,2018 - 2019,7.0,3.0,0.43,,,,,,
,,2019 - 2020,29.0,15.0,0.52,,,,,,
,,2020 - 2021,9.0,2.0,0.22,,,,,,
,,2021 - 2022,6.0,2.0,0.33,,,,,,
,,2022 - 2023,37.0,15.0,0.41,,,,,,
,Erode,2003 - 2004,4.0,1.0,0.25,,,,,,
,,2004 - 2005,4.0,2.0,0.5,,,,,,
,,2005 - 2006,2.0,1.0,0.5,,,,,,
,,2006 - 2007,2.0,1.0,0.5,,,,,,
,,2007 - 2008,1.0,,0.0,,,,,,
,,2009 - 2010,1.0,,0.0,,,,,,
,,2013 - 2014,3.0,1.0,0.33,,,,,,
,,2014 - 2015,1.0,1.0,1.0,,,,,,
,,2017 - 2018,3.0,2.0,0.67,,,,,,
,,2019 - 2020,7.0,3.0,0.43,,,,,,
,,2021 - 2022,2.0,1.0,0.5,,,,,,
,Kallakurichi,2021 - 2022,2.0,1.0,0.5,,,,,,
,Kanchipuram,2000 - 2001,10.0,2.0,0.2,,,,,,
,,2003 - 2004,11.0,3.0,0.27,,,,,,
,,2004 - 2005,5.0,2.0,0.4,,,,,,
,,2005 - 2006,3.0,1.0,0.33,,,,,,
,,2006 - 2007,9.0,3.0,0.33,,,,,,
,,2007 - 2008,4.0,2.0,0.5,,,,,,
,,2014 - 2015,1.0,1.0,1.0,,,,,,
,Karur,2002 - 2003,7.0,1.0,0.14,,,,,,
,,2003 - 2004,11.0,3.0,0.27,,,,,,
,,2004 - 2005,6.0,3.0,0.5,,,,,,
,,2005 - 2006,3.0,1.0,0.33,,,,,,
,,2006 - 2007,2.0,1.0,0.5,,,,,,
,,2007 - 2008,1.0,,0.0,,,,,,
