state,district,year,sweet_potato_whole_year_area_hectare,sweet_potato_whole_year_production_tonne,sweet_potato_whole_year_yield_tonne_per_hectare,sweet_potato_rabi_area_hectare,sweet_potato_rabi_production_tonne,sweet_potato_rabi_yield_tonne_per_hectare,sweet_potato_kharif_area_hectare,sweet_potato_kharif_production_tonne,sweet_potato_kharif_yield_tonne_per_hectare
,,2022 - 2023,,,,,,,146.0,,9.6
,Kohima,2011 - 2012,,,,,,,120.0,,8.5
,,2012 - 2013,,,,,,,140.0,,8.5
,,2013 - 2014,,,,,,,160.0,,8.5
,,2014 - 2015,,,,,,,160.0,,8.5
,,2015 - 2016,,,,,,,160.0,,8.5
,,2016 - 2017,,,,,,,170.0,,8.53
,,2017 - 2018,,,,,,,170.0,,8.53
,,2018 - 2019,,,,,,,170.0,,8.53
,,2019 - 2020,,,,,,,174.0,,8.52
,,2020 - 2021,,,,,,,176.0,,8.52
,,2021 - 2022,,,,,,,20.0,170.0,8.5
,,2022 - 2023,,,,,,,103.0,988.0,9.59
,Longleng,2011 - 2012,,,,,,,70.0,590.0,8.43
,,2012 - 2013,,,,,,,80.0,670.0,8.38
,,2013 - 2014,,,,,,,100.0,850.0,8.5
,,2014 - 2015,,,,,,,110.0,940.0,8.55
,,2015 - 2016,,,,,,,110.0,940.0,8.55
,,2016 - 2017,,,,,,,120.0,,8.5
,,2017 - 2018,,,,,,,130.0,,8.46
,,2018 - 2019,,,,,,,140.0,,8.5
,,2019 - 2020,,,,,,,143.0,,8.51
,,2020 - 2021,,,,,,,145.0,,8.49
,,2022 - 2023,,,,,,,139.0,,9.51
,Mokokchung,2011 - 2012,,,,,,,100.0,840.0,8.4
,,2012 - 2013,,,,,,,120.0,,8.5
,,2013 - 2014,,,,,,,130.0,,8.54
,,2014 - 2015,,,,,,,140.0,,8.5
,,2015 - 2016,,,,,,,160.0,,8.5
,,2016 - 2017,,,,,,,170.0,,8.53
,,2017 - 2018,,,,,,,170.0,,8.53
,,2018 - 2019,,,,,,,170.0,,8.53
,,2019 - 2020,,,,,,,174.0,,8.52
,,2020 - 2021,,,,,,,176.0,,8.52
,,2022 - 2023,,,,,,,169.0,,9.53
,Mon,2011 - 2012,,,,,,,140.0,,8.5
,,2012 - 2013,,,,,,,150.0,,8.53
,,2013 - 2014,,,,,,,160.0,,8.56
,,2014 - 2015,,,,,,,170.0,,8.53
,,2015 - 2016,,,,,,,200.0,,8.5
,,2016 - 2017,,,,,,,210.0,,8.48
,,2017 - 2018,,,,,,,210.0,,8.48
,,2018 - 2019,,,,,,,210.0,,8.48
,,2019 - 2020,,,,,,,214.0,,8.5
,,2020 - 2021,,,,,,,216.0,,8.52
,,2021 - 2022,,,,,,,139.0,597.0,4.29
,,2022 - 2023,,,,,,,159.0,,9.46
,Noklak,2022 - 2023,,,,,,,80.0,758.0,9.48
,Nuiland,2022 - 2023,,,,,,,44.0,422.0,9.59
,Peren,2011 - 2012,,,,,,,80.0,670.0,8.38
,,2012 - 2013,,,,,,,90.0,770.0,8.56
,,2013 - 2014,,,,,,,110.0,930.0,8.45
,,2014 - 2015,,,,,,,110.0,930.0,8.45
,,2015 - 2016,,,,,,,110.0,930.0,8.45
,,2016 - 2017,,,,,,,120.0,,8.5
,,2017 - 2018,,,,,,,120.0,,8.5
,,2018 - 2019,,,,,,,130.0,,8.54
,,2019 - 2020,,,,,,,133.0,,8.53
,,2020 - 2021,,,,,,,134.0,,8.56
,,2021 - 2022,,,,,,,180.0,,7.21
,,2022 - 2023,,,,,,,129.0,,9.55
,Phek,2011 - 2012,,,,,,,130.0,,8.46
,,2012 - 2013,,,,,,,150.0,,8.53
,,2013 - 2014,,,,,,,160.0,,8.44
,,2014 - 2015,,,,,,,170.0,,8.53
,,2015 - 2016,,,,,,,170.0,,8.53
,,2016 - 2017,,,,,,,180.0,,8.5
,,2017 - 2018,,,,,,,180.0,,8.5
,,2018 - 2019,,,,,,,180.0,,8.5
,,2019 - 2020,,,,,,,184.0,,8.5
,,2020 - 2021,,,,,,,186.0,,8.51
,,2021 - 2022,,,,,,,67.0,297.0,4.43
,,2022 - 2023,,,,,,,181.0,,9.51
,Shamator,2022 - 2023,,,,,,,96.0,914.0,9.52
,Tseminyu,2022 - 2023,,,,,,,66.0,632.0,9.58
,Tuensang,2011 - 2012,,,,,,,120.0,,8.42
,,2012 - 2013,,,,,,,140.0,,8.5
,,2013 - 2014,,,,,,,160.0,,8.56
,,2014 - 2015,,,,,,,170.0,,8.53
,,2015 - 2016,,,,,,,190.0,,8.53
,,2016 - 2017,,,,,,,210.0,,8.57
,,2017 - 2018,,,,,,,210.0,,8.57
,,2018 - 2019,,,,,,,210.0,,8.57
,,2019 - 2020,,,,,,,215.0,,8.56
,,2020 - 2021,,,,,,,217.0,,8.57
,,2022 - 2023,,,,,,,84.0,799.0,9.51
,Wokha,2011 - 2012,,,,,,,100.0,840.0,8.4
,,2012 - 2013,,,,,,,110.0,940.0,8.55
,,2013 - 2014,,,,,,,120.0,,8.5
,,2014 - 2015,,,,,,,130.0,,8.54
,,2015 - 2016,,,,,,,130.0,,8.46
,,2016 - 2017,,,,,,,140.0,,8.57
,,2017 - 2018,,,,,,,140.0,,8.57
,,2018 - 2019,,,,,,,150.0,,8.47
,,2019 - 2020,,,,,,,153.0,,8.48
,,2020 - 2021,,,,,,,155.0,,8.47
,,2022 - 2023,,,,,,,147.0,,9.54
,Zunheboto,2011 - 2012,,,,,,,140.0,,8.43
,,2012 - 2013,,,,,,,150.0,,8.53
,,2013 - 2014,,,,,,,160.0,,8.5
,,2014 - 2015,,,,,,,170.0,,8.53
,,2015 - 2016,,,,,,,170.0,,8.53
,,2016 - 2017,,,,,,,180.0,,8.5
,,2017 - 2018,,,,,,,190.0,,8.47
,,2018 - 2019,,,,,,,190.0,,8.47
,,2019 - 2020,,,,,,,194.0,,8.48
,,2020 - 2021,,,,,,,196.0,,8.49
,,2021 - 2022,,,,,,,29.0,215.0,7.41
,,2022 - 2023,,,,,,,187.0,,9.56
Odisha,Anugul,2000 - 2001,,,8.15,,,,,,
,,2001 - 2002,,,8.09,,,,,,
,,2002 - 2003,,,8.12,,,,,,
,,2003 - 2004,,,8.34,,,,,,
,,2004 - 2005,,,8.33,,,,,,
,,2019 - 2020,,,,190.0,,8.16,790.0,,9.54
,Balangir,2000 - 2001,,,6.79,,,,,,
,,2001 - 2002,,,8.11,,,,,,
,,2002 - 2003,,,8.28,,,,,,
,,2003 - 2004,,,8.4,,,,,,
,,2004 - 2005,,,8.4,,,,,,
,,2019 - 2020,,,,130.0,,9.08,830.0,,9.95
,Baleshwar,2000 - 2001,930.0,,7.11,,,,,,
,,2001 - 2002,950.0,,8.15,,,,,,
,,2002 - 2003,120.0,,8.33,,,,,,
,,2003 - 2004,130.0,,8.15,,,,,,
,,2004 - 2005,127.0,,8.27,,,,,,
,,2019 - 2020,,,,50.0,420.0,8.4,310.0,,9.0
,Bargarh,2000 - 2001,,,7.9,,,,,,
,,2001 - 2002,,,8.18,,,,,,
,,2002 - 2003,,,8.24,,,,,,
,,2003 - 2004,,,8.34,,,,,,
,,2004 - 2005,,,8.35,,,,,,
,,2019 - 2020,,,,50.0,450.0,9.0,270.0,,9.19
,Bhadrak,2000 - 2001,60.0,530.0,8.83,,,,,,
,,2001 - 2002,80.0,690.0,8.63,,,,,,
,,2002 - 2003,120.0,,8.33,,,,,,
,,2003 - 2004,120.0,,8.42,,,,,,
,,2004 - 2005,107.0,889.0,8.31,,,,,,
,,2019 - 2020,,,,,,,600.0,,9.42
,Boudh,2000 - 2001,300.0,,8.3,,,,,,
,,2001 - 2002,340.0,,8.0,,,,,,
,,2002 - 2003,370.0,,8.11,,,,,,
,,2003 - 2004,360.0,,8.33,,,,,,
,,2004 - 2005,371.0,,8.24,,,,,,
,,2019 - 2020,,,,90.0,830.0,9.22,460.0,,8.43
,Cuttack,2000 - 2001,580.0,,8.31,,,,,,
,,2001 - 2002,610.0,,8.2,,,,,,
,,2002 - 2003,620.0,,8.05,,,,,,
,,2003 - 2004,600.0,,8.27,,,,,,
,,2004 - 2005,636.0,,8.22,,,,,,
,,2019 - 2020,,,,140.0,,9.14,680.0,,8.21
,Deogarh,2000 - 2001,,,8.14,,,,,,
,,2001 - 2002,,,8.22,,,,,,
,,2002 - 2003,610.0,,8.34,,,,,,
,,2003 - 2004,620.0,,8.47,,,,,,
,,2004 - 2005,627.0,,8.49,,,,,,
,,2019 - 2020,,,,50.0,450.0,9.0,870.0,,9.37
,Dhenkanal,2000 - 2001,810.0,,8.16,,,,,,
,,2001 - 2002,850.0,,8.32,,,,,,
,,2002 - 2003,,,8.31,,,,,,
,,2003 - 2004,,,8.45,,,,,,
,,2004 - 2005,,,8.43,,,,,,
,,2019 - 2020,,,,690.0,,9.45,,,9.93
,Gajapati,2000 - 2001,730.0,,8.34,,,,,,
,,2001 - 2002,760.0,,8.24,,,,,,
,,2002 - 2003,,,8.09,,,,,,
,,2003 - 2004,,,8.32,,,,,,
,,2004 - 2005,,,8.33,,,,,,
,,2019 - 2020,,,,590.0,,9.08,,,9.39
,Ganjam,2000 - 2001,,,7.4,,,,,,
,,2001 - 2002,,,8.31,,,,,,
,,2002 - 2003,,,8.3,,,,,,
,,2003 - 2004,,,8.44,,,,,,
,,2004 - 2005,,,8.43,,,,,,
,,2019 - 2020,,,,,,8.75,,,9.69
,Jagatsinghapur,2000 - 2001,190.0,,8.16,,,,,,
,,2001 - 2002,200.0,,8.4,,,,,,
,,2002 - 2003,190.0,,7.89,,,,,,
,,2003 - 2004,190.0,,12.89,,,,,,
,,2004 - 2005,191.0,,12.98,,,,,,
,,2019 - 2020,,,,90.0,750.0,8.33,140.0,,9.07
,Jajapur,2000 - 2001,380.0,,8.24,,,,,,
,,2001 - 2002,390.0,,8.38,,,,,,
,,2002 - 2003,130.0,,7.69,,,,,,
,,2003 - 2004,130.0,,7.85,,,,,,
,,2004 - 2005,129.0,,8.15,,,,,,
,,2019 - 2020,,,,90.0,840.0,9.33,160.0,,7.88
,Jharsuguda,2000 - 2001,,,7.9,,,,,,
,,2001 - 2002,,,7.87,,,,,,
,,2002 - 2003,20.0,200.0,10.0,,,,,,
,,2003 - 2004,30.0,230.0,7.67,,,,,,
,,2004 - 2005,26.0,218.0,8.38,,,,,,
,,2019 - 2020,,,,40.0,370.0,9.25,210.0,,9.24
,Kalahandi,2000 - 2001,,,8.44,,,,,,
,,2001 - 2002,,,8.46,,,,,,
,,2002 - 2003,250.0,,8.24,,,,,,
,,2003 - 2004,250.0,,8.28,,,,,,
,,2004 - 2005,258.0,,8.36,,,,,,
,,2019 - 2020,,,,190.0,,8.84,600.0,,10.68
,Kandhamal,2000 - 2001,,,5.53,,,,,,
,,2001 - 2002,,,7.79,,,,,,
,,2002 - 2003,,,8.22,,,,,,
,,2003 - 2004,,,8.37,,,,,,
,,2004 - 2005,,,8.37,,,,,,
,,2019 - 2020,,,,,,,,,9.36
,Kendrapara,2000 - 2001,90.0,740.0,8.22,,,,,,
,,2001 - 2002,100.0,790.0,7.9,,,,,,
,,2002 - 2003,190.0,,7.89,,,,,,
,,2003 - 2004,250.0,,8.12,,,,,,
,,2004 - 2005,233.0,,8.13,,,,,,
,,2019 - 2020,,,,,,,250.0,,9.84
,Kendujhar,2000 - 2001,,,3.1,,,,,,
,,2001 - 2002,,,8.19,,,,,,
,,2002 - 2003,,,8.05,,,,,,
,,2003 - 2004,,,8.37,,,,,,
,,2004 - 2005,,,8.38,,,,,,
,,2019 - 2020,,,,140.0,,9.07,,,10.25
,Khordha,2000 - 2001,50.0,410.0,8.2,,,,,,
,,2001 - 2002,80.0,680.0,8.5,,,,,,
,,2002 - 2003,70.0,600.0,8.57,,,,,,
,,2003 - 2004,70.0,610.0,8.71,,,,,,
,,2004 - 2005,77.0,636.0,8.26,,,,,,
,,2019 - 2020,,,,10.0,90.0,9.0,300.0,,9.53
,Koraput,2000 - 2001,,,7.6,,,,,,
,,2001 - 2002,,,7.99,,,,,,
,,2002 - 2003,,,8.19,,,,,,
,,2003 - 2004,,,8.32,,,,,,
,,2004 - 2005,,,8.32,,,,,,
,,2019 - 2020,,,,280.0,,9.04,,,9.15
,Malkangiri,2000 - 2001,,,7.89,,,,,,
,,2001 - 2002,,,7.99,,,,,,
,,2002 - 2003,,,8.54,,,,,,
,,2003 - 2004,,,8.55,,,,,,
,,2004 - 2005,,,8.54,,,,,,
,,2019 - 2020,,,,,,,,,9.57
,Mayurbhanj,2000 - 2001,,,8.14,,,,,,
,,2001 - 2002,,,8.02,,,,,,
,,2002 - 2003,,,8.08,,,,,,
,,2003 - 2004,,,8.12,,,,,,
,,2004 - 2005,,,8.13,,,,,,
,,2019 - 2020,,,,,,,,,10.55
,Nabarangpur,2000 - 2001,,,7.93,,,,,,
,,2001 - 2002,,,7.97,,,,,,
,,2002 - 2003,120.0,,8.33,,,,,,
,,2003 - 2004,130.0,,8.0,,,,,,
,,2004 - 2005,129.0,,8.26,,,,,,
,,2019 - 2020,,,,,,,280.0,,10.14
,Nayagarh,2000 - 2001,120.0,,8.67,,,,,,
,,2001 - 2002,140.0,,8.14,,,,,,
,,2002 - 2003,250.0,,8.0,,,,,,
,,2003 - 2004,250.0,,8.2,,,,,,
,,2004 - 2005,258.0,,8.22,,,,,,
,,2019 - 2020,,,,,,,480.0,,10.15
,Nuapada,2000 - 2001,540.0,,9.07,,,,,,
,,2001 - 2002,550.0,,8.44,,,,,,
,,2002 - 2003,,,8.19,,,,,,
,,2003 - 2004,,,8.32,,,,,,
,,2004 - 2005,,,8.34,,,,,,
,,2019 - 2020,,,,,,,,,9.23
,Puri,2000 - 2001,40.0,320.0,8.0,,,,,,
,,2001 - 2002,50.0,430.0,8.6,,,,,,
,,2002 - 2003,50.0,410.0,8.2,,,,,,
,,2003 - 2004,50.0,430.0,8.6,,,,,,
,,2004 - 2005,50.0,406.0,8.12,,,,,,
,,2019 - 2020,,,,40.0,360.0,9.0,240.0,,9.33
,Rayagada,2000 - 2001,,,7.5,,,,,,
,,2001 - 2002,,,7.8,,,,,,
,,2002 - 2003,,,8.21,,,,,,
,,2003 - 2004,,,8.38,,,,,,
,,2004 - 2005,,,8.36,,,,,,
,,2019 - 2020,,,,170.0,,9.0,,,9.95
,Sambalpur,2000 - 2001,,,7.92,,,,,,
,,2001 - 2002,,,7.99,,,,,,
,,2002 - 2003,,,8.16,,,,,,
,,2003 - 2004,,,8.32,,,,,,
,,2004 - 2005,,,8.31,,,,,,
,,2019 - 2020,,,,240.0,,9.08,,,9.6
,Sonepur,2000 - 2001,400.0,,8.7,,,,,,
,,2001 - 2002,450.0,,8.42,,,,,,
,,2002 - 2003,250.0,,8.0,,,,,,
,,2003 - 2004,270.0,,8.41,,,,,,
,,2004 - 2005,258.0,,8.45,,,,,,
,,2019 - 2020,,,,290.0,,9.03,780.0,,9.36
,Sundargarh,2000 - 2001,,,7.29,,,,,,
,,2001 - 2002,,,8.51,,,,,,
,,2002 - 2003,,,7.91,,,,,,
,,2003 - 2004,,,8.22,,,,,,
,,2004 - 2005,,,8.23,,,,,,
,,2019 - 2020,,,,700.0,,9.11,,,10.23
Puducherry,Pondicherry,2007 - 2008,,,,1.0,1.0,1.0,,,
,,2008 - 2009,,,,1.0,1.0,1.0,,,
,,2009 - 2010,,,,,,,1.0,,0.0
,,2010 - 2011,,,,,,,1.0,8.0,8.0
,,2012 - 2013,,,,2.0,18.0,9.0,2.0,24.0,12.0
,,2013 - 2014,,,,1.0,10.0,10.0,1.0,9.0,9.0
,,2014 - 2015,,,,2.0,23.0,11.5,4.0,60.0,15.0
,,2015 - 2016,,,,3.0,34.0,11.33,5.0,73.0,14.6
,,2016 - 2017,,,,,,,6.0,60.0,10.0
,,2017 - 2018,,,,1.0,8.0,8.0,7.0,35.0,5.0
,,2018 - 2019,,,,,,,3.0,24.0,8.0
,,2019 - 2020,,,,1.0,9.0,9.0,5.0,45.0,9.0
,,2020 - 2021,,,,1.0,9.0,9.0,3.0,27.0,9.0
,,2021 - 2022,,,,4.0,36.0,9.0,3.0,27.0,9.0
,,2022 - 2023,,,,4.0,36.0,9.0,1.0,9.0,9.0
Rajasthan,Ajmer,2000 - 2001,25.0,20.0,0.8,,,,,,
,,2001 - 2002,30.0,24.0,0.8,,,,,,
,,2002 - 2003,27.0,11.0,0.41,,,,,,
,,2003 - 2004,44.0,107.0,2.43,,,,,,
,,2004 - 2005,56.0,40.0,0.71,,,,,,
,,2005 - 2006,109.0,109.0,1.0,,,,,,
,,2006 - 2007,82.0,155.0,1.89,,,,,,
,,2007 - 2008,110.0,161.0,1.46,,,,,,
,,2008 - 2009,131.0,,0.0,,,,,,
,,2009 - 2010,123.0,,0.0,,,,,,
,,2010 - 2011,102.0,134.0,1.31,,,,,,
,,2011 - 2012,78.0,90.0,1.15,,,,,,
,,2012 - 2013,60.0,68.0,1.13,,,,,,
,,2013 - 2014,54.0,70.0,1.3,,,,,,
,,2014 - 2015,1.0,1.0,1.0,,,,,,
,,2015 - 2016,23.0,69.0,3.0,,,,,,
,,2016 - 2017,10.0,11.0,1.1,,,,,,
,,2017 - 2018,3.0,22.0,7.33,,,,,,
,,2018 - 2019,1.0,2.0,2.0,,,,,,
,,2019 - 2020,1.0,10.0,10.0,,,,,,
,,2020 - 2021,17.0,68.0,4.0,,,,,,
,,2021 - 2022,12.0,37.0,3.08,,,,,,
,,2022 - 2023,2.0,3.0,1.5,,,,,,
,Alwar,2001 - 2002,4.0,6.0,1.5,,,,,,
,,2002 - 2003,15.0,11.0,0.73,,,,,,
,,2003 - 2004,33.0,234.0,7.09,,,,,,
,,2004 - 2005,45.0,159.0,3.53,,,,,,
,,2005 - 2006,6.0,6.0,1.0,,,,,,
,,2006 - 2007,7.0,12.0,1.71,,,,,,
,,2007 - 2008,30.0,101.0,3.37,,,,,,
,,2008 - 2009,28.0,,0.0,,,,,,
,,2009 - 2010,20.0,,0.0,,,,,,
,,2010 - 2011,17.0,65.0,3.82,,,,,,
,,2011 - 2012,15.0,60.0,4.0,,,,,,
,,2012 - 2013,12.0,25.0,2.08,,,,,,
,,2013 - 2014,8.0,14.0,1.75,,,,,,
,,2014 - 2015,11.0,33.0,3.0,,,,,,
,,2015 - 2016,32.0,116.0,3.63,,,,,,
,,2016 - 2017,21.0,66.0,3.14,,,,,,
,,2018 - 2019,3.0,24.0,8.0,,,,,,
,,2021 - 2022,1.0,5.0,5.0,,,,,,
,Banswara,2011 - 2012,1.0,20.0,20.0,,,,,,
,,2012 - 2013,1.0,20.0,20.0,,,,,,
,,2013 - 2014,1.0,,0.0,,,,,,
,,2022 - 2023,4.0,20.0,5.0,,,,,,
,Baran,2000 - 2001,13.0,14.0,1.08,,,,,,
,,2001 - 2002,12.0,7.0,0.58,,,,,,
,,2002 - 2003,9.0,1.0,0.11,,,,,,
,,2003 - 2004,4.0,5.0,1.25,,,,,,
,,2004 - 2005,12.0,16.0,1.33,,,,,,
,,2005 - 2006,14.0,34.0,2.43,,,,,,
,,2006 - 2007,16.0,62.0,3.88,,,,,,
,,2007 - 2008,3.0,12.0,4.0,,,,,,
,,2008 - 2009,3.0,,0.0,,,,,,
,,2011 - 2012,1.0,,0.0,,,,,,
,,2012 - 2013,6.0,5.0,0.83,,,,,,
,,2019 - 2020,2.0,5.0,2.5,,,,,,
,,2020 - 2021,11.0,28.0,2.55,,,,,,
,,2021 - 2022,2.0,5.0,2.5,,,,,,
,Barmer,2000 - 2001,21.0,5.0,0.24,,,,,,
,,2001 - 2002,18.0,9.0,0.5,,,,,,
,,2002 - 2003,27.0,27.0,1.0,,,,,,
,,2003 - 2004,38.0,39.0,1.03,,,,,,
,,2004 - 2005,29.0,21.0,0.72,,,,,,
,,2005 - 2006,33.0,34.0,1.03,,,,,,
,,2006 - 2007,21.0,21.0,1.0,,,,,,
,,2008 - 2009,18.0,,0.0,,,,,,
,,2011 - 2012,183.0,120.0,0.66,,,,,,
,,2012 - 2013,26.0,25.0,0.96,,,,,,
,,2013 - 2014,33.0,33.0,1.0,,,,,,
,,2014 - 2015,24.0,9.0,0.38,,,,,,
,,2015 - 2016,36.0,106.0,2.94,,,,,,
,,2016 - 2017,38.0,38.0,1.0,,,,,,
,,2017 - 2018,55.0,55.0,1.0,,,,,,
,,2018 - 2019,39.0,39.0,1.0,,,,,,
,,2019 - 2020,46.0,46.0,1.0,,,,,,
,,2020 - 2021,49.0,49.0,1.0,,,,,,
,,2021 - 2022,16.0,16.0,1.0,,,,,,
,,2022 - 2023,11.0,11.0,1.0,,,,,,
,Bharatpur,2000 - 2001,122.0,367.0,3.01,,,,,,
,,2001 - 2002,144.0,306.0,2.13,,,,,,
,,2002 - 2003,184.0,144.0,0.78,,,,,,
,,2003 - 2004,293.0,,5.61,,,,,,
,,2004 - 2005,299.0,,4.0,,,,,,
,,2005 - 2006,116.0,396.0,3.41,,,,,,
,,2006 - 2007,100.0,439.0,4.39,,,,,,
,,2007 - 2008,201.0,920.0,4.58,,,,,,
,,2008 - 2009,139.0,,0.0,,,,,,
,,2009 - 2010,96.0,,0.0,,,,,,
,,2010 - 2011,112.0,461.0,4.12,,,,,,
,,2011 - 2012,44.0,213.0,4.84,,,,,,
,,2012 - 2013,26.0,121.0,4.65,,,,,,
,,2013 - 2014,12.0,116.0,9.67,,,,,,
,,2014 - 2015,18.0,125.0,6.94,,,,,,
,,2015 - 2016,24.0,141.0,5.88,,,,,,
,,2016 - 2017,25.0,207.0,8.28,,,,,,
,,2017 - 2018,13.0,119.0,9.15,,,,,,
,,2018 - 2019,9.0,73.0,8.11,,,,,,
,,2019 - 2020,12.0,104.0,8.67,,,,,,
,,2020 - 2021,19.0,152.0,8.0,,,,,,
,,2021 - 2022,4.0,14.0,3.5,,,,,,
,,2022 - 2023,1.0,7.0,7.0,,,,,,
,Bhilwara,2000 - 2001,2.0,3.0,1.5,,,,,,
,,2001 - 2002,21.0,52.0,2.48,,,,,,
,,2002 - 2003,11.0,26.0,2.36,,,,,,
,,2003 - 2004,9.0,36.0,4.0,,,,,,
,,2004 - 2005,17.0,38.0,2.24,,,,,,
,,2005 - 2006,27.0,39.0,1.44,,,,,,
,,2006 - 2007,26.0,34.0,1.31,,,,,,
,,2007 - 2008,53.0,65.0,1.23,,,,,,
,,2008 - 2009,8.0,,0.0,,,,,,
,,2009 - 2010,6.0,,0.0,,,,,,
,,2011 - 2012,3.0,4.0,1.33,,,,,,
,,2012 - 2013,4.0,4.0,1.0,,,,,,
,,2013 - 2014,5.0,7.0,1.4,,,,,,
,,2014 - 2015,9.0,11.0,1.22,,,,,,
,,2015 - 2016,1.0,2.0,2.0,,,,,,
,,2016 - 2017,2.0,2.0,1.0,,,,,,
,,2021 - 2022,5.0,6.0,1.2,,,,,,
,Bikaner,2002 - 2003,1.0,0.0,0.0,,,,,,
,,2003 - 2004,4.0,2.0,0.5,,,,,,
,,2004 - 2005,1.0,,0.0,,,,,,
,,2005 - 2006,1.0,1.0,1.0,,,,,,
,,2006 - 2007,2.0,2.0,1.0,,,,,,
,,2021 - 2022,2.0,2.0,1.0,,,,,,
,,2022 - 2023,2.0,19.0,9.5,,,,,,
,Bundi,2000 - 2001,62.0,52.0,0.84,,,,,,
,,2001 - 2002,101.0,98.0,0.97,,,,,,
,,2002 - 2003,156.0,58.0,0.37,,,,,,
,,2003 - 2004,276.0,103.0,0.37,,,,,,
,,2004 - 2005,341.0,,4.0,,,,,,
,,2005 - 2006,172.0,600.0,3.49,,,,,,
,,2006 - 2007,208.0,,7.53,,,,,,
,,2007 - 2008,256.0,,7.79,,,,,,
,,2008 - 2009,161.0,,0.0,,,,,,
,,2009 - 2010,109.0,,0.0,,,,,,
,,2010 - 2011,58.0,281.0,4.84,,,,,,
,,2011 - 2012,84.0,358.0,4.26,,,,,,
,,2012 - 2013,91.0,472.0,5.19,,,,,,
,,2013 - 2014,44.0,199.0,4.52,,,,,,
,,2014 - 2015,62.0,304.0,4.9,,,,,,
,,2015 - 2016,91.0,156.0,1.71,,,,,,
,,2016 - 2017,83.0,113.0,1.36,,,,,,
,,2017 - 2018,97.0,137.0,1.41,,,,,,
,,2018 - 2019,93.0,602.0,6.47,,,,,,
,,2019 - 2020,99.0,512.0,5.17,,,,,,
,,2020 - 2021,62.0,495.0,7.98,,,,,,
,,2021 - 2022,7.0,65.0,9.29,,,,,,
,,2022 - 2023,18.0,125.0,6.94,,,,,,
,Chittorgarh,2000 - 2001,4.0,6.0,1.5,,,,,,
,,2001 - 2002,7.0,6.0,0.86,,,,,,
,,2002 - 2003,16.0,50.0,3.13,,,,,,
,,2003 - 2004,8.0,30.0,3.75,,,,,,
,,2004 - 2005,13.0,41.0,3.15,,,,,,
,,2005 - 2006,24.0,136.0,5.67,,,,,,
,,2006 - 2007,18.0,77.0,4.28,,,,,,
,,2007 - 2008,13.0,103.0,7.92,,,,,,
,,2008 - 2009,2.0,,0.0,,,,,,
,,2010 - 2011,2.0,2.0,1.0,,,,,,
,,2011 - 2012,1.0,1.0,1.0,,,,,,
,,2012 - 2013,14.0,7.0,0.5,,,,,,
,,2013 - 2014,11.0,32.0,2.91,,,,,,
,,2014 - 2015,6.0,30.0,5.0,,,,,,
,,2015 - 2016,20.0,103.0,5.15,,,,,,
,,2016 - 2017,3.0,13.0,4.33,,,,,,
,,2017 - 2018,5.0,24.0,4.8,,,,,,
,,2018 - 2019,14.0,120.0,8.57,,,,,,
,,2019 - 2020,28.0,151.0,5.39,,,,,,
,,2020 - 2021,23.0,160.0,6.96,,,,,,
,,2021 - 2022,5.0,28.0,5.6,,,,,,
,,2022 - 2023,1.0,1.0,1.0,,,,,,
,Churu,2001 - 2002,4.0,2.0,0.5,,,,,,
,,2002 - 2003,12.0,18.0,1.5,,,,,,
,,2004 - 2005,18.0,4.0,0.22,,,,,,
,,2008 - 2009,3.0,,0.0,,,,,,
,,2015 - 2016,3.0,3.0,1.0,,,,,,
,,2016 - 2017,4.0,4.0,1.0,,,,,,
,,2017 - 2018,4.0,6.0,1.5,,,,,,
,,2021 - 2022,1.0,15.0,15.0,,,,,,
,Dausa,2000 - 2001,1.0,1.0,1.0,,,,,,
,,2001 - 2002,3.0,6.0,2.0,,,,,,
,,2002 - 2003,2.0,7.0,3.5,,,,,,
,,2003 - 2004,4.0,17.0,4.25,,,,,,
,,2004 - 2005,4.0,6.0,1.5,,,,,,
,,2005 - 2006,2.0,2.0,1.0,,,,,,
,,2006 - 2007,2.0,2.0,1.0,,,,,,
,,2007 - 2008,4.0,5.0,1.25,,,,,,
,,2010 - 2011,2.0,4.0,2.0,,,,,,
,,2013 - 2014,1.0,2.0,2.0,,,,,,
,Dholpur,2000 - 2001,14.0,19.0,1.36,,,,,,
,,2001 - 2002,24.0,135.0,5.63,,,,,,
,,2002 - 2003,27.0,47.0,1.74,,,,,,
,,2003 - 2004,39.0,39.0,1.0,,,,,,
,,2004 - 2005,30.0,31.0,1.03,,,,,,
,,2005 - 2006,21.0,,0.0,,,,,,
,,2006 - 2007,34.0,34.0,1.0,,,,,,
,,2007 - 2008,75.0,103.0,1.37,,,,,,
,,2008 - 2009,48.0,,0.0,,,,,,
,,2009 - 2010,32.0,,0.0,,,,,,
,,2010 - 2011,27.0,40.0,1.48,,,,,,
,,2011 - 2012,87.0,237.0,2.72,,,,,,
,,2012 - 2013,67.0,133.0,1.99,,,,,,
,,2013 - 2014,50.0,125.0,2.5,,,,,,
,,2014 - 2015,32.0,77.0,2.41,,,,,,
,,2015 - 2016,33.0,78.0,2.36,,,,,,
,,2016 - 2017,37.0,444.0,12.0,,,,,,
,,2017 - 2018,32.0,384.0,12.0,,,,,,
,,2018 - 2019,32.0,386.0,12.06,,,,,,
,,2019 - 2020,32.0,380.0,11.88,,,,,,
