state,district,year,banana_whole_year_area_hectare,banana_whole_year_production_tonne,banana_whole_year_yield_tonne_per_hectare,banana_kharif_area_hectare,banana_kharif_production_tonne,banana_kharif_yield_tonne_per_hectare,banana_rabi_area_hectare,banana_rabi_production_tonne,banana_rabi_yield_tonne_per_hectare,banana_summer_area_hectare,banana_summer_production_tonne,banana_summer_yield_tonne_per_hectare
,,2015 - 2016,,,,,,12.6,,,,,,
,,2016 - 2017,,,,,,13.43,,,,,,
,,2017 - 2018,,,,,,13.43,,,,,,
,,2018 - 2019,,,,,,13.43,,,,,,
,,2019 - 2020,,,,,,13.44,,,,,,
,,2020 - 2021,,,,,,13.44,,,,,,
,,2021 - 2022,,,,,,13.44,,,,,,
,,2022 - 2023,,,,,,13.44,,,,,,
,Ri bhoi,2000 - 2001,797.0,,17.45,,,,,,,,,
,,2002 - 2003,805.0,,17.46,,,,,,,,,
,,2003 - 2004,865.0,,16.92,,,,,,,,,
,,2004 - 2005,893.0,,16.48,,,,,,,,,
,,2005 - 2006,908.0,,16.36,,,,,,,,,
,,2006 - 2007,,,,905.0,,16.36,,,,,,
,,2008 - 2009,910.0,,16.4,,,,,,,,,
,,2009 - 2010,,,,872.0,,16.94,,,,,,
,,2010 - 2011,,,,897.0,,16.89,,,,,,
,,2011 - 2012,,,,898.0,,16.94,,,,,,
,,2012 - 2013,,,,913.0,,17.24,,,,,,
,,2013 - 2014,,,,919.0,,17.5,,,,,,
,,2014 - 2015,,,,924.0,,17.64,,,,,,
,,2015 - 2016,,,,928.0,,17.77,,,,,,
,,2016 - 2017,,,,945.0,,18.56,,,,,,
,,2017 - 2018,,,,949.0,,18.56,,,,,,
,,2018 - 2019,,,,950.0,,18.56,,,,,,
,,2019 - 2020,,,,951.0,,18.56,,,,,,
,,2020 - 2021,,,,952.0,,18.57,,,,,,
,,2021 - 2022,,,,953.0,,18.57,,,,,,
,,2022 - 2023,,,,960.0,,18.57,,,,,,
,South garo hills,2000 - 2001,272.0,,12.41,,,,,,,,,
,,2002 - 2003,296.0,,12.42,,,,,,,,,
,,2003 - 2004,324.0,,11.42,,,,,,,,,
,,2004 - 2005,348.0,,10.63,,,,,,,,,
,,2005 - 2006,376.0,,10.63,,,,,,,,,
,,2006 - 2007,,,,380.0,,10.63,,,,,,
,,2008 - 2009,380.0,,10.58,,,,,,,,,
,,2009 - 2010,,,,375.0,,9.81,,,,,,
,,2010 - 2011,,,,376.0,,9.88,,,,,,
,,2011 - 2012,,,,378.0,,9.99,,,,,,
,,2012 - 2013,,,,381.0,,10.15,,,,,,
,,2013 - 2014,,,,383.0,,10.31,,,,,,
,,2014 - 2015,,,,386.0,,10.38,,,,,,
,,2015 - 2016,,,,388.0,,10.55,,,,,,
,,2016 - 2017,,,,393.0,,10.98,,,,,,
,,2017 - 2018,,,,394.0,,10.99,,,,,,
,,2018 - 2019,,,,395.0,,10.99,,,,,,
,,2019 - 2020,,,,396.0,,10.99,,,,,,
,,2020 - 2021,,,,397.0,,10.99,,,,,,
,,2021 - 2022,,,,399.0,,10.99,,,,,,
,,2022 - 2023,,,,478.0,,10.99,,,,,,
,South west garo hills,2013 - 2014,,,,423.0,,12.35,,,,,,
,,2014 - 2015,,,,427.0,,12.37,,,,,,
,,2015 - 2016,,,,429.0,,12.5,,,,,,
,,2016 - 2017,,,,437.0,,13.18,,,,,,
,,2017 - 2018,,,,439.0,,13.18,,,,,,
,,2018 - 2019,,,,440.0,,13.18,,,,,,
,,2019 - 2020,,,,441.0,,13.19,,,,,,
,,2020 - 2021,,,,442.0,,13.19,,,,,,
,,2021 - 2022,,,,444.0,,13.19,,,,,,
,,2022 - 2023,,,,445.0,,13.19,,,,,,
,South west khasi hills,2013 - 2014,,,,277.0,,5.3,,,,,,
,,2014 - 2015,,,,278.0,,5.31,,,,,,
,,2015 - 2016,,,,279.0,,5.35,,,,,,
,,2016 - 2017,,,,285.0,,5.61,,,,,,
,,2017 - 2018,,,,286.0,,5.62,,,,,,
,,2018 - 2019,,,,287.0,,5.62,,,,,,
,,2019 - 2020,,,,288.0,,5.62,,,,,,
,,2020 - 2021,,,,289.0,,5.62,,,,,,
,,2021 - 2022,,,,292.0,,5.62,,,,,,
,,2022 - 2023,,,,292.0,,5.62,,,,,,
,West garo hills,2000 - 2001,,,11.07,,,,,,,,,
,,2002 - 2003,,,12.16,,,,,,,,,
,,2003 - 2004,,,11.95,,,,,,,,,
,,2004 - 2005,,,11.7,,,,,,,,,
,,2005 - 2006,,,11.94,,,,,,,,,
,,2006 - 2007,,,,,,12.22,,,,,,
,,2008 - 2009,,,12.79,,,,,,,,,
,,2009 - 2010,,,,,,12.21,,,,,,
,,2010 - 2011,,,,,,12.22,,,,,,
,,2011 - 2012,,,,,,12.29,,,,,,
,,2012 - 2013,,,,,,12.58,,,,,,
,,2013 - 2014,,,,,,12.88,,,,,,
,,2014 - 2015,,,,,,12.91,,,,,,
,,2015 - 2016,,,,,,13.06,,,,,,
,,2016 - 2017,,,,,,13.64,,,,,,
,,2017 - 2018,,,,,,13.64,,,,,,
,,2018 - 2019,,,,,,13.64,,,,,,
,,2019 - 2020,,,,,,13.64,,,,,,
,,2020 - 2021,,,,,,13.65,,,,,,
,,2021 - 2022,,,,,,13.65,,,,,,
,,2022 - 2023,,,,,,13.65,,,,,,
,West jaintia hills,2013 - 2014,,,,253.0,829.0,3.28,,,,,,
,,2014 - 2015,,,,255.0,837.0,3.28,,,,,,
,,2015 - 2016,,,,257.0,858.0,3.34,,,,,,
,,2016 - 2017,,,,257.0,858.0,3.34,,,,,,
,,2017 - 2018,,,,259.0,866.0,3.34,,,,,,
,,2018 - 2019,,,,259.0,866.0,3.34,,,,,,
,,2019 - 2020,,,,260.0,870.0,3.35,,,,,,
,,2020 - 2021,,,,261.0,874.0,3.35,,,,,,
,,2021 - 2022,,,,262.0,878.0,3.35,,,,,,
,,2022 - 2023,,,,263.0,882.0,3.35,,,,,,
,West khasi hills,2000 - 2001,662.0,,7.82,,,,,,,,,
,,2002 - 2003,630.0,,6.88,,,,,,,,,
,,2003 - 2004,652.0,,6.52,,,,,,,,,
,,2004 - 2005,735.0,,5.8,,,,,,,,,
,,2005 - 2006,746.0,,5.81,,,,,,,,,
,,2006 - 2007,,,,745.0,,6.35,,,,,,
,,2008 - 2009,750.0,,6.18,,,,,,,,,
,,2009 - 2010,,,,782.0,,5.29,,,,,,
,,2010 - 2011,,,,785.0,,5.41,,,,,,
,,2011 - 2012,,,,786.0,,5.45,,,,,,
,,2012 - 2013,,,,790.0,,5.54,,,,,,
,,2013 - 2014,,,,518.0,,5.79,,,,,,
,,2014 - 2015,,,,521.0,,5.82,,,,,,
,,2015 - 2016,,,,523.0,,5.9,,,,,,
,,2016 - 2017,,,,532.0,,6.13,,,,,,
,,2017 - 2018,,,,533.0,,6.13,,,,,,
,,2018 - 2019,,,,534.0,,6.13,,,,,,
,,2019 - 2020,,,,535.0,,6.13,,,,,,
,,2020 - 2021,,,,536.0,,6.14,,,,,,
,,2021 - 2022,,,,643.0,,6.14,,,,,,
,,2022 - 2023,,,,643.0,,6.14,,,,,,
Puducherry,Karaikal,2000 - 2001,11.0,308.0,28.0,,,,,,,,,
,,2001 - 2002,10.0,300.0,30.0,,,,,,,,,
,,2002 - 2003,14.0,350.0,25.0,,,,,,,,,
,,2003 - 2004,13.0,332.0,25.54,,,,,,,,,
,,2004 - 2005,13.0,520.0,40.0,,,,,,,,,
,,2005 - 2006,13.0,260.0,20.0,,,,,,,,,
,,2006 - 2007,,,,15.0,296.0,19.73,,,,,,
,,2007 - 2008,,,,15.0,300.0,20.0,,,,,,
,,2008 - 2009,,,,15.0,398.0,26.53,,,,,,
,,2009 - 2010,,,,16.0,418.0,26.13,,,,,,
,,2010 - 2011,,,,14.0,225.0,16.07,,,,,,
,,2011 - 2012,,,,15.0,112.0,7.47,,,,,,
,,2012 - 2013,,,,16.0,284.0,17.75,,,,,,
,,2013 - 2014,,,,15.0,113.0,7.53,,,,,,
,,2014 - 2015,,,,13.0,242.0,18.62,,,,,,
,,2015 - 2016,,,,13.0,135.0,10.38,,,,,,
,,2016 - 2017,,,,12.0,193.0,16.08,,,,,,
,,2017 - 2018,,,,11.0,132.0,12.0,,,,,,
,,2018 - 2019,,,,10.0,246.0,24.6,,,,,,
,,2019 - 2020,,,,10.0,203.0,20.3,,,,,,
,,2022 - 2023,,,,9.0,184.0,20.44,,,,,,
,Mahe,2000 - 2001,21.0,420.0,20.0,,,,,,,,,
,,2001 - 2002,19.0,418.0,22.0,,,,,,,,,
,,2002 - 2003,19.0,342.0,18.0,,,,,,,,,
,,2003 - 2004,19.0,304.0,16.0,,,,,,,,,
,,2004 - 2005,19.0,238.0,12.53,,,,,,,,,
,,2005 - 2006,21.0,252.0,12.0,,,,,,,,,
,,2006 - 2007,,,,22.0,268.0,12.18,,,,,,
,,2007 - 2008,,,,18.0,225.0,12.5,,,,,,
,,2008 - 2009,,,,23.0,308.0,13.39,,,,,,
,,2009 - 2010,,,,23.0,297.0,12.91,,,,,,
,,2010 - 2011,,,,24.0,300.0,12.5,,,,,,
,,2011 - 2012,,,,23.0,292.0,12.7,,,,,,
,,2015 - 2016,,,,22.0,213.0,9.68,,,,,,
,,2016 - 2017,,,,21.0,231.0,11.0,,,,,,
,,2017 - 2018,,,,21.0,210.0,10.0,,,,,,
,,2018 - 2019,,,,25.0,275.0,11.0,,,,,,
,,2019 - 2020,,,,25.0,250.0,10.0,,,,,,
,,2022 - 2023,,,,21.0,231.0,11.0,,,,,,
,Pondicherry,2000 - 2001,204.0,,33.0,,,,,,,,,
,,2001 - 2002,195.0,,34.5,,,,,,,,,
,,2002 - 2003,240.0,,30.25,,,,,,,,,
,,2003 - 2004,248.0,,38.14,,,,,,,,,
,,2004 - 2005,270.0,,35.0,,,,,,,,,
,,2005 - 2006,282.0,,35.0,,,,,,,,,
,,2006 - 2007,,,,268.0,,34.8,,,,,,
,,2007 - 2008,,,,285.0,,34.85,,,,,,
,,2008 - 2009,,,,247.0,,39.75,,,,,,
,,2009 - 2010,,,,246.0,,39.25,,,,,,
,,2010 - 2011,,,,228.0,,25.63,,,,,,
,,2011 - 2012,,,,228.0,,12.54,,,,,,
,,2012 - 2013,,,,249.0,,42.64,,,,,,
,,2013 - 2014,,,,209.0,,33.78,,,,,,
,,2014 - 2015,,,,237.0,,29.87,,,,,,
,,2015 - 2016,,,,211.0,,27.9,,,,,,
,,2016 - 2017,,,,219.0,,12.0,,,,,,
,,2017 - 2018,,,,217.0,,12.0,,,,,,
,,2018 - 2019,,,,227.0,,37.9,,,,,,
,,2019 - 2020,,,,238.0,,68.0,,,,,,
,,2022 - 2023,,,,250.0,,37.98,,,,,,
,Yanam,2000 - 2001,3.0,72.0,24.0,,,,,,,,,
,,2001 - 2002,1.0,15.0,15.0,,,,,,,,,
,,2002 - 2003,1.0,13.0,13.0,,,,,,,,,
Rajasthan,Alwar,2000 - 2001,1.0,,0.0,,,,,,,,,
,,2001 - 2002,1.0,,0.0,,,,,,,,,
,,2002 - 2003,1.0,0.0,0.0,,,,,,,,,
,,2003 - 2004,2.0,0.0,0.0,,,,,,,,,
,,2004 - 2005,1.0,,0.0,,,,,,,,,
,,2005 - 2006,2.0,,0.0,,,,,,,,,
,,2006 - 2007,2.0,,0.0,,,,,,,,,
,,2007 - 2008,4.0,,0.0,,,,,,,,,
,,2008 - 2009,2.0,,0.0,,,,,,,,,
,,2009 - 2010,4.0,,0.0,,,,,,,,,
,,2010 - 2011,2.0,,0.0,,,,,,,,,
,,2011 - 2012,1.0,,0.0,,,,,,,,,
,Banswara,2003 - 2004,2.0,0.0,0.0,,,,,,,,,
,,2009 - 2010,5.0,,0.0,,,,,,,,,
,,2011 - 2012,3.0,,0.0,,,,,,,,,
,,2013 - 2014,1.0,,0.0,,,,,,,,,
,,2014 - 2015,1.0,,0.0,,,,,,,,,
,,2015 - 2016,2.0,,0.0,,,,,,,,,
,,2016 - 2017,2.0,18.0,9.0,,,,,,,,,
,,2017 - 2018,2.0,18.0,9.0,,,,,,,,,
,,2018 - 2019,3.0,,0.0,,,,,,,,,
,,2021 - 2022,4.0,0.0,0.0,,,,,,,,,
,Baran,2000 - 2001,1.0,,0.0,,,,,,,,,
,,2007 - 2008,1.0,,0.0,,,,,,,,,
,,2008 - 2009,1.0,,0.0,,,,,,,,,
,,2013 - 2014,2.0,,0.0,,,,,,,,,
,,2014 - 2015,1.0,,0.0,,,,,,,,,
,,2016 - 2017,1.0,8.0,8.0,,,,,,,,,
,,2017 - 2018,1.0,8.0,8.0,,,,,,,,,
,Bhilwara,2015 - 2016,1.0,,0.0,,,,,,,,,
,,2016 - 2017,1.0,1.0,1.0,,,,,,,,,
,Bikaner,2007 - 2008,4.0,,0.0,,,,,,,,,
,,2008 - 2009,4.0,,0.0,,,,,,,,,
,Chittorgarh,2000 - 2001,6.0,,0.0,,,,,,,,,
,,2016 - 2017,9.0,142.0,15.78,,,,,,,,,
,,2017 - 2018,9.0,139.0,15.44,,,,,,,,,
,Dungarpur,2016 - 2017,8.0,18.0,2.25,,,,,,,,,
,,2017 - 2018,8.0,18.0,2.25,,,,,,,,,
,Ganganagar,2021 - 2022,1.0,0.0,0.0,,,,,,,,,
,Jhalawar,2011 - 2012,1.0,,0.0,,,,,,,,,
,Karauli,2004 - 2005,2.0,,0.0,,,,,,,,,
,,2005 - 2006,1.0,,0.0,,,,,,,,,
,,2006 - 2007,1.0,,0.0,,,,,,,,,
,,2007 - 2008,2.0,,0.0,,,,,,,,,
,,2008 - 2009,2.0,,0.0,,,,,,,,,
,,2010 - 2011,1.0,,0.0,,,,,,,,,
,,2011 - 2012,1.0,,0.0,,,,,,,,,
,,2013 - 2014,1.0,,0.0,,,,,,,,,
,,2014 - 2015,1.0,,0.0,,,,,,,,,
,,2015 - 2016,1.0,,0.0,,,,,,,,,
,,2016 - 2017,1.0,7.0,7.0,,,,,,,,,
,,2017 - 2018,1.0,3.0,3.0,,,,,,,,,
,,2019 - 2020,2.0,,0.0,,,,,,,,,
,Kota,2016 - 2017,1.0,,0.0,,,,,,,,,
,,2017 - 2018,1.0,1.0,1.0,,,,,,,,,
,Pali,2000 - 2001,1.0,,0.0,,,,,,,,,
,,2001 - 2002,1.0,,0.0,,,,,,,,,
,,2002 - 2003,2.0,0.0,0.0,,,,,,,,,
,,2003 - 2004,1.0,0.0,0.0,,,,,,,,,
,,2013 - 2014,1.0,,0.0,,,,,,,,,
,,2018 - 2019,1.0,,0.0,,,,,,,,,
,,2019 - 2020,1.0,,0.0,,,,,,,,,
,,2021 - 2022,2.0,0.0,0.0,,,,,,,,,
,Pratapgarh,2001 - 2002,2.0,,0.0,,,,,,,,,
,,2016 - 2017,2.0,45.0,22.5,,,,,,,,,
,Rajsamand,2000 - 2001,1.0,,0.0,,,,,,,,,
,,2002 - 2003,1.0,0.0,0.0,,,,,,,,,
,,2003 - 2004,3.0,0.0,0.0,,,,,,,,,
,,2004 - 2005,2.0,,0.0,,,,,,,,,
,,2007 - 2008,1.0,,0.0,,,,,,,,,
,,2008 - 2009,1.0,,0.0,,,,,,,,,
,,2009 - 2010,1.0,,0.0,,,,,,,,,
,,2013 - 2014,4.0,,0.0,,,,,,,,,
,,2014 - 2015,5.0,,0.0,,,,,,,,,
,,2016 - 2017,3.0,,0.0,,,,,,,,,
,,2017 - 2018,1.0,3.0,3.0,,,,,,,,,
,,2018 - 2019,1.0,,0.0,,,,,,,,,
,,2019 - 2020,1.0,,0.0,,,,,,,,,
,Sirohi,2007 - 2008,5.0,,0.0,,,,,,,,,
,,2015 - 2016,7.0,,0.0,,,,,,,,,
,,2016 - 2017,4.0,16.0,4.0,,,,,,,,,
,,2017 - 2018,3.0,3.0,1.0,,,,,,,,,
,Tonk,2017 - 2018,3.0,420.0,140.0,,,,,,,,,
,,2018 - 2019,7.0,,0.0,,,,,,,,,
,Udaipur,2000 - 2001,6.0,,0.0,,,,,,,,,
,,2016 - 2017,4.0,32.0,8.0,,,,,,,,,
,,2017 - 2018,4.0,44.0,11.0,,,,,,,,,
Tamil Nadu,Ariyalur,2008 - 2009,190.0,,0.0,,,,,,,,,
,,2009 - 2010,134.0,,42.99,,,,,,,,,
,,2011 - 2012,144.0,,43.69,,,,,,,,,
,,2013 - 2014,131.0,,41.53,,,,,,,,,
,,2014 - 2015,156.0,,40.71,,,,,,,,,
,,2015 - 2016,178.0,,38.32,,,,,,,,,
,,2016 - 2017,167.0,,33.23,,,,,,,,,
,,2017 - 2018,157.0,,38.79,,,,,,,,,
,,2018 - 2019,160.0,,39.91,,,,,,,,,
,,2019 - 2020,165.0,,43.2,,,,,,,,,
,,2020 - 2021,176.0,,39.78,,,,,,,,,
,,2021 - 2022,185.0,,38.43,,,,,,,,,
,,2022 - 2023,179.0,,39.35,,,,,,,,,
,Chengalpattu,2020 - 2021,171.0,,39.97,,,,,,,,,
,,2021 - 2022,225.0,,38.56,,,,,,,,,
,,2022 - 2023,280.0,,39.35,,,,,,,,,
,Chennai,2018 - 2019,33.0,,0.0,,,,,,,,,
,,2019 - 2020,27.0,,43.19,,,,,,,,,
,,2020 - 2021,37.0,,40.32,,,,,,,,,
,,2021 - 2022,39.0,,38.31,,,,,,,,,
,,2022 - 2023,8.0,315.0,39.38,,,,,,,,,
,Coimbatore,2000 - 2001,,,32.7,,,,,,,,,
,,2002 - 2003,,,32.7,,,,,,,,,
,,2003 - 2004,,,29.28,,,,,,,,,
,,2004 - 2005,,,46.82,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,39.85,,,,,,,,,
,,2007 - 2008,,,36.47,,,,,,,,,
,,2008 - 2009,,,49.74,,,,,,,,,
,,2009 - 2010,,,40.77,,,,,,,,,
,,2011 - 2012,,,39.37,,,,,,,,,
,,2013 - 2014,,,43.78,,,,,,,,,
,,2014 - 2015,,,38.5,,,,,,,,,
,,2015 - 2016,,,42.49,,,,,,,,,
,,2016 - 2017,,,20.8,,,,,,,,,
,,2017 - 2018,,,30.14,,,,,,,,,
,,2018 - 2019,,,35.54,,,,,,,,,
,,2019 - 2020,,,44.14,,,,,,,,,
,,2020 - 2021,,,40.65,,,,,,,,,
,,2021 - 2022,,,38.54,,,,,,,,,
,,2022 - 2023,,,44.49,,,,,,,,,
,Cuddalore,2000 - 2001,,,24.77,,,,,,,,,
,,2002 - 2003,,,27.97,,,,,,,,,
,,2003 - 2004,,,24.9,,,,,,,,,
,,2004 - 2005,,,26.71,,,,,,,,,
,,2005 - 2006,,,31.1,,,,,,,,,
,,2006 - 2007,,,37.65,,,,,,,,,
,,2007 - 2008,,,36.86,,,,,,,,,
,,2008 - 2009,,,38.08,,,,,,,,,
,,2009 - 2010,,,38.57,,,,,,,,,
,,2011 - 2012,,,23.57,,,,,,,,,
,,2013 - 2014,,,40.4,,,,,,,,,
,,2014 - 2015,,,50.88,,,,,,,,,
,,2015 - 2016,,,58.58,,,,,,,,,
,,2016 - 2017,,,54.19,,,,,,,,,
,,2017 - 2018,,,54.63,,,,,,,,,
,,2018 - 2019,,,46.83,,,,,,,,,
,,2019 - 2020,,,52.35,,,,,,,,,
,,2020 - 2021,,,50.85,,,,,,,,,
,,2021 - 2022,,,56.26,,,,,,,,,
,,2022 - 2023,,,57.77,,,,,,,,,
,Dharmapuri,2000 - 2001,,,39.23,,,,,,,,,
,,2002 - 2003,,,36.95,,,,,,,,,
,,2003 - 2004,385.0,,35.37,,,,,,,,,
,,2004 - 2005,468.0,,42.48,,,,,,,,,
,,2005 - 2006,628.0,,49.11,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.74,,,,,,,,,
,,2008 - 2009,,,44.7,,,,,,,,,
,,2009 - 2010,884.0,,43.0,,,,,,,,,
,,2011 - 2012,838.0,,43.69,,,,,,,,,
,,2013 - 2014,619.0,,41.53,,,,,,,,,
,,2014 - 2015,416.0,,40.7,,,,,,,,,
,,2015 - 2016,526.0,,38.32,,,,,,,,,
,,2016 - 2017,709.0,,33.3,,,,,,,,,
,,2017 - 2018,663.0,,38.79,,,,,,,,,
,,2018 - 2019,295.0,,39.87,,,,,,,,,
,,2019 - 2020,318.0,,43.09,,,,,,,,,
,,2020 - 2021,329.0,,39.91,,,,,,,,,
,,2021 - 2022,593.0,,38.62,,,,,,,,,
,,2022 - 2023,,,39.35,,,,,,,,,
,Dindigul,2000 - 2001,,,17.56,,,,,,,,,
,,2002 - 2003,,,25.81,,,,,,,,,
,,2003 - 2004,,,35.38,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.49,,,,,,,,,
,,2008 - 2009,,,33.89,,,,,,,,,
,,2009 - 2010,,,40.78,,,,,,,,,
,,2011 - 2012,,,24.67,,,,,,,,,
,,2013 - 2014,,,27.51,,,,,,,,,
,,2014 - 2015,,,95.76,,,,,,,,,
,,2015 - 2016,,,19.48,,,,,,,,,
,,2016 - 2017,,,16.46,,,,,,,,,
,,2017 - 2018,,,12.01,,,,,,,,,
,,2018 - 2019,,,25.19,,,,,,,,,
,,2019 - 2020,,,31.62,,,,,,,,,
,,2020 - 2021,,,40.93,,,,,,,,,
,,2021 - 2022,,,25.27,,,,,,,,,
,,2022 - 2023,,,18.18,,,,,,,,,
,Erode,2000 - 2001,,,36.53,,,,,,,,,
,,2002 - 2003,,,31.38,,,,,,,,,
,,2003 - 2004,,,27.28,,,,,,,,,
,,2004 - 2005,,,38.71,,,,,,,,,
,,2005 - 2006,,,48.9,,,,,,,,,
,,2006 - 2007,,,68.42,,,,,,,,,
,,2007 - 2008,,,54.49,,,,,,,,,
,,2008 - 2009,,,56.78,,,,,,,,,
,,2009 - 2010,,,33.92,,,,,,,,,
,,2011 - 2012,,,30.38,,,,,,,,,
,,2013 - 2014,,,30.13,,,,,,,,,
,,2014 - 2015,,,24.49,,,,,,,,,
,,2015 - 2016,,,42.31,,,,,,,,,
,,2016 - 2017,,,36.16,,,,,,,,,
,,2017 - 2018,,,43.57,,,,,,,,,
,,2018 - 2019,,,49.73,,,,,,,,,
,,2019 - 2020,,,37.8,,,,,,,,,
,,2020 - 2021,,,36.72,,,,,,,,,
,,2021 - 2022,,,27.0,,,,,,,,,
,,2022 - 2023,,,35.4,,,,,,,,,
,Kallakurichi,2020 - 2021,491.0,,39.93,,,,,,,,,
,,2021 - 2022,452.0,,38.61,,,,,,,,,
,,2022 - 2023,539.0,,39.35,,,,,,,,,
,Kanchipuram,2000 - 2001,26.0,539.0,20.73,,,,,,,,,
,,2002 - 2003,231.0,,36.95,,,,,,,,,
,,2003 - 2004,153.0,,35.37,,,,,,,,,
,,2004 - 2005,295.0,,42.48,,,,,,,,,
,,2005 - 2006,333.0,,49.11,,,,,,,,,
,,2006 - 2007,406.0,,53.58,,,,,,,,,
,,2007 - 2008,339.0,,47.74,,,,,,,,,
,,2008 - 2009,276.0,,44.45,,,,,,,,,
,,2009 - 2010,287.0,,43.0,,,,,,,,,
,,2011 - 2012,258.0,,43.69,,,,,,,,,
,,2013 - 2014,223.0,,41.53,,,,,,,,,
,,2014 - 2015,196.0,,40.7,,,,,,,,,
,,2015 - 2016,339.0,,38.32,,,,,,,,,
,,2016 - 2017,285.0,,33.24,,,,,,,,,
,,2017 - 2018,231.0,,38.79,,,,,,,,,
,,2018 - 2019,285.0,,39.77,,,,,,,,,
,,2019 - 2020,354.0,,43.18,,,,,,,,,
,,2020 - 2021,143.0,,39.74,,,,,,,,,
,,2021 - 2022,127.0,,38.15,,,,,,,,,
,,2022 - 2023,133.0,,39.35,,,,,,,,,
,Kanniyakumari,2000 - 2001,,,22.8,,,,,,,,,
,,2002 - 2003,,,25.36,,,,,,,,,
,,2003 - 2004,,,23.91,,,,,,,,,
,,2004 - 2005,,,32.63,,,,,,,,,
,,2005 - 2006,,,47.18,,,,,,,,,
,,2006 - 2007,,,45.75,,,,,,,,,
,,2007 - 2008,,,31.31,,,,,,,,,
,,2008 - 2009,,,44.45,,,,,,,,,
,,2009 - 2010,,,32.27,,,,,,,,,
,,2011 - 2012,,,27.25,,,,,,,,,
,,2013 - 2014,,,30.29,,,,,,,,,
,,2014 - 2015,,,24.58,,,,,,,,,
,,2015 - 2016,,,18.08,,,,,,,,,
,,2016 - 2017,,,21.04,,,,,,,,,
,,2017 - 2018,,,4.82,,,,,,,,,
,,2018 - 2019,,,35.43,,,,,,,,,
,,2019 - 2020,,,23.83,,,,,,,,,
,,2020 - 2021,,,25.19,,,,,,,,,
,,2021 - 2022,,,29.83,,,,,,,,,
,,2022 - 2023,,,27.44,,,,,,,,,
,Karur,2000 - 2001,,,35.65,,,,,,,,,
,,2002 - 2003,,,20.28,,,,,,,,,
,,2003 - 2004,,,21.17,,,,,,,,,
,,2004 - 2005,,,33.16,,,,,,,,,
,,2005 - 2006,,,45.52,,,,,,,,,
,,2006 - 2007,,,44.37,,,,,,,,,
,,2007 - 2008,,,36.07,,,,,,,,,
,,2008 - 2009,,,44.35,,,,,,,,,
,,2009 - 2010,,,44.47,,,,,,,,,
,,2011 - 2012,,,44.1,,,,,,,,,
,,2013 - 2014,,,60.35,,,,,,,,,
,,2014 - 2015,,,66.88,,,,,,,,,
,,2015 - 2016,,,37.82,,,,,,,,,
,,2016 - 2017,,,22.37,,,,,,,,,
,,2017 - 2018,,,33.11,,,,,,,,,
,,2018 - 2019,,,27.58,,,,,,,,,
,,2019 - 2020,,,43.11,,,,,,,,,
,,2020 - 2021,,,36.45,,,,,,,,,
,,2021 - 2022,,,48.89,,,,,,,,,
,,2022 - 2023,,,47.14,,,,,,,,,
,Krishnagiri,2003 - 2004,,,35.38,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.74,,,,,,,,,
,,2008 - 2009,,,44.45,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,,,43.69,,,,,,,,,
,,2013 - 2014,920.0,,41.53,,,,,,,,,
,,2014 - 2015,878.0,,40.71,,,,,,,,,
,,2015 - 2016,713.0,,38.32,,,,,,,,,
,,2016 - 2017,718.0,,33.29,,,,,,,,,
,,2017 - 2018,598.0,,38.79,,,,,,,,,
,,2018 - 2019,590.0,,39.78,,,,,,,,,
,,2019 - 2020,376.0,,43.18,,,,,,,,,
,,2020 - 2021,513.0,,39.88,,,,,,,,,
,,2021 - 2022,644.0,,38.6,,,,,,,,,
,,2022 - 2023,772.0,,39.35,,,,,,,,,
,Madurai,2000 - 2001,,,30.95,,,,,,,,,
,,2002 - 2003,,,35.95,,,,,,,,,
,,2003 - 2004,,,35.37,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.74,,,,,,,,,
,,2008 - 2009,,,50.15,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,,,43.69,,,,,,,,,
,,2013 - 2014,,,41.53,,,,,,,,,
,,2014 - 2015,,,40.71,,,,,,,,,
,,2015 - 2016,,,50.29,,,,,,,,,
,,2016 - 2017,,,57.13,,,,,,,,,
,,2017 - 2018,,,40.3,,,,,,,,,
,,2018 - 2019,,,39.17,,,,,,,,,
,,2019 - 2020,,,51.06,,,,,,,,,
,,2020 - 2021,,,52.95,,,,,,,,,
,,2021 - 2022,,,46.56,,,,,,,,,
,,2022 - 2023,,,36.66,,,,,,,,,
