state,district,year,barley_rabi_area_hectare,barley_rabi_production_tonne,barley_rabi_yield_tonne_per_hectare,barley_kharif_area_hectare,barley_kharif_production_tonne,barley_kharif_yield_tonne_per_hectare,barley_summer_area_hectare,barley_summer_production_tonne,barley_summer_yield_tonne_per_hectare,barley_whole_year_area_hectare,barley_whole_year_production_tonne,barley_whole_year_yield_tonne_per_hectare
,,2002 - 2003,,,2.3,,,,,,,,,
,,2003 - 2004,,,2.75,,,,,,,,,
,,2004 - 2005,,,1.92,,,,,,,,,
,,2005 - 2006,,,2.26,,,,,,,,,
,,2006 - 2007,,,1.86,,,,,,,,,
,,2007 - 2008,,,2.33,,,,,,,,,
,,2008 - 2009,,,2.82,,,,,,,,,
,,2009 - 2010,,,2.52,,,,,,,,,
,,2010 - 2011,,,2.81,,,,,,,,,
,,2011 - 2012,,,2.83,,,,,,,,,
,,2012 - 2013,,,3.24,,,,,,,,,
,,2013 - 2014,,,2.88,,,,,,,,,
,,2014 - 2015,,,2.96,,,,,,,,,
,,2015 - 2016,,,3.12,,,,,,,,,
,,2016 - 2017,,,3.33,,,,,,,,,
,,2017 - 2018,,,3.68,,,,,,,,,
,,2018 - 2019,,,3.79,,,,,,,,,
,,2019 - 2020,,,3.39,,,,,,,,,
,,2020 - 2021,,,3.5,,,,,,,,,
,,2021 - 2022,,,3.55,,,,,,,,,
,,2022 - 2023,,,3.4,,,,,,,,,
,Dholpur,2000 - 2001,568.0,,1.82,,,,,,,,,
,,2001 - 2002,835.0,,2.57,,,,,,,,,
,,2002 - 2003,,,2.33,,,,,,,,,
,,2003 - 2004,945.0,,2.25,,,,,,,,,
,,2004 - 2005,621.0,,2.38,,,,,,,,,
,,2005 - 2006,927.0,,2.27,,,,,,,,,
,,2006 - 2007,986.0,,2.53,,,,,,,,,
,,2007 - 2008,,,2.39,,,,,,,,,
,,2008 - 2009,865.0,,3.33,,,,,,,,,
,,2009 - 2010,978.0,,2.77,,,,,,,,,
,,2010 - 2011,957.0,,2.85,,,,,,,,,
,,2011 - 2012,939.0,,2.84,,,,,,,,,
,,2012 - 2013,803.0,,3.11,,,,,,,,,
,,2013 - 2014,774.0,,3.05,,,,,,,,,
,,2014 - 2015,760.0,,2.8,,,,,,,,,
,,2015 - 2016,611.0,,2.99,,,,,,,,,
,,2016 - 2017,553.0,,3.3,,,,,,,,,
,,2017 - 2018,526.0,,3.32,,,,,,,,,
,,2018 - 2019,496.0,,3.6,,,,,,,,,
,,2019 - 2020,465.0,,3.53,,,,,,,,,
,,2020 - 2021,388.0,,3.5,,,,,,,,,
,,2021 - 2022,220.0,780.0,3.55,,,,,,,,,
,,2022 - 2023,232.0,790.0,3.41,,,,,,,,,
,Dungarpur,2000 - 2001,373.0,677.0,1.82,,,,,,,,,
,,2001 - 2002,632.0,,2.57,,,,,,,,,
,,2002 - 2003,409.0,953.0,2.33,,,,,,,,,
,,2003 - 2004,946.0,,2.25,,,,,,,,,
,,2004 - 2005,,,2.38,,,,,,,,,
,,2005 - 2006,,,2.27,,,,,,,,,
,,2006 - 2007,,,2.55,,,,,,,,,
,,2007 - 2008,,,2.16,,,,,,,,,
,,2008 - 2009,442.0,,3.06,,,,,,,,,
,,2009 - 2010,990.0,,2.69,,,,,,,,,
,,2010 - 2011,981.0,,2.85,,,,,,,,,
,,2011 - 2012,,,2.84,,,,,,,,,
,,2012 - 2013,,,3.11,,,,,,,,,
,,2013 - 2014,,,3.05,,,,,,,,,
,,2014 - 2015,972.0,,2.8,,,,,,,,,
,,2015 - 2016,841.0,,2.99,,,,,,,,,
,,2016 - 2017,873.0,,3.3,,,,,,,,,
,,2017 - 2018,879.0,,3.32,,,,,,,,,
,,2018 - 2019,837.0,,3.6,,,,,,,,,
,,2019 - 2020,915.0,,3.53,,,,,,,,,
,,2020 - 2021,746.0,,3.5,,,,,,,,,
,,2021 - 2022,670.0,,3.55,,,,,,,,,
,,2022 - 2023,738.0,,3.4,,,,,,,,,
,Ganganagar,2000 - 2001,,,1.77,,,,,,,,,
,,2001 - 2002,,,1.63,,,,,,,,,
,,2002 - 2003,,,1.6,,,,,,,,,
,,2003 - 2004,,,1.77,,,,,,,,,
,,2004 - 2005,,,2.12,,,,,,,,,
,,2005 - 2006,,,2.47,,,,,,,,,
,,2006 - 2007,,,2.95,,,,,,,,,
,,2007 - 2008,,,2.91,,,,,,,,,
,,2008 - 2009,,,3.6,,,,,,,,,
,,2009 - 2010,,,2.55,,,,,,,,,
,,2010 - 2011,,,4.11,,,,,,,,,
,,2011 - 2012,,,3.51,,,,,,,,,
,,2012 - 2013,,,3.94,,,,,,,,,
,,2013 - 2014,,,3.73,,,,,,,,,
,,2014 - 2015,,,3.06,,,,,,,,,
,,2015 - 2016,,,3.4,,,,,,,,,
,,2016 - 2017,,,3.86,,,,,,,,,
,,2017 - 2018,,,4.08,,,,,,,,,
,,2018 - 2019,,,4.66,,,,,,,,,
,,2019 - 2020,,,4.59,,,,,,,,,
,,2020 - 2021,,,4.22,,,,,,,,,
,,2021 - 2022,,,4.45,,,,,,,,,
,,2022 - 2023,,,4.53,,,,,,,,,
,Hanumangarh,2000 - 2001,,,1.52,,,,,,,,,
,,2001 - 2002,,,2.37,,,,,,,,,
,,2002 - 2003,,,2.3,,,,,,,,,
,,2003 - 2004,,,2.03,,,,,,,,,
,,2004 - 2005,,,2.32,,,,,,,,,
,,2005 - 2006,,,2.32,,,,,,,,,
,,2006 - 2007,,,2.54,,,,,,,,,
,,2007 - 2008,,,2.81,,,,,,,,,
,,2008 - 2009,,,3.88,,,,,,,,,
,,2009 - 2010,,,2.98,,,,,,,,,
,,2010 - 2011,,,3.12,,,,,,,,,
,,2011 - 2012,,,3.28,,,,,,,,,
,,2012 - 2013,,,3.42,,,,,,,,,
,,2013 - 2014,,,3.66,,,,,,,,,
,,2014 - 2015,,,3.88,,,,,,,,,
,,2015 - 2016,,,3.32,,,,,,,,,
,,2016 - 2017,,,3.43,,,,,,,,,
,,2017 - 2018,,,3.18,,,,,,,,,
,,2018 - 2019,,,3.61,,,,,,,,,
,,2019 - 2020,,,3.7,,,,,,,,,
,,2020 - 2021,,,3.43,,,,,,,,,
,,2021 - 2022,,,3.62,,,,,,,,,
,,2022 - 2023,,,3.9,,,,,,,,,
,Jaipur,2000 - 2001,,,1.82,,,,,,,,,
,,2001 - 2002,,,3.05,,,,,,,,,
,,2002 - 2003,,,2.71,,,,,,,,,
,,2003 - 2004,,,2.25,,,,,,,,,
,,2004 - 2005,,,2.67,,,,,,,,,
,,2005 - 2006,,,2.62,,,,,,,,,
,,2006 - 2007,,,2.62,,,,,,,,,
,,2007 - 2008,,,1.76,,,,,,,,,
,,2008 - 2009,,,2.97,,,,,,,,,
,,2009 - 2010,,,3.04,,,,,,,,,
,,2010 - 2011,,,3.7,,,,,,,,,
,,2011 - 2012,,,2.76,,,,,,,,,
,,2012 - 2013,,,2.94,,,,,,,,,
,,2013 - 2014,,,2.85,,,,,,,,,
,,2014 - 2015,,,3.09,,,,,,,,,
,,2015 - 2016,,,3.22,,,,,,,,,
,,2016 - 2017,,,3.37,,,,,,,,,
,,2017 - 2018,,,3.53,,,,,,,,,
,,2018 - 2019,,,3.66,,,,,,,,,
,,2019 - 2020,,,3.49,,,,,,,,,
,,2020 - 2021,,,3.79,,,,,,,,,
,,2021 - 2022,,,3.9,,,,,,,,,
,,2022 - 2023,,,3.55,,,,,,,,,
,Jaisalmer,2000 - 2001,111.0,201.0,1.81,,,,,,,,,
,,2001 - 2002,74.0,190.0,2.57,,,,,,,,,
,,2002 - 2003,71.0,165.0,2.32,,,,,,,,,
,,2003 - 2004,16.0,36.0,2.25,,,,,,,,,
,,2004 - 2005,47.0,112.0,2.38,,,,,,,,,
,,2005 - 2006,52.0,118.0,2.27,,,,,,,,,
,,2006 - 2007,98.0,250.0,2.55,,,,,,,,,
,,2007 - 2008,91.0,197.0,2.16,,,,,,,,,
,,2008 - 2009,142.0,435.0,3.06,,,,,,,,,
,,2009 - 2010,120.0,333.0,2.78,,,,,,,,,
,,2010 - 2011,200.0,570.0,2.85,,,,,,,,,
,,2011 - 2012,54.0,153.0,2.83,,,,,,,,,
,,2012 - 2013,12.0,17.0,1.42,,,,,,,,,
,,2013 - 2014,49.0,149.0,3.04,,,,,,,,,
,,2014 - 2015,20.0,56.0,2.8,,,,,,,,,
,,2015 - 2016,26.0,78.0,3.0,,,,,,,,,
,,2016 - 2017,5.0,16.0,3.2,,,,,,,,,
,,2017 - 2018,3.0,10.0,3.33,,,,,,,,,
,,2018 - 2019,7.0,25.0,3.57,,,,,,,,,
,,2019 - 2020,8.0,28.0,3.5,,,,,,,,,
,,2020 - 2021,13.0,45.0,3.46,,,,,,,,,
,,2021 - 2022,2.0,7.0,3.5,,,,,,,,,
,,2022 - 2023,2.0,7.0,3.5,,,,,,,,,
,Jalore,2000 - 2001,530.0,962.0,1.82,,,,,,,,,
,,2001 - 2002,239.0,615.0,2.57,,,,,,,,,
,,2002 - 2003,432.0,,2.33,,,,,,,,,
,,2003 - 2004,264.0,594.0,2.25,,,,,,,,,
,,2004 - 2005,243.0,579.0,2.38,,,,,,,,,
,,2005 - 2006,408.0,927.0,2.27,,,,,,,,,
,,2006 - 2007,421.0,,2.55,,,,,,,,,
,,2007 - 2008,351.0,759.0,2.16,,,,,,,,,
,,2008 - 2009,197.0,603.0,3.06,,,,,,,,,
,,2009 - 2010,404.0,,2.77,,,,,,,,,
,,2010 - 2011,520.0,,2.85,,,,,,,,,
,,2011 - 2012,429.0,,2.84,,,,,,,,,
,,2012 - 2013,442.0,612.0,1.38,,,,,,,,,
,,2013 - 2014,263.0,801.0,3.05,,,,,,,,,
,,2014 - 2015,195.0,547.0,2.81,,,,,,,,,
,,2015 - 2016,428.0,,2.99,,,,,,,,,
,,2016 - 2017,228.0,752.0,3.3,,,,,,,,,
,,2017 - 2018,214.0,711.0,3.32,,,,,,,,,
,,2018 - 2019,263.0,946.0,3.6,,,,,,,,,
,,2019 - 2020,227.0,801.0,3.53,,,,,,,,,
,,2020 - 2021,271.0,949.0,3.5,,,,,,,,,
,,2021 - 2022,126.0,447.0,3.55,,,,,,,,,
,,2022 - 2023,114.0,388.0,3.4,,,,,,,,,
,Jhalawar,2000 - 2001,307.0,557.0,1.81,,,,,,,,,
,,2001 - 2002,262.0,674.0,2.57,,,,,,,,,
,,2002 - 2003,114.0,266.0,2.33,,,,,,,,,
,,2003 - 2004,156.0,351.0,2.25,,,,,,,,,
,,2004 - 2005,208.0,495.0,2.38,,,,,,,,,
,,2005 - 2006,168.0,382.0,2.27,,,,,,,,,
,,2006 - 2007,374.0,953.0,2.55,,,,,,,,,
,,2007 - 2008,324.0,701.0,2.16,,,,,,,,,
,,2008 - 2009,339.0,,3.06,,,,,,,,,
,,2009 - 2010,302.0,838.0,2.77,,,,,,,,,
,,2010 - 2011,461.0,,2.85,,,,,,,,,
,,2011 - 2012,366.0,,2.84,,,,,,,,,
,,2012 - 2013,368.0,,3.11,,,,,,,,,
,,2013 - 2014,449.0,,3.05,,,,,,,,,
,,2014 - 2015,267.0,748.0,2.8,,,,,,,,,
,,2015 - 2016,202.0,605.0,3.0,,,,,,,,,
,,2016 - 2017,319.0,,3.3,,,,,,,,,
,,2017 - 2018,205.0,681.0,3.32,,,,,,,,,
,,2018 - 2019,132.0,475.0,3.6,,,,,,,,,
,,2019 - 2020,162.0,571.0,3.52,,,,,,,,,
,,2020 - 2021,165.0,578.0,3.5,,,,,,,,,
,,2021 - 2022,97.0,344.0,3.55,,,,,,,,,
,,2022 - 2023,250.0,851.0,3.4,,,,,,,,,
,Jhunjhunu,2000 - 2001,,,1.83,,,,,,,,,
,,2001 - 2002,,,2.22,,,,,,,,,
,,2002 - 2003,,,2.39,,,,,,,,,
,,2003 - 2004,,,2.54,,,,,,,,,
,,2004 - 2005,,,1.76,,,,,,,,,
,,2005 - 2006,,,1.77,,,,,,,,,
,,2006 - 2007,,,2.71,,,,,,,,,
,,2007 - 2008,,,2.33,,,,,,,,,
,,2008 - 2009,,,3.16,,,,,,,,,
,,2009 - 2010,,,3.05,,,,,,,,,
,,2010 - 2011,,,2.4,,,,,,,,,
,,2011 - 2012,,,2.83,,,,,,,,,
,,2012 - 2013,,,3.37,,,,,,,,,
,,2013 - 2014,,,3.12,,,,,,,,,
,,2014 - 2015,,,3.17,,,,,,,,,
,,2015 - 2016,,,2.82,,,,,,,,,
,,2016 - 2017,,,3.11,,,,,,,,,
,,2017 - 2018,,,3.26,,,,,,,,,
,,2018 - 2019,,,3.37,,,,,,,,,
,,2019 - 2020,,,3.34,,,,,,,,,
,,2020 - 2021,,,3.07,,,,,,,,,
,,2021 - 2022,,,3.46,,,,,,,,,
,,2022 - 2023,,,2.63,,,,,,,,,
,Jodhpur,2000 - 2001,488.0,886.0,1.82,,,,,,,,,
,,2001 - 2002,380.0,977.0,2.57,,,,,,,,,
,,2002 - 2003,718.0,,2.33,,,,,,,,,
,,2003 - 2004,218.0,490.0,2.25,,,,,,,,,
,,2004 - 2005,205.0,488.0,2.38,,,,,,,,,
,,2005 - 2006,322.0,731.0,2.27,,,,,,,,,
,,2006 - 2007,277.0,706.0,2.55,,,,,,,,,
,,2007 - 2008,434.0,939.0,2.16,,,,,,,,,
,,2008 - 2009,372.0,,3.06,,,,,,,,,
,,2009 - 2010,443.0,,2.77,,,,,,,,,
,,2010 - 2011,436.0,,2.85,,,,,,,,,
,,2011 - 2012,212.0,602.0,2.84,,,,,,,,,
,,2012 - 2013,293.0,766.0,2.61,,,,,,,,,
,,2013 - 2014,244.0,743.0,3.05,,,,,,,,,
,,2014 - 2015,270.0,757.0,2.8,,,,,,,,,
,,2015 - 2016,232.0,694.0,2.99,,,,,,,,,
,,2016 - 2017,379.0,,3.3,,,,,,,,,
,,2017 - 2018,362.0,,3.32,,,,,,,,,
,,2018 - 2019,314.0,,3.6,,,,,,,,,
,,2019 - 2020,407.0,,3.53,,,,,,,,,
,,2020 - 2021,369.0,,3.5,,,,,,,,,
,,2021 - 2022,258.0,915.0,3.55,,,,,,,,,
,,2022 - 2023,283.0,963.0,3.4,,,,,,,,,
,Karauli,2000 - 2001,,,1.82,,,,,,,,,
,,2001 - 2002,925.0,,2.57,,,,,,,,,
,,2002 - 2003,818.0,,2.33,,,,,,,,,
,,2003 - 2004,,,2.25,,,,,,,,,
,,2004 - 2005,651.0,,2.38,,,,,,,,,
,,2005 - 2006,479.0,,2.27,,,,,,,,,
,,2006 - 2007,463.0,,2.55,,,,,,,,,
,,2007 - 2008,451.0,975.0,2.16,,,,,,,,,
,,2008 - 2009,551.0,,3.06,,,,,,,,,
,,2009 - 2010,598.0,,2.77,,,,,,,,,
,,2010 - 2011,499.0,,2.85,,,,,,,,,
,,2011 - 2012,357.0,859.0,2.41,,,,,,,,,
,,2012 - 2013,297.0,972.0,3.27,,,,,,,,,
,,2013 - 2014,344.0,,3.05,,,,,,,,,
,,2014 - 2015,271.0,760.0,2.8,,,,,,,,,
,,2015 - 2016,122.0,365.0,2.99,,,,,,,,,
,,2016 - 2017,208.0,686.0,3.3,,,,,,,,,
,,2017 - 2018,195.0,648.0,3.32,,,,,,,,,
,,2018 - 2019,127.0,457.0,3.6,,,,,,,,,
,,2019 - 2020,94.0,332.0,3.53,,,,,,,,,
,,2020 - 2021,171.0,599.0,3.5,,,,,,,,,
,,2021 - 2022,96.0,340.0,3.54,,,,,,,,,
,,2022 - 2023,108.0,368.0,3.41,,,,,,,,,
,Kota,2000 - 2001,,,1.81,,,,,,,,,
,,2001 - 2002,798.0,,2.57,,,,,,,,,
,,2002 - 2003,507.0,,2.33,,,,,,,,,
,,2003 - 2004,471.0,,2.25,,,,,,,,,
,,2004 - 2005,315.0,750.0,2.38,,,,,,,,,
,,2005 - 2006,312.0,709.0,2.27,,,,,,,,,
,,2006 - 2007,449.0,,2.55,,,,,,,,,
,,2007 - 2008,502.0,,2.16,,,,,,,,,
,,2008 - 2009,472.0,,3.06,,,,,,,,,
,,2009 - 2010,385.0,,2.77,,,,,,,,,
,,2010 - 2011,686.0,,2.85,,,,,,,,,
,,2011 - 2012,544.0,,2.84,,,,,,,,,
,,2012 - 2013,468.0,,3.11,,,,,,,,,
,,2013 - 2014,303.0,923.0,3.05,,,,,,,,,
,,2014 - 2015,262.0,734.0,2.8,,,,,,,,,
,,2015 - 2016,256.0,766.0,2.99,,,,,,,,,
,,2016 - 2017,273.0,900.0,3.3,,,,,,,,,
,,2017 - 2018,409.0,,3.32,,,,,,,,,
,,2018 - 2019,191.0,687.0,3.6,,,,,,,,,
,,2019 - 2020,529.0,,3.53,,,,,,,,,
,,2020 - 2021,332.0,,3.5,,,,,,,,,
,,2021 - 2022,203.0,720.0,3.55,,,,,,,,,
,,2022 - 2023,360.0,,3.4,,,,,,,,,
,Nagaur,2000 - 2001,,,1.29,,,,,,,,,
,,2001 - 2002,,,2.48,,,,,,,,,
,,2002 - 2003,,,1.68,,,,,,,,,
,,2003 - 2004,,,2.29,,,,,,,,,
,,2004 - 2005,,,2.2,,,,,,,,,
,,2005 - 2006,,,2.05,,,,,,,,,
,,2006 - 2007,,,2.51,,,,,,,,,
,,2007 - 2008,,,1.35,,,,,,,,,
,,2008 - 2009,,,2.45,,,,,,,,,
,,2009 - 2010,,,2.64,,,,,,,,,
,,2010 - 2011,,,2.62,,,,,,,,,
,,2011 - 2012,,,2.46,,,,,,,,,
,,2012 - 2013,,,2.42,,,,,,,,,
,,2013 - 2014,,,2.57,,,,,,,,,
,,2014 - 2015,,,2.26,,,,,,,,,
,,2015 - 2016,,,2.44,,,,,,,,,
,,2016 - 2017,,,2.51,,,,,,,,,
,,2017 - 2018,,,2.64,,,,,,,,,
,,2018 - 2019,,,2.62,,,,,,,,,
,,2019 - 2020,,,3.14,,,,,,,,,
,,2020 - 2021,,,2.73,,,,,,,,,
,,2021 - 2022,,,2.87,,,,,,,,,
,,2022 - 2023,,,2.45,,,,,,,,,
,Pali,2000 - 2001,,,1.38,,,,,,,,,
,,2001 - 2002,,,1.47,,,,,,,,,
,,2002 - 2003,,,1.28,,,,,,,,,
,,2003 - 2004,,,1.29,,,,,,,,,
,,2004 - 2005,,,1.72,,,,,,,,,
,,2005 - 2006,,,1.67,,,,,,,,,
,,2006 - 2007,,,2.23,,,,,,,,,
,,2007 - 2008,,,2.53,,,,,,,,,
,,2008 - 2009,,,2.08,,,,,,,,,
,,2009 - 2010,,,2.2,,,,,,,,,
,,2010 - 2011,,,2.07,,,,,,,,,
,,2011 - 2012,,,2.7,,,,,,,,,
,,2012 - 2013,,,2.61,,,,,,,,,
,,2013 - 2014,,,2.86,,,,,,,,,
,,2014 - 2015,,,2.41,,,,,,,,,
,,2015 - 2016,,,2.58,,,,,,,,,
,,2016 - 2017,,,2.7,,,,,,,,,
,,2017 - 2018,,,2.79,,,,,,,,,
,,2018 - 2019,,,2.57,,,,,,,,,
,,2019 - 2020,,,2.89,,,,,,,,,
,,2020 - 2021,,,3.22,,,,,,,,,
,,2021 - 2022,,,3.29,,,,,,,,,
,,2022 - 2023,,,2.82,,,,,,,,,
,Pratapgarh,2008 - 2009,,,1.76,,,,,,,,,
,,2009 - 2010,,,2.05,,,,,,,,,
,,2010 - 2011,,,1.95,,,,,,,,,
,,2011 - 2012,,,2.46,,,,,,,,,
,,2012 - 2013,,,2.42,,,,,,,,,
,,2013 - 2014,,,2.6,,,,,,,,,
,,2014 - 2015,,,3.79,,,,,,,,,
,,2015 - 2016,,,2.37,,,,,,,,,
,,2016 - 2017,,,3.55,,,,,,,,,
,,2017 - 2018,,,3.81,,,,,,,,,
,,2018 - 2019,,,2.42,,,,,,,,,
,,2019 - 2020,,,3.75,,,,,,,,,
,,2020 - 2021,,,3.57,,,,,,,,,
,,2021 - 2022,,,3.86,,,,,,,,,
,,2022 - 2023,,,3.63,,,,,,,,,
,Rajsamand,2000 - 2001,,,1.75,,,,,,,,,
,,2001 - 2002,,,2.19,,,,,,,,,
,,2002 - 2003,631.0,,1.87,,,,,,,,,
,,2003 - 2004,,,2.42,,,,,,,,,
,,2004 - 2005,995.0,873.0,0.88,,,,,,,,,
,,2005 - 2006,,,2.6,,,,,,,,,
,,2006 - 2007,,,2.21,,,,,,,,,
,,2007 - 2008,,,2.0,,,,,,,,,
,,2008 - 2009,,,1.85,,,,,,,,,
,,2009 - 2010,,,1.98,,,,,,,,,
,,2010 - 2011,,,1.79,,,,,,,,,
,,2011 - 2012,,,2.72,,,,,,,,,
,,2012 - 2013,,,2.78,,,,,,,,,
,,2013 - 2014,,,2.67,,,,,,,,,
,,2014 - 2015,,,1.74,,,,,,,,,
,,2015 - 2016,,,2.39,,,,,,,,,
,,2016 - 2017,,,2.43,,,,,,,,,
,,2017 - 2018,,,2.7,,,,,,,,,
,,2018 - 2019,,,2.58,,,,,,,,,
,,2019 - 2020,,,2.89,,,,,,,,,
,,2020 - 2021,,,3.58,,,,,,,,,
,,2021 - 2022,,,3.32,,,,,,,,,
,,2022 - 2023,,,2.77,,,,,,,,,
,Sawai madhopur,2000 - 2001,,,1.09,,,,,,,,,
,,2001 - 2002,,,2.16,,,,,,,,,
,,2002 - 2003,,,1.71,,,,,,,,,
,,2003 - 2004,,,2.04,,,,,,,,,
,,2004 - 2005,742.0,873.0,1.18,,,,,,,,,
,,2005 - 2006,878.0,,1.64,,,,,,,,,
,,2006 - 2007,752.0,,1.37,,,,,,,,,
,,2007 - 2008,951.0,,1.43,,,,,,,,,
,,2008 - 2009,,,1.97,,,,,,,,,
,,2009 - 2010,,,1.97,,,,,,,,,
,,2010 - 2011,,,2.85,,,,,,,,,
,,2011 - 2012,,,2.84,,,,,,,,,
,,2012 - 2013,,,3.11,,,,,,,,,
,,2013 - 2014,870.0,,3.05,,,,,,,,,
,,2014 - 2015,684.0,,2.8,,,,,,,,,
,,2015 - 2016,495.0,,2.99,,,,,,,,,
,,2016 - 2017,538.0,,3.3,,,,,,,,,
,,2017 - 2018,445.0,,3.32,,,,,,,,,
,,2018 - 2019,490.0,,3.6,,,,,,,,,
,,2019 - 2020,505.0,,3.53,,,,,,,,,
,,2020 - 2021,393.0,,3.5,,,,,,,,,
,,2021 - 2022,144.0,511.0,3.55,,,,,,,,,
,,2022 - 2023,295.0,,3.4,,,,,,,,,
,Sikar,2000 - 2001,,,2.02,,,,,,,,,
,,2001 - 2002,,,2.47,,,,,,,,,
,,2002 - 2003,,,2.53,,,,,,,,,
,,2003 - 2004,,,2.55,,,,,,,,,
,,2004 - 2005,,,2.44,,,,,,,,,
,,2005 - 2006,,,1.87,,,,,,,,,
,,2006 - 2007,,,2.75,,,,,,,,,
,,2007 - 2008,,,1.79,,,,,,,,,
,,2008 - 2009,,,2.59,,,,,,,,,
,,2009 - 2010,,,2.84,,,,,,,,,
,,2010 - 2011,,,2.64,,,,,,,,,
,,2011 - 2012,,,2.67,,,,,,,,,
,,2012 - 2013,,,3.14,,,,,,,,,
,,2013 - 2014,,,3.24,,,,,,,,,
,,2014 - 2015,,,3.41,,,,,,,,,
,,2015 - 2016,,,3.45,,,,,,,,,
,,2016 - 2017,,,3.71,,,,,,,,,
,,2017 - 2018,,,3.24,,,,,,,,,
,,2018 - 2019,,,3.95,,,,,,,,,
,,2019 - 2020,,,3.52,,,,,,,,,
,,2020 - 2021,,,3.4,,,,,,,,,
,,2021 - 2022,,,3.82,,,,,,,,,
,,2022 - 2023,,,2.83,,,,,,,,,
,Sirohi,2000 - 2001,,,1.82,,,,,,,,,
,,2001 - 2002,,,2.57,,,,,,,,,
,,2002 - 2003,896.0,,2.33,,,,,,,,,
,,2003 - 2004,,,2.25,,,,,,,,,
,,2004 - 2005,674.0,,2.38,,,,,,,,,
,,2005 - 2006,,,2.27,,,,,,,,,
,,2006 - 2007,,,2.55,,,,,,,,,
,,2007 - 2008,,,2.16,,,,,,,,,
,,2008 - 2009,717.0,,3.06,,,,,,,,,
,,2009 - 2010,638.0,,2.77,,,,,,,,,
,,2010 - 2011,,,2.85,,,,,,,,,
,,2011 - 2012,,,2.84,,,,,,,,,
,,2012 - 2013,,,3.11,,,,,,,,,
,,2013 - 2014,954.0,,3.05,,,,,,,,,
,,2014 - 2015,802.0,,2.8,,,,,,,,,
,,2015 - 2016,981.0,,2.99,,,,,,,,,
,,2016 - 2017,,,3.3,,,,,,,,,
,,2017 - 2018,596.0,,3.32,,,,,,,,,
,,2018 - 2019,724.0,,3.6,,,,,,,,,
,,2019 - 2020,,,3.53,,,,,,,,,
,,2020 - 2021,,,3.5,,,,,,,,,
,,2021 - 2022,840.0,,3.55,,,,,,,,,
,,2022 - 2023,773.0,,3.4,,,,,,,,,
,Tonk,2000 - 2001,,,1.6,,,,,,,,,
,,2001 - 2002,,,2.2,,,,,,,,,
,,2002 - 2003,,,1.46,,,,,,,,,
,,2003 - 2004,,,2.22,,,,,,,,,
,,2004 - 2005,,,1.84,,,,,,,,,
,,2005 - 2006,,,2.23,,,,,,,,,
,,2006 - 2007,,,1.96,,,,,,,,,
,,2007 - 2008,,,1.8,,,,,,,,,
,,2008 - 2009,,,2.27,,,,,,,,,
,,2009 - 2010,,,1.98,,,,,,,,,
,,2010 - 2011,,,2.69,,,,,,,,,
,,2011 - 2012,,,2.66,,,,,,,,,
,,2012 - 2013,,,2.74,,,,,,,,,
,,2013 - 2014,,,2.64,,,,,,,,,
,,2014 - 2015,,,1.74,,,,,,,,,
,,2015 - 2016,,,2.62,,,,,,,,,
,,2016 - 2017,,,2.92,,,,,,,,,
,,2017 - 2018,,,2.61,,,,,,,,,
,,2018 - 2019,,,2.64,,,,,,,,,
,,2019 - 2020,,,3.29,,,,,,,,,
,,2020 - 2021,,,2.55,,,,,,,,,
,,2021 - 2022,,,2.7,,,,,,,,,
,,2022 - 2023,,,3.41,,,,,,,,,
,Udaipur,2000 - 2001,,,1.78,,,,,,,,,
,,2001 - 2002,,,1.73,,,,,,,,,
,,2002 - 2003,,,1.61,,,,,,,,,
,,2003 - 2004,,,2.65,,,,,,,,,
,,2004 - 2005,,,2.09,,,,,,,,,
,,2005 - 2006,,,2.18,,,,,,,,,
,,2006 - 2007,,,1.92,,,,,,,,,
,,2007 - 2008,,,1.96,,,,,,,,,
,,2008 - 2009,,,1.72,,,,,,,,,
,,2009 - 2010,,,1.81,,,,,,,,,
,,2010 - 2011,,,1.7,,,,,,,,,
,,2011 - 2012,,,2.51,,,,,,,,,
,,2012 - 2013,,,2.06,,,,,,,,,
,,2013 - 2014,,,2.39,,,,,,,,,
,,2014 - 2015,,,2.21,,,,,,,,,
,,2015 - 2016,,,2.55,,,,,,,,,
,,2016 - 2017,,,2.54,,,,,,,,,
,,2017 - 2018,,,2.38,,,,,,,,,
,,2018 - 2019,,,2.42,,,,,,,,,
,,2019 - 2020,,,2.77,,,,,,,,,
,,2020 - 2021,,,2.28,,,,,,,,,
,,2021 - 2022,,,2.27,,,,,,,,,
,,2022 - 2023,,,2.3,,,,,,,,,
Sikkim,Gangtok,2000 - 2001,340.0,390.0,1.15,,,,,,,,,
,,2001 - 2002,340.0,440.0,1.29,,,,,,,,,
,,2002 - 2003,440.0,530.0,1.2,,,,,,,,,
,,2003 - 2004,440.0,500.0,1.14,,,,,,,,,
,,2004 - 2005,440.0,500.0,1.14,,,,,,,,,
,,2005 - 2006,440.0,520.0,1.18,,,,,,,,,
,,2006 - 2007,420.0,450.0,1.07,,,,,,,,,
,,2007 - 2008,310.0,330.0,1.06,,,,,,,,,
,,2008 - 2009,210.0,190.0,0.9,,,,,,,,,
,,2009 - 2010,410.0,370.0,0.9,,,,,,,,,
,,2010 - 2011,320.0,288.0,0.9,,,,,,,,,
,,2011 - 2012,300.0,280.0,0.93,,,,,,,,,
