state,district,year,moong_summer_yield_tonne_per_hectare
,,2020 - 2021,0.98
,,2021 - 2022,0.66
,,2022 - 2023,0.96
,Fatehpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.26
,,2007 - 2008,0.45
,,2008 - 2009,0.79
,,2009 - 2010,0.7
,,2010 - 2011,0.93
,,2011 - 2012,1.04
,,2012 - 2013,0.95
,,2013 - 2014,0.56
,,2014 - 2015,0.5
,,2015 - 2016,0.61
,,2016 - 2017,0.72
,,2017 - 2018,0.59
,,2018 - 2019,0.73
,,2019 - 2020,0.82
,,2020 - 2021,0.84
,,2021 - 2022,0.8
,,2022 - 2023,0.7
,Firozabad,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.36
,,2003 - 2004,0.4
,,2007 - 2008,0.75
,,2008 - 2009,0.57
,,2009 - 2010,0.88
,,2010 - 2011,0.68
,,2011 - 2012,0.68
,,2012 - 2013,0.89
,,2013 - 2014,0.59
,,2014 - 2015,0.71
,,2015 - 2016,0.7
,,2016 - 2017,0.46
,,2017 - 2018,0.95
,,2018 - 2019,0.99
,,2019 - 2020,1.27
,,2020 - 2021,0.73
,,2021 - 2022,0.79
,,2022 - 2023,0.52
,Gautam buddha nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.54
,,2003 - 2004,0.54
,,2007 - 2008,0.69
,,2008 - 2009,0.69
,,2009 - 2010,0.79
,,2010 - 2011,1.06
,,2011 - 2012,0.79
,,2012 - 2013,0.69
,,2013 - 2014,0.6
,,2014 - 2015,0.77
,,2015 - 2016,0.74
,,2016 - 2017,0.6
,,2017 - 2018,0.81
,,2018 - 2019,0.57
,,2019 - 2020,
,,2020 - 2021,0.92
,,2021 - 2022,0.94
,,2022 - 2023,0.92
,Ghaziabad,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.54
,,2003 - 2004,0.55
,,2007 - 2008,0.69
,,2008 - 2009,0.68
,,2009 - 2010,0.8
,,2010 - 2011,1.06
,,2011 - 2012,0.79
,,2012 - 2013,0.63
,,2013 - 2014,0.64
,,2014 - 2015,0.8
,,2015 - 2016,0.7
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,0.71
,,2019 - 2020,
,,2020 - 2021,0.86
,,2021 - 2022,0.93
,,2022 - 2023,
,Ghazipur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.6
,,2007 - 2008,0.54
,,2008 - 2009,0.83
,,2009 - 2010,0.99
,,2010 - 2011,1.01
,,2011 - 2012,0.78
,,2012 - 2013,0.93
,,2013 - 2014,0.81
,,2014 - 2015,0.6
,,2015 - 2016,0.73
,,2016 - 2017,0.81
,,2017 - 2018,0.71
,,2018 - 2019,0.97
,,2019 - 2020,1.32
,,2020 - 2021,0.83
,,2021 - 2022,0.83
,,2022 - 2023,0.88
,Gonda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.51
,,2007 - 2008,0.64
,,2008 - 2009,0.75
,,2009 - 2010,0.7
,,2010 - 2011,0.9
,,2011 - 2012,0.85
,,2012 - 2013,0.81
,,2013 - 2014,0.67
,,2014 - 2015,0.67
,,2015 - 2016,0.64
,,2016 - 2017,0.71
,,2017 - 2018,0.67
,,2018 - 2019,0.83
,,2019 - 2020,0.88
,,2020 - 2021,0.97
,,2021 - 2022,0.85
,,2022 - 2023,0.88
,Gorakhpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.52
,,2007 - 2008,0.62
,,2008 - 2009,0.75
,,2009 - 2010,0.71
,,2010 - 2011,0.89
,,2011 - 2012,0.85
,,2012 - 2013,0.83
,,2013 - 2014,0.67
,,2014 - 2015,0.67
,,2015 - 2016,0.64
,,2016 - 2017,0.7
,,2017 - 2018,0.67
,,2018 - 2019,0.83
,,2019 - 2020,0.89
,,2020 - 2021,0.97
,,2021 - 2022,0.85
,,2022 - 2023,0.82
,Hamirpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.5
,,2003 - 2004,0.5
,,2007 - 2008,
,,2008 - 2009,1.0
,,2009 - 2010,0.75
,,2010 - 2011,0.9
,,2011 - 2012,0.83
,,2012 - 2013,0.81
,,2013 - 2014,0.71
,,2014 - 2015,0.67
,,2015 - 2016,0.64
,,2016 - 2017,0.72
,,2017 - 2018,0.67
,,2018 - 2019,0.81
,,2019 - 2020,0.88
,,2020 - 2021,0.96
,,2021 - 2022,0.86
,,2022 - 2023,0.86
,Hapur,2012 - 2013,0.69
,,2013 - 2014,0.6
,,2014 - 2015,0.77
,,2015 - 2016,0.74
,,2016 - 2017,0.6
,,2017 - 2018,0.8
,,2018 - 2019,0.72
,,2019 - 2020,0.63
,,2020 - 2021,0.88
,,2021 - 2022,0.94
,,2022 - 2023,0.93
,Hardoi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.61
,,2007 - 2008,0.54
,,2008 - 2009,0.56
,,2009 - 2010,0.52
,,2010 - 2011,0.46
,,2011 - 2012,0.52
,,2012 - 2013,0.32
,,2013 - 2014,0.52
,,2014 - 2015,0.49
,,2015 - 2016,0.27
,,2016 - 2017,0.48
,,2017 - 2018,0.47
,,2018 - 2019,1.2
,,2019 - 2020,0.8
,,2020 - 2021,0.55
,,2021 - 2022,1.05
,,2022 - 2023,0.89
,Hathras,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.24
,,2003 - 2004,0.74
,,2007 - 2008,0.46
,,2008 - 2009,0.57
,,2009 - 2010,0.58
,,2010 - 2011,0.87
,,2011 - 2012,0.91
,,2012 - 2013,0.88
,,2013 - 2014,0.55
,,2014 - 2015,0.56
,,2015 - 2016,0.37
,,2016 - 2017,0.5
,,2017 - 2018,0.53
,,2018 - 2019,0.59
,,2019 - 2020,0.81
,,2020 - 2021,0.63
,,2021 - 2022,0.85
,,2022 - 2023,0.73
,Jalaun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.54
,,2003 - 2004,1.0
,,2007 - 2008,
,,2008 - 2009,0.78
,,2009 - 2010,0.72
,,2010 - 2011,0.89
,,2011 - 2012,0.84
,,2012 - 2013,0.82
,,2013 - 2014,0.67
,,2014 - 2015,0.67
,,2015 - 2016,0.63
,,2016 - 2017,0.71
,,2017 - 2018,0.67
,,2018 - 2019,0.83
,,2019 - 2020,0.89
,,2020 - 2021,0.97
,,2021 - 2022,0.85
,,2022 - 2023,0.86
,Jaunpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.6
,,2007 - 2008,0.54
,,2008 - 2009,0.83
,,2009 - 2010,0.99
,,2010 - 2011,1.01
,,2011 - 2012,0.79
,,2012 - 2013,0.93
,,2013 - 2014,0.81
,,2014 - 2015,0.6
,,2015 - 2016,0.73
,,2016 - 2017,0.82
,,2017 - 2018,0.71
,,2018 - 2019,0.81
,,2019 - 2020,1.32
,,2020 - 2021,1.49
,,2021 - 2022,0.96
,,2022 - 2023,0.88
,Jhansi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.6
,,2007 - 2008,0.57
,,2008 - 2009,0.75
,,2009 - 2010,0.72
,,2010 - 2011,0.89
,,2011 - 2012,0.85
,,2012 - 2013,0.82
,,2013 - 2014,0.66
,,2014 - 2015,0.68
,,2015 - 2016,0.63
,,2016 - 2017,0.7
,,2017 - 2018,
,,2018 - 2019,0.84
,,2019 - 2020,0.88
,,2020 - 2021,0.96
,,2021 - 2022,0.85
,,2022 - 2023,0.86
,Kannauj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.89
,,2003 - 2004,0.59
,,2007 - 2008,0.67
,,2008 - 2009,0.79
,,2009 - 2010,0.85
,,2010 - 2011,0.8
,,2011 - 2012,0.56
,,2012 - 2013,0.59
,,2013 - 2014,0.6
,,2014 - 2015,0.54
,,2015 - 2016,0.72
,,2016 - 2017,1.17
,,2017 - 2018,0.46
,,2018 - 2019,0.49
,,2019 - 2020,1.0
,,2020 - 2021,0.64
,,2021 - 2022,1.0
,,2022 - 2023,0.83
,Kanpur dehat,2003 - 2004,0.59
,,2007 - 2008,0.67
,,2008 - 2009,0.79
,,2009 - 2010,0.85
,,2010 - 2011,1.03
,,2011 - 2012,0.68
,,2012 - 2013,0.83
,,2013 - 2014,0.74
,,2014 - 2015,0.83
,,2015 - 2016,0.81
,,2016 - 2017,0.83
,,2017 - 2018,0.83
,,2018 - 2019,0.96
,,2019 - 2020,0.83
,,2020 - 2021,1.32
,,2021 - 2022,1.05
,,2022 - 2023,1.25
,Kanpur nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.52
,,2003 - 2004,0.59
,,2007 - 2008,0.67
,,2008 - 2009,0.8
,,2009 - 2010,0.85
,,2010 - 2011,1.03
,,2011 - 2012,0.68
,,2012 - 2013,0.83
,,2013 - 2014,0.74
,,2014 - 2015,0.82
,,2015 - 2016,0.81
,,2016 - 2017,0.83
,,2017 - 2018,0.83
,,2018 - 2019,0.8
,,2019 - 2020,0.83
,,2020 - 2021,0.78
,,2021 - 2022,1.0
,,2022 - 2023,0.93
,Kasganj,2009 - 2010,0.58
,,2010 - 2011,0.79
,,2011 - 2012,0.91
,,2012 - 2013,0.77
,,2013 - 2014,0.64
,,2014 - 2015,0.63
,,2015 - 2016,0.43
,,2016 - 2017,0.46
,,2017 - 2018,0.57
,,2018 - 2019,0.69
,,2019 - 2020,0.84
,,2020 - 2021,0.84
,,2021 - 2022,0.85
,,2022 - 2023,0.73
,Kaushambi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.26
,,2007 - 2008,0.45
,,2008 - 2009,0.79
,,2009 - 2010,0.7
,,2010 - 2011,0.93
,,2011 - 2012,1.04
,,2012 - 2013,0.95
,,2013 - 2014,0.56
,,2014 - 2015,0.5
,,2015 - 2016,0.61
,,2016 - 2017,0.72
,,2017 - 2018,0.58
,,2018 - 2019,0.93
,,2019 - 2020,0.82
,,2020 - 2021,0.72
,,2021 - 2022,0.77
,,2022 - 2023,0.74
,Kheri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.6
,,2007 - 2008,0.55
,,2008 - 2009,0.56
,,2009 - 2010,0.53
,,2010 - 2011,0.46
,,2011 - 2012,0.52
,,2012 - 2013,0.32
,,2013 - 2014,0.53
,,2014 - 2015,0.5
,,2015 - 2016,0.27
,,2016 - 2017,0.48
,,2017 - 2018,0.47
,,2018 - 2019,1.1
,,2019 - 2020,0.8
,,2020 - 2021,0.55
,,2021 - 2022,0.9
,,2022 - 2023,0.64
,Kushi nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.53
,,2007 - 2008,0.64
,,2008 - 2009,0.75
,,2009 - 2010,0.72
,,2010 - 2011,0.89
,,2011 - 2012,0.84
,,2012 - 2013,0.81
,,2013 - 2014,0.67
,,2014 - 2015,0.67
,,2015 - 2016,0.63
,,2016 - 2017,0.71
,,2017 - 2018,0.67
,,2018 - 2019,0.83
,,2019 - 2020,0.89
,,2020 - 2021,0.97
,,2021 - 2022,0.86
,,2022 - 2023,0.86
,Lalitpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.61
,,2007 - 2008,0.54
,,2008 - 2009,0.71
,,2009 - 2010,0.72
,,2010 - 2011,0.89
,,2011 - 2012,0.84
,,2012 - 2013,0.81
,,2013 - 2014,0.67
,,2014 - 2015,0.67
,,2015 - 2016,0.64
,,2016 - 2017,0.71
,,2017 - 2018,0.68
,,2018 - 2019,0.83
,,2019 - 2020,0.88
,,2020 - 2021,0.97
,,2021 - 2022,0.85
,,2022 - 2023,0.87
,Lucknow,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.6
,,2007 - 2008,0.55
,,2008 - 2009,0.56
,,2009 - 2010,0.52
,,2010 - 2011,0.45
,,2011 - 2012,0.5
,,2012 - 2013,0.3
,,2013 - 2014,0.52
,,2014 - 2015,0.5
,,2015 - 2016,0.26
,,2016 - 2017,0.48
,,2017 - 2018,0.47
,,2018 - 2019,1.09
,,2019 - 2020,0.79
,,2020 - 2021,0.54
,,2021 - 2022,0.89
,,2022 - 2023,0.65
,Maharajganj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.54
,,2007 - 2008,0.64
,,2008 - 2009,0.74
,,2009 - 2010,0.72
,,2010 - 2011,0.9
,,2011 - 2012,0.83
,,2012 - 2013,0.81
,,2013 - 2014,0.68
,,2014 - 2015,0.68
,,2015 - 2016,0.64
,,2016 - 2017,0.7
,,2017 - 2018,0.68
,,2018 - 2019,0.84
,,2019 - 2020,0.88
,,2020 - 2021,0.97
,,2021 - 2022,0.85
,,2022 - 2023,0.86
,Mahoba,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,0.5
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mainpuri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.71
,,2003 - 2004,0.71
,,2007 - 2008,0.87
,,2008 - 2009,0.95
,,2009 - 2010,0.69
,,2010 - 2011,1.35
,,2011 - 2012,1.2
,,2012 - 2013,1.12
,,2013 - 2014,0.74
,,2014 - 2015,1.02
,,2015 - 2016,0.86
,,2016 - 2017,0.94
,,2017 - 2018,1.0
,,2018 - 2019,0.75
,,2019 - 2020,1.47
,,2020 - 2021,1.59
,,2021 - 2022,0.88
,,2022 - 2023,1.35
,Mathura,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.48
,,2003 - 2004,0.4
,,2007 - 2008,0.75
,,2008 - 2009,0.57
,,2009 - 2010,0.88
,,2010 - 2011,0.68
,,2011 - 2012,0.68
,,2012 - 2013,0.9
,,2013 - 2014,0.84
,,2014 - 2015,0.71
,,2015 - 2016,0.75
,,2016 - 2017,0.29
,,2017 - 2018,0.48
,,2018 - 2019,0.42
,,2019 - 2020,0.89
,,2020 - 2021,0.78
,,2021 - 2022,0.93
,,2022 - 2023,0.65
,Mau,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.6
,,2007 - 2008,0.64
,,2008 - 2009,0.75
,,2009 - 2010,0.71
,,2010 - 2011,0.89
,,2011 - 2012,0.84
,,2012 - 2013,0.82
,,2013 - 2014,0.67
,,2014 - 2015,0.67
,,2015 - 2016,0.63
,,2016 - 2017,0.69
,,2017 - 2018,0.67
,,2018 - 2019,0.83
,,2019 - 2020,0.88
,,2020 - 2021,0.97
,,2021 - 2022,0.86
,,2022 - 2023,0.86
,Meerut,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.54
,,2003 - 2004,0.54
,,2007 - 2008,0.69
,,2008 - 2009,0.68
,,2009 - 2010,0.8
,,2010 - 2011,1.06
,,2011 - 2012,0.78
,,2012 - 2013,0.69
,,2013 - 2014,0.6
,,2014 - 2015,0.77
,,2015 - 2016,0.74
,,2016 - 2017,0.6
,,2017 - 2018,0.81
,,2018 - 2019,0.72
,,2019 - 2020,0.63
,,2020 - 2021,0.88
,,2021 - 2022,0.94
,,2022 - 2023,0.93
,Mirzapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.6
,,2003 - 2004,0.5
,,2007 - 2008,
,,2008 - 2009,0.67
,,2009 - 2010,0.77
,,2010 - 2011,1.0
,,2011 - 2012,0.75
,,2012 - 2013,0.67
,,2013 - 2014,0.8
,,2014 - 2015,0.8
,,2015 - 2016,0.67
,,2016 - 2017,0.75
,,2017 - 2018,0.75
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.0
,,2021 - 2022,0.75
,,2022 - 2023,
,Moradabad,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.56
,,2007 - 2008,
,,2008 - 2009,1.0
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,1.0
,,2013 - 2014,
,,2014 - 2015,0.5
,,2015 - 2016,
,,2016 - 2017,0.5
,,2017 - 2018,
,,2018 - 2019,0.67
,,2019 - 2020,1.0
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Muzaffarnagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.53
,,2007 - 2008,0.63
,,2008 - 2009,0.75
,,2009 - 2010,0.72
,,2010 - 2011,0.9
,,2011 - 2012,0.85
,,2012 - 2013,0.81
,,2013 - 2014,0.67
,,2014 - 2015,0.71
,,2015 - 2016,0.63
,,2016 - 2017,0.7
,,2017 - 2018,0.68
,,2018 - 2019,0.83
,,2019 - 2020,0.89
,,2020 - 2021,0.97
,,2021 - 2022,0.86
,,2022 - 2023,
,Pilibhit,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.56
,,2003 - 2004,0.56
,,2007 - 2008,0.63
,,2008 - 2009,0.8
,,2009 - 2010,0.73
,,2010 - 2011,0.92
,,2011 - 2012,0.82
,,2012 - 2013,0.82
,,2013 - 2014,0.64
,,2014 - 2015,1.0
,,2015 - 2016,0.57
,,2016 - 2017,0.69
,,2017 - 2018,0.64
,,2018 - 2019,0.75
,,2019 - 2020,0.9
,,2020 - 2021,0.96
,,2021 - 2022,0.85
,,2022 - 2023,0.88
,Pratapgarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.79
,,2003 - 2004,0.26
,,2007 - 2008,0.88
,,2008 - 2009,0.79
,,2009 - 2010,0.61
,,2010 - 2011,0.93
,,2011 - 2012,0.45
,,2012 - 2013,0.53
,,2013 - 2014,0.95
,,2014 - 2015,0.42
,,2015 - 2016,0.54
,,2016 - 2017,0.63
,,2017 - 2018,0.37
,,2018 - 2019,1.05
,,2019 - 2020,0.48
,,2020 - 2021,0.66
,,2021 - 2022,0.9
,,2022 - 2023,0.79
,Rae bareli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.61
,,2007 - 2008,0.54
,,2008 - 2009,0.56
,,2009 - 2010,0.52
,,2010 - 2011,0.46
,,2011 - 2012,0.52
,,2012 - 2013,0.32
,,2013 - 2014,0.52
,,2014 - 2015,0.5
,,2015 - 2016,0.26
,,2016 - 2017,0.49
,,2017 - 2018,0.48
,,2018 - 2019,0.64
,,2019 - 2020,0.79
,,2020 - 2021,0.53
,,2021 - 2022,0.45
,,2022 - 2023,0.54
,Rampur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.57
,,2003 - 2004,0.53
,,2007 - 2008,0.56
,,2008 - 2009,0.75
,,2009 - 2010,0.77
,,2010 - 2011,1.0
,,2011 - 2012,
,,2012 - 2013,0.75
,,2014 - 2015,
,,2015 - 2016,0.5
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,Saharanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.53
,,2007 - 2008,0.64
,,2008 - 2009,0.75
,,2009 - 2010,0.72
,,2010 - 2011,0.88
,,2011 - 2012,0.83
,,2012 - 2013,0.81
,,2013 - 2014,0.75
,,2014 - 2015,0.6
,,2015 - 2016,0.6
,,2016 - 2017,0.75
,,2018 - 2019,0.8
,,2019 - 2020,
,,2021 - 2022,0.83
,,2022 - 2023,0.83
,Sambhal,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,0.64
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sant kabeer nagar,2002 - 2003,0.5
,,2003 - 2004,0.5
,,2018 - 2019,
,,2022 - 2023,
,Sant ravidas nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.56
,,2007 - 2008,0.65
,,2008 - 2009,0.76
,,2009 - 2010,0.69
,,2010 - 2011,0.89
,,2011 - 2012,0.86
,,2012 - 2013,0.81
,,2013 - 2014,0.67
,,2014 - 2015,0.67
,,2015 - 2016,0.63
,,2016 - 2017,0.71
,,2017 - 2018,0.63
,,2018 - 2019,0.84
,,2019 - 2020,0.89
,,2020 - 2021,0.96
,,2021 - 2022,0.85
,,2022 - 2023,0.86
,Shahjahanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.53
,,2007 - 2008,
,,2008 - 2009,0.76
,,2009 - 2010,0.71
,,2010 - 2011,0.9
,,2011 - 2012,0.86
,,2012 - 2013,0.82
,,2013 - 2014,0.66
,,2014 - 2015,0.67
,,2015 - 2016,0.64
,,2016 - 2017,0.71
,,2017 - 2018,0.67
,,2018 - 2019,0.82
,,2019 - 2020,
,,2020 - 2021,0.96
,,2021 - 2022,0.85
,,2022 - 2023,
,Shamli,2012 - 2013,0.82
,,2013 - 2014,0.65
,,2014 - 2015,0.67
,,2015 - 2016,0.65
,,2016 - 2017,0.69
,,2017 - 2018,0.65
,,2018 - 2019,0.82
,,2021 - 2022,0.84
,Shravasti,2000 - 2001,
,,2002 - 2003,0.6
,,2003 - 2004,0.5
,,2007 - 2008,0.64
,,2008 - 2009,0.74
,,2009 - 2010,0.72
,,2010 - 2011,1.0
,,2012 - 2013,1.0
,,2015 - 2016,1.0
,,2018 - 2019,
,,2019 - 2020,
,,2022 - 2023,
,Siddharth nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.56
,,2003 - 2004,0.52
,,2022 - 2023,0.86
,Sitapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.56
,,2003 - 2004,0.63
,,2007 - 2008,0.5
,,2008 - 2009,
,,2010 - 2011,1.0
,,2011 - 2012,0.55
,,2012 - 2013,0.5
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,0.33
,,2016 - 2017,0.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,0.91
,,2022 - 2023,0.66
,Sonbhadra,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.54
,,2007 - 2008,
,,2008 - 2009,0.73
,,2009 - 2010,0.69
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,0.6
,,2014 - 2015,0.67
,,2015 - 2016,0.67
,,2016 - 2017,0.5
,,2017 - 2018,0.75
,,2018 - 2019,0.67
,,2019 - 2020,0.86
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,
,Sultanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.61
,,2007 - 2008,0.51
,,2008 - 2009,0.57
,,2009 - 2010,0.83
,,2010 - 2011,0.46
,,2011 - 2012,0.5
,,2012 - 2013,0.68
,,2013 - 2014,0.41
,,2014 - 2015,0.47
,,2015 - 2016,0.66
,,2016 - 2017,0.64
,,2017 - 2018,0.4
,,2018 - 2019,0.46
,,2019 - 2020,0.37
,,2020 - 2021,0.44
,,2021 - 2022,0.37
,,2022 - 2023,0.77
,Unnao,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.59
,,2003 - 2004,0.61
,,2007 - 2008,0.55
,,2008 - 2009,0.56
,,2009 - 2010,0.52
,,2010 - 2011,0.46
,,2011 - 2012,0.52
,,2012 - 2013,0.32
,,2013 - 2014,0.52
,,2014 - 2015,0.5
,,2015 - 2016,0.27
,,2016 - 2017,0.48
,,2017 - 2018,0.48
,,2018 - 2019,1.1
,,2019 - 2020,0.8
,,2020 - 2021,0.55
,,2021 - 2022,0.9
,,2022 - 2023,0.64
,Varanasi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.67
,,2003 - 2004,0.62
,,2007 - 2008,0.55
,,2008 - 2009,0.84
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2011 - 2012,0.79
,,2012 - 2013,0.92
,,2013 - 2014,0.81
,,2014 - 2015,0.59
,,2015 - 2016,0.74
,,2016 - 2017,0.81
,,2017 - 2018,0.72
,,2018 - 2019,0.84
,,2019 - 2020,1.32
,,2020 - 2021,1.31
,,2021 - 2022,0.92
,,2022 - 2023,0.89
Uttarakhand,Almora,2021 - 2022,
,Champawat,2007 - 2008,0.0
,,2015 - 2016,1.0
,,2016 - 2017,1.0
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Dehradun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2008 - 2009,
,,2013 - 2014,
,,2014 - 2015,
,,2016 - 2017,1.0
,,2017 - 2018,
,,2019 - 2020,
,Haridwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,0.32
,,2004 - 2005,0.4
,,2006 - 2007,
,,2007 - 2008,0.5
,,2009 - 2010,
,,2010 - 2011,
,,2012 - 2013,0.67
,,2014 - 2015,1.0
,,2015 - 2016,1.0
,,2016 - 2017,1.0
,,2017 - 2018,0.67
,,2018 - 2019,
,,2019 - 2020,0.67
,,2020 - 2021,
,,2021 - 2022,
,Nainital,2000 - 2001,
,,2001 - 2002,
,,2004 - 2005,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2020 - 2021,
,,2021 - 2022,
,Udam singh nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.29
,,2004 - 2005,0.33
,,2005 - 2006,0.47
,,2006 - 2007,
,,2007 - 2008,0.45
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,0.67
,,2012 - 2013,0.78
,,2013 - 2014,0.5
,,2014 - 2015,0.5
,,2015 - 2016,0.54
,,2016 - 2017,
,,2017 - 2018,0.67
,,2019 - 2020,0.57
,,2020 - 2021,0.57
,,2021 - 2022,1.0
,,2022 - 2023,1.0
West Bengal,paraganas north,2000 - 2001,0.52
,,2001 - 2002,0.4
,,2002 - 2003,0.41
,,2003 - 2004,0.29
,,2004 - 2005,0.33
,,2005 - 2006,0.31
,,2006 - 2007,0.37
,,2007 - 2008,0.64
,,2008 - 2009,0.43
,,2009 - 2010,0.46
,,2010 - 2011,0.63
,,2011 - 2012,0.63
,,2012 - 2013,0.61
,,2013 - 2014,0.61
,,2014 - 2015,0.6
,,2015 - 2016,0.71
,,2016 - 2017,0.67
,,2017 - 2018,0.61
,,2018 - 2019,0.3
,,2019 - 2020,0.29
,,2020 - 2021,0.59
,,2021 - 2022,0.64
,,2022 - 2023,0.74
,paraganas south,2000 - 2001,0.53
,,2001 - 2002,0.39
,,2002 - 2003,0.41
,,2003 - 2004,0.31
,,2004 - 2005,0.33
,,2005 - 2006,0.31
,,2006 - 2007,0.37
,,2007 - 2008,0.66
,,2008 - 2009,0.43
,,2009 - 2010,0.45
,,2010 - 2011,0.69
,,2011 - 2012,0.61
,,2012 - 2013,0.61
,,2013 - 2014,0.59
,,2014 - 2015,0.59
,,2015 - 2016,0.58
,,2016 - 2017,0.66
,,2017 - 2018,0.59
,,2018 - 2019,0.28
,,2019 - 2020,0.3
,,2020 - 2021,0.59
